generation,max,mean,q5,q95,min
0.0,39.5489615464343,-3.1070267975725376,-6.299183557847398,4.388745043256714,-7.520776415062797
1.0,39.5489615464343,0.14576264443664194,-5.165070874979246,21.906249799193237,-5.176149732573829
2.0,57.35455310235676,7.3030602096649,-4.624972813284271,30.63150006483924,-4.624972813284271
3.0,57.35455310235676,13.404737813428808,3.982390128983508,39.540841838884766,3.9565748830807532
4.0,57.35455310235676,18.54373927440021,4.009567413221264,39.57571518079992,4.009567413221264
5.0,75.25379680945984,27.601701363770715,20.474489416357354,48.52545566021891,13.009567413221264
6.0,75.25379680945984,29.95696983398103,21.906249799193237,48.57280686526905,21.906249799193237
7.0,75.25379680945984,32.30746980509669,21.906249799193237,49.2008590786373,21.906249799193237
8.0,75.25379680945984,36.16515180678231,21.906249799193237,57.27722229491,21.906249799193237
9.0,75.25379680945984,40.35270809663646,30.47017565351322,66.1363688244019,30.435479592677307
10.0,75.25379680945984,43.67603604953013,30.63847364182495,66.15795233531767,30.62010264645954
11.0,75.25379680945984,46.06379634876085,38.80797244297574,66.15795233531767,30.747726571953372
12.0,75.25379680945984,47.79953101217302,39.347335688203785,66.29878219006316,39.3062678611973
13.0,86.69165549623892,50.43396408729828,39.466413272357926,66.5593445864313,39.44704041507838
14.0,86.69165549623892,52.932999302262694,39.5879095007741,67.02248029052161,39.56627799644576
15.0,86.69165549623892,54.70693333613203,39.657427084097556,67.02248029052161,39.63402398497815
16.0,86.69165549623892,58.1440146099104,48.206927713658885,75.25608479031732,39.74250462797222
17.0,86.69165549623892,59.991121609350124,48.39052820481504,75.9649496491183,48.31982739098293
18.0,86.69165549623892,62.39837092101098,48.56170377099688,84.45739539589731,48.511062273843315
19.0,86.69165549623892,64.53613570915013,57.12492901660159,84.76318926293742,48.77964417492168
20.0,86.69165549623892,66.35632479332962,57.25363731969144,85.13651257460249,57.21925648420767
21.0,87.54317426885358,67.93881833772902,57.319318048717584,85.73523416654365,57.2962175253438
22.0,87.54317426885358,69.30667289995546,57.41989423239308,85.80922890233344,57.37959913428285
23.0,87.54317426885358,71.6903347542437,66.04416263053517,86.16622890233346,66.04157530697022
24.0,87.54317426885358,72.92721484102387,66.1137572722057,86.22852798602132,66.10835578817422
25.0,87.54317426885358,73.6945354508856,66.13566359409282,86.33642871288087,66.11389596854984
26.0,87.54317426885358,76.04031465055294,66.1828888400368,86.33642871288087,66.17399989261955
27.0,87.54317426885358,77.3103556566326,66.22529341557167,86.47547742110515,66.19486503108351
28.0,87.54317426885358,78.53441846108979,66.30257206408704,86.47547742110515,66.26665872310225
29.0,87.54317426885358,81.17580110315103,75.11891145232805,86.6456502320287,66.59282822853989
30.0,87.54317426885358,81.78077290961326,75.16475257893896,86.6456502320287,75.12788221052459
