generation,max,mean,q5,q95,min
0.0,39.66246192029868,-0.977200061507109,-6.163734093703455,21.906557492471954,-6.590301048196686
1.0,39.66246192029868,6.229020751304334,-4.96353908586794,30.416241129696527,-5.087596335232384
2.0,66.60183729848225,16.4313394530545,3.7109810754372368,38.60624237513406,3.6293619718723367
3.0,66.60183729848225,23.635225226785796,12.770375414569505,39.55463656512752,12.47853908213775
4.0,66.60183729848225,27.503226330029996,21.906249799193237,48.45757269923931,21.906249799193237
5.0,66.60183729848225,29.44044001832124,21.906249799193237,48.62290759220887,21.906249799193237
6.0,66.60183729848225,31.353151092120743,21.906249799193237,48.6906322217688,21.906249799193237
7.0,85.72742736117439,36.29260328172689,21.930470789641557,58.052457345468184,21.906249799193237
8.0,85.72742736117439,40.8724712508406,29.711066420137744,66.36557794636485,22.009567413221262
9.0,86.57959913428287,45.16092171366287,30.565412173945187,67.0516115644645,30.527729326328526
10.0,86.57959913428287,49.06433245728073,30.757205826248093,75.59823173408188,30.71173296930546
11.0,86.57959913428287,52.56618136137815,39.43490815788612,75.59823173408188,39.32667673282851
12.0,86.57959913428287,54.27170840663082,39.56170377099688,75.59823173408188,39.5489615464343
13.0,86.9719398588649,59.01687151713898,48.20303861018164,83.77062931737812,47.88190280195865
14.0,86.9719398588649,62.080763631996845,48.364854523442304,84.17963964375275,48.34400818918013
15.0,86.9719398588649,64.40165308639202,48.684389711624824,84.21003982910274,48.615504937210915
16.0,86.9719398588649,66.17891045580849,57.20394224923463,84.24318232441016,57.133531943066686
17.0,86.9719398588649,67.54215924312331,57.357388692067794,84.8141461500329,57.28297229859376
18.0,86.9719398588649,68.85229602647058,57.679721397562524,84.8141461500329,57.579465000727716
19.0,86.9719398588649,70.05153516093117,66.17976892139112,84.94668630851945,66.16811752271649
20.0,86.9719398588649,70.23822081304576,66.18586946817493,84.94668630851945,66.1828888400368
21.0,87.76254710353533,71.30111538395764,66.19773079494597,85.74263876792762,66.19185751001956
22.0,87.76254710353533,71.31100182600345,66.19788162462294,85.74263876792762,66.19788162462294
23.0,87.76254710353533,71.95973583172169,66.20394224923463,85.74263876792762,66.20090734553948
24.0,87.76254710353533,72.70123067460416,66.2098871572284,85.74263876792762,66.20698639161586
25.0,87.76254710353533,73.43550736069156,66.21602120771841,85.74263876792762,66.21003982910274
26.0,87.76254710353533,73.9102781502787,66.21617481767026,86.0590526781411,66.21310261863329
27.0,88.06254710353532,74.61635433111387,66.24726888243632,86.64771495080807,66.21925648420768
28.0,88.06254710353532,74.79993215463313,66.27641489804762,86.64771495080807,66.24425778641309
29.0,88.06254710353532,75.25403505889372,66.34383366893316,86.64771495080807,66.29621752534379
30.0,88.06254710353532,75.72956846590118,66.36146771058603,86.8009398588649,66.34051778424038
