generation,max,mean,q5,q95,min
0.0,-4.624972813284271,-5.101557617716786,-5.512150477696567,-4.624972813284271,-5.583496308781701
1.0,57.34400818918013,3.19710164952828,-4.984810724209676,37.14917923412164,-5.099866427824199
2.0,57.34400818918013,4.144537642068397,-4.624972813284271,37.14917923412164,-4.624972813284271
3.0,57.34400818918013,9.289632767013583,-4.624972813284271,40.95426549454197,-4.624972813284271
4.0,57.34400818918013,18.882849828761177,4.009567413221264,57.285100682434056,4.009567413221264
5.0,57.34400818918013,25.931623720403696,7.815236807344311,57.285100682434056,4.009567413221264
6.0,57.34400818918013,29.352150748174402,16.38431498780961,57.285100682434056,12.76355803717005
7.0,57.34400818918013,38.40458406505621,25.479051763989695,57.285100682434056,21.439318368984473
8.0,57.34400818918013,39.24306550114719,30.09069966249006,57.285100682434056,29.82413272989423
9.0,57.34400818918013,39.24306550114719,30.09069966249006,57.285100682434056,29.82413272989423
10.0,57.34400818918013,41.08829371796253,30.489836280497535,57.285100682434056,30.416503691218296
11.0,57.34400818918013,42.899008102495756,30.606455572027734,57.285100682434056,30.58389959779558
12.0,57.34400818918013,44.65539789473875,30.73234067717193,57.285100682434056,30.63402398497815
13.0,57.34400818918013,47.2993028936439,34.38352443015414,57.285100682434056,30.852505523186547
14.0,57.34400818918013,49.09568449477674,39.02735027533224,57.285100682434056,38.895206767585016
15.0,57.35809292906188,50.94197311092442,43.22038133796429,57.351754796115095,39.1888590070233
16.0,57.35809292906188,50.946568099943605,43.245653777569814,57.351754796115095,39.23480889721515
17.0,57.35809292906188,51.84594309790909,48.18414013071552,57.351754796115095,48.14779752022551
18.0,57.35809292906188,51.84594309790909,48.18414013071552,57.351754796115095,48.14779752022551
19.0,57.35809292906188,51.84594309790909,48.18414013071552,57.351754796115095,48.14779752022551
20.0,57.35809292906188,51.84594309790909,48.18414013071552,57.351754796115095,48.14779752022551
21.0,57.35809292906188,51.84594309790909,48.18414013071552,57.351754796115095,48.14779752022551
22.0,57.35809292906188,51.84594309790909,48.18414013071552,57.351754796115095,48.14779752022551
23.0,57.35809292906188,51.84594309790909,48.18414013071552,57.351754796115095,48.14779752022551
24.0,57.35809292906188,51.84594309790909,48.18414013071552,57.351754796115095,48.14779752022551
25.0,57.35809292906188,51.84594309790909,48.18414013071552,57.351754796115095,48.14779752022551
26.0,57.35809292906188,51.84594309790909,48.18414013071552,57.351754796115095,48.14779752022551
27.0,57.35809292906188,51.84594309790909,48.18414013071552,57.351754796115095,48.14779752022551
28.0,57.35809292906188,51.84594309790909,48.18414013071552,57.351754796115095,48.14779752022551
29.0,84.63389190989626,56.37873773485019,48.24537718070878,72.35978236852077,48.241098226122716
30.0,84.63389190989626,57.296654929639296,48.26222056187189,72.38776212874912,48.25060701409175
