generation,max,mean,q5,q95,min
0.0,28.92588318380264,-3.725179212523123,-6.150355312316791,4.013456298273398,-6.661854740545311
1.0,57.4316554962389,-0.8499660105670414,-5.159341832949979,13.267295974410919,-5.176149732573829
2.0,57.4316554962389,5.72006480728777,-4.624972813284271,30.555357589657202,-4.624972813284271
3.0,75.27968822339258,12.166215387233747,3.6380085221918375,39.56950284065046,3.570654371045558
4.0,75.27968822339258,16.379816451330274,4.009567413221264,48.22386640033936,4.009567413221264
5.0,75.27968822339258,23.780080536676007,12.614371101777357,48.54822018727072,12.527729326328526
6.0,75.27968822339258,27.189301249842973,21.41082383233211,48.57289689935382,13.087345114263947
7.0,75.27968822339258,28.63947677138879,21.906249799193237,48.61931630548031,21.906249799193237
8.0,75.27968822339258,30.829818598202174,21.906249799193237,48.69248044623263,21.906249799193237
9.0,75.27968822339258,33.70911184988271,21.91240366476761,49.09009079811131,21.91240366476761
10.0,75.27968822339258,37.042275513691294,21.98141289917986,57.451265234798264,21.924826184766175
11.0,75.27968822339258,39.940383640791076,30.506528718299244,58.22970159427575,30.424050896853686
12.0,75.27968822339258,42.37806992444776,30.62936197187234,58.22970159427575,30.606372453647637
13.0,75.27968822339258,44.96169853060376,31.08879493444118,65.94762017432657,30.82951600496185
14.0,75.27968822339258,46.58567373594346,39.247642123330166,66.12227167477963,38.873130815885816
15.0,75.27968822339258,48.06637704251384,39.52128657977195,66.50778205089557,39.44704041507838
16.0,75.27968822339258,50.198448276614236,39.67212383121042,66.50778205089557,39.62010264645954
17.0,75.27968822339258,52.49306680207047,39.828670914421714,66.6046287209599,39.758252984940356
18.0,75.27968822339258,54.24908139902021,48.20928108920179,67.04934400378482,40.01639337829167
19.0,75.27968822339258,54.827137368852256,48.43912643016912,67.0770158630617,48.3978811791203
20.0,88.29616819497443,56.20617867689705,48.53595677816891,74.97867178190023,48.51936107665801
21.0,88.29616819497443,57.886245562032876,48.62912995289451,75.16100417187893,48.60637245364764
22.0,88.29616819497443,59.6424612847479,48.66246192029868,75.24904040428528,48.648141866523936
23.0,88.29616819497443,60.774121880920895,48.70118511690929,75.27985242715265,48.66728120673463
24.0,88.29616819497443,61.80039424211317,55.337039139166876,75.27985242715265,48.737309811095116
25.0,88.29616819497443,62.939918325077805,57.045096232162386,76.00139603516304,56.6738505268449
26.0,88.65094978993949,64.9517108561774,57.25363731969144,85.06049839140987,57.165189262937396
27.0,88.65094978993949,65.67352536273381,57.37184220852719,85.06049839140987,57.28297229859376
28.0,88.65094978993949,66.99383904711685,57.41594293767729,85.58670305604193,57.38687189361193
29.0,88.65094978993949,67.36239680985497,57.45015169898339,85.58670305604193,57.4165036912183
30.0,88.65094978993949,68.90247774383147,57.470570912488576,85.83131007301905,57.46266573298146
