generation,max,mean,q5,q95,min
0.0,30.701682633451963,1.7858839181504258,-6.663686128521341,26.743737858035527,-7.050989447068045
1.0,30.701682633451963,8.577215100010113,-4.702836275799645,30.6215168500294,-4.727387818712341
2.0,30.701682633451963,21.766196652039543,12.685686223324877,30.6215168500294,12.515203066509345
3.0,39.470570912488576,27.119271400147625,21.906249799193237,35.52457118692209,21.906249799193237
4.0,39.470570912488576,29.717441210322903,21.906249799193237,39.45824137410393,21.906249799193237
5.0,39.470570912488576,33.19082448048523,30.399495573690047,39.46878873194133,30.351025761838795
6.0,39.49874178945527,35.012213441818645,30.5125286906588,39.48606489482026,30.506938556659453
7.0,75.34400818918014,39.49592040507072,30.521239993792722,59.21363830930392,30.519361076658
8.0,75.34400818918014,49.266481240917095,39.369729672356975,71.22554038355787,39.30964054567594
9.0,75.34400818918014,49.266481240917095,39.369729672356975,71.22554038355787,39.30964054567594
10.0,75.34400818918014,52.81154004091701,39.46839269181972,71.22554038355787,39.46661051127248
11.0,75.34400818918014,56.37641320399683,39.546196149970875,71.22554038355787,39.54041448585584
12.0,75.34400818918014,63.534046848744296,52.33920351643504,75.28926095859889,48.5489615464343
13.0,75.34400818918014,65.34761784608887,57.304812522480226,75.28926095859889,57.23167900420623
14.0,75.34400818918014,65.34761784608887,57.304812522480226,75.28926095859889,57.23167900420623
15.0,75.34400818918014,67.15662359163184,57.5028317747068,75.28926095859889,57.5028317747068
16.0,75.34400818918014,67.15662359163184,57.5028317747068,75.28926095859889,57.5028317747068
17.0,75.34400818918014,70.70156444858091,66.13021967414095,75.30629769356842,66.11112204166712
18.0,75.34400818918014,70.70156444858091,66.13021967414095,75.30629769356842,66.11112204166712
19.0,75.34400818918014,71.60073685765053,66.15486368605414,75.30629769356842,66.15356122494228
20.0,85.58626719449063,73.54400745460535,66.16170345585518,80.9772506421009,66.15645558296865
21.0,85.58626719449063,74.4604507840248,66.20557808506057,80.9772506421009,66.19185751001956
22.0,85.58626719449063,74.4604507840248,66.20557808506057,80.9772506421009,66.19185751001956
23.0,85.58626719449063,76.3154998007006,70.218571981791,85.20650341151966,66.22234767677735
24.0,85.58626719449063,76.3154998007006,70.218571981791,85.20650341151966,66.22234767677735
25.0,85.58626719449063,78.11437047126185,75.14425463678737,85.20650341151966,75.10284613236325
26.0,85.58626719449063,78.11437047126185,75.14425463678737,85.20650341151966,75.10284613236325
27.0,86.50164533066628,79.25425039109214,75.20307194548091,86.08972516938724,75.19486503108351
28.0,86.50164533066628,79.25425039109214,75.20307194548091,86.08972516938724,75.19486503108351
29.0,86.50164533066628,79.25425039109214,75.20307194548091,86.08972516938724,75.19486503108351
30.0,86.50164533066628,79.25425039109214,75.20307194548091,86.08972516938724,75.19486503108351
