generation,max,mean,q5,q95,min
0.0,21.89405452609942,-2.592230337393484,-6.186720399095195,11.956071391605159,-7.1024993557746505
1.0,21.89405452609942,0.07150438026026268,-4.8839255653789735,12.613665187773949,-4.983606621708336
2.0,85.1645912013901,7.6803495294228075,-4.624972813284271,30.388188501445004,-4.624972813284271
3.0,85.1645912013901,15.314468157059826,3.9817365249051404,47.69751440502046,3.9062497991932377
4.0,85.1645912013901,24.661439066188688,12.124371907773927,66.01910651691136,11.813791376099505
5.0,85.1645912013901,31.228876681331695,19.597205606578676,66.41349945798744,13.009567413221264
6.0,87.81536476436477,37.719626723698326,21.906249799193237,75.42443112682295,21.906249799193237
7.0,87.81536476436477,43.433294189137705,29.96608141652954,75.42443112682295,21.956574883080755
8.0,87.81536476436477,46.32719486971539,30.56584321109738,75.42443112682295,30.498741789455273
9.0,87.81536476436477,49.53365198061023,38.755073965680786,75.43604077525985,30.737309811095116
10.0,87.81536476436477,51.543380975181165,39.52270655349804,75.43604077525985,39.482547103535296
11.0,87.81536476436477,54.14702820136018,39.6709247329761,84.27900761712131,39.63402398497815
12.0,87.81536476436477,56.280260059284295,47.30884116210211,84.45874047834529,39.737309811095116
13.0,87.81536476436477,58.77349411004733,48.29774999040489,85.31971720818954,48.11667761151172
14.0,87.81536476436477,60.71067348181305,48.466413272357926,85.47809722448179,48.424050896853686
15.0,87.81536476436477,62.67757693361972,48.53172933223805,85.47809722448179,48.51520306650934
16.0,87.81536476436477,64.6430431981916,48.638240541169644,85.47809722448179,48.570654371045556
17.0,87.81536476436477,67.10996905731068,57.26121914160515,85.60103951986407,57.02111423509888
18.0,88.59531660910582,68.58313334770678,57.40157804100161,86.55953660957806,57.36521039683075
19.0,88.59531660910582,70.81964829166022,57.502627275444226,86.55953660957806,57.46266573298146
20.0,88.59531660910582,72.90090600685204,57.566060131177316,86.60777031868278,57.52353644806849
21.0,88.59531660910582,74.62879568693764,66.12287111297691,86.85040128411873,65.44038476250675
22.0,88.59531660910582,75.22215404545844,66.19773079494597,87.11751537980467,66.08110614572685
23.0,88.59531660910582,76.0944652453654,66.29938948154604,87.11751537980467,66.26665872310225
24.0,88.59531660910582,76.67989844248612,66.35437673533086,87.59282546595524,66.29955642660931
25.0,88.59531660910582,77.44344369259615,66.47754895077294,87.59282546595524,66.38687189361193
26.0,88.59531660910582,78.27463791324935,66.50673321756182,87.59282546595524,66.48657125383502
27.0,88.59531660910582,79.47308546121276,75.18557184824857,87.59282546595524,66.54041448585585
28.0,88.59531660910582,79.68341629193124,75.25988657390272,87.59282546595524,75.17991706964764
29.0,88.59531660910582,80.00268808850068,75.33982573166978,87.59282546595524,75.27968822339258
30.0,88.59531660910582,80.31242071011621,75.41594293767729,87.59282546595524,75.34751081973135
