0,894.7373098110951,894.1162454040335,0.0655119501035392
1,894.7582529849403,894.138910530929,0.10055592353451252
2,894.7796441749217,894.1544863835975,0.13437574187731538
3,894.7796441749217,894.1831682935849,0.1731374914355603
4,894.7796441749217,894.2765864758969,0.2481712740267777
5,894.7796441749217,894.4306033636402,0.26756822319182444
6,894.7796441749217,894.6095944706473,0.1920012438585352
7,894.7796441749217,894.7399082596469,0.03356492976993062
8,894.7796441749217,894.755816662985,0.017500533800673807
9,894.7796441749217,894.7617117103088,0.015476229819545283
10,894.7796441749217,894.7673131052612,0.012490654028932346
11,894.7796441749217,894.7712955747846,0.009837944241792556
12,894.7796441749217,894.7749295274172,0.007838783389662657
13,894.7796441749217,894.7774956122506,0.004738202633307886
14,894.7796441749217,894.7792668155175,0.0013754589452865617
15,894.7796441749217,894.7796441749217,0.0
16,894.7796441749217,894.7796441749217,0.0
17,894.7796441749217,894.7796441749217,0.0
18,894.7796441749217,894.7796441749217,0.0
19,894.7796441749217,894.7796441749217,0.0
0,990.392244721018,976.3012447210182,7.448759561161763
1,990.9922447210179,984.7762447210177,5.424789765511614
2,991.8922447210178,989.030244721018,1.044775573987066
3,991.8922447210178,989.786244721018,0.957164562653679
4,992.4922447210179,990.458244721018,0.2926499615581542
5,992.4922447210179,990.461244721018,0.2934944633208418
6,992.4922447210179,990.5002447210179,0.36624581908874543
7,992.4922447210179,990.527244721018,0.3850649295897818
8,992.4922447210179,990.5872447210178,0.4731543088676017
9,992.4922447210179,990.650244721018,0.5248199691322445
10,992.4922447210179,990.7222447210179,0.5715767664976998
11,992.4922447210179,990.8182447210179,0.6136155147973049
12,992.4922447210179,990.9442447210179,0.635999999999969
13,992.4922447210179,991.145244721018,0.6285626460425148
14,992.7922447210179,991.346244721018,0.5930295102269231
15,992.7922447210179,991.5172447210181,0.5472430904086341
16,992.7922447210179,991.7212447210177,0.47292599843950334
17,992.7922447210179,991.8802447210178,0.4567887914561819
18,992.7922447210179,992.0272447210177,0.43963052669259844
19,992.7922447210179,992.0842447210179,0.4419683246568856
20,992.7922447210179,992.1232447210178,0.4406120742785154
21,992.7922447210179,992.2102447210177,0.408749311926049
