generation,max,mean,q5,q95,min
0.0,48.3978811791203,3.7073851675734586,-5.796596121901126,32.35296173110362,-6.028278520230698
1.0,48.3978811791203,15.251615079457881,-1.123330034970461,40.36394014660518,-4.624972813284271
2.0,48.3978811791203,23.35081381658332,12.114761479521142,40.46483577093158,11.693724713051985
3.0,57.21310261863329,32.447114073826086,21.906249799193237,53.24625297085244,21.906249799193237
4.0,57.21310261863329,35.06195056042502,25.754868794234987,53.24625297085244,21.906249799193237
5.0,57.21310261863329,36.842788462500856,30.506106381566553,53.24625297085244,30.47454706086822
6.0,66.14492807779757,41.300840931281606,30.6934938965804,62.12560662117364,30.686794020958214
7.0,66.14492807779757,46.619663653977305,30.73468346881696,66.13979981716868,30.7066951752755
8.0,66.14492807779757,46.619663653977305,30.73468346881696,66.13979981716868,30.7066951752755
9.0,66.14492807779757,46.619663653977305,30.73468346881696,66.13979981716868,30.7066951752755
10.0,66.14492807779757,47.47061161821678,34.570168928681596,66.13979981716868,30.768891383145412
11.0,66.37959913428286,56.39329376264523,39.469109469761996,66.29918782934834,39.45482255552044
12.0,66.37959913428286,57.278498048219184,43.45940014409956,66.29918782934834,39.52353644806849
13.0,66.37959913428286,61.739946527082246,48.41826202075137,66.3032974469518,48.3978811791203
14.0,75.12506926914797,65.29058290993271,57.21726289479811,71.18960770845867,57.21310261863329
15.0,75.12506926914797,66.19036282522512,61.23911823402621,71.18960770845867,57.27968822339259
16.0,75.12506926914797,67.08911975933509,66.1386602036956,71.18960770845867,66.1335319430667
17.0,75.12506926914797,67.08911975933509,66.1386602036956,71.18960770845867,66.1335319430667
18.0,75.12506926914797,67.08911975933509,66.1386602036956,71.18960770845867,66.1335319430667
19.0,75.12506926914797,67.08911975933509,66.1386602036956,71.18960770845867,66.1335319430667
20.0,75.12506926914797,67.08911975933509,66.1386602036956,71.18960770845867,66.1335319430667
21.0,75.12506926914797,67.09346197548011,66.14621932689015,71.18960770845867,66.14492807779757
22.0,75.12506926914797,67.09346197548011,66.14621932689015,71.18960770845867,66.14492807779757
23.0,75.12506926914797,67.09578091997201,66.15039118734806,71.18960770845867,66.14779752022552
24.0,75.40528862039817,68.02153002998928,66.16011155894067,75.27918991233558,66.15356122494228
25.0,75.40528862039817,68.02535965849701,66.17209398452671,75.27918991233558,66.16811752271649
26.0,75.40528862039817,68.02535965849701,66.17209398452671,75.27918991233558,66.16811752271649
27.0,75.40528862039817,68.03951196079295,66.18366063699314,75.27918991233558,66.17695410451698
28.0,75.40528862039817,68.03951196079295,66.18366063699314,75.27918991233558,66.17695410451698
29.0,75.40528862039817,68.0419072848952,66.19456836159108,75.27918991233558,66.19185751001956
30.0,84.95060701409176,71.70656651418369,66.20364291627385,80.65521373692964,66.20090734553948
