generation,max,mean,q5,q95,min
0.0,57.643413725327974,2.71225623089762,-6.1672982785018124,37.229737249457,-6.186208623900494
1.0,57.643413725327974,3.1510089202248883,-4.89446899767279,37.229737249457,-4.897839799950911
2.0,57.643413725327974,9.432004784408207,-4.6356527605056765,49.50674185991493,-4.6443908991413725
3.0,57.652892469282534,21.568324362198553,3.9534628886380667,57.64862703450298,3.7066951752755077
4.0,66.59282822853989,31.335705101190673,11.796835738313597,62.56985713687407,11.659640696272248
5.0,66.59282822853989,36.97948868335975,16.62542997757003,62.56985713687407,12.68679402095821
6.0,66.59282822853989,45.96297229451751,25.86178343511712,62.59406835457091,21.976119479153724
7.0,66.59282822853989,46.84386677084124,30.689289457676878,62.59406835457091,30.610928270183493
8.0,66.59282822853989,49.54385436343152,34.737646926921784,62.59406835457091,30.79051384715858
9.0,66.59282822853989,52.25488166575535,39.764290436225124,62.59406835457091,39.648141866523936
10.0,75.47057091248858,58.513990774177344,48.64324231303797,71.47558670471166,48.56627799644576
11.0,75.47057091248858,59.41442841163733,48.74199735348133,71.47558670471166,48.737309811095116
12.0,75.47057091248858,60.27132421664756,52.599070152113136,71.47558670471166,48.74772657195337
13.0,75.47057091248858,62.057644386470564,57.402159808154614,71.48373172345129,57.3062678611973
14.0,75.47057091248858,62.07689177929636,57.5080204686965,71.48373172345129,57.49874178945527
15.0,75.47057091248858,62.99130592092094,57.54473951340817,71.49623252729947,57.52353644806849
16.0,75.47057091248858,63.90519846814395,57.60339608047264,71.50692186600313,57.570654371045556
17.0,75.47057091248858,63.90786529285217,57.618063616367834,71.50692186600313,57.59732261812772
18.0,75.47057091248858,63.910605190270985,57.633133052171296,71.50692186600313,57.62472159231584
19.0,85.03703951986407,67.55519461257917,57.67710368697937,80.73212864654509,57.652892469282534
20.0,85.03703951986407,67.55519461257917,57.67710368697937,80.73212864654509,57.652892469282534
21.0,85.03703951986407,67.55519461257917,57.67710368697937,80.73212864654509,57.652892469282534
22.0,85.03703951986407,67.55519461257917,57.67710368697937,80.73212864654509,57.652892469282534
23.0,85.03703951986407,67.55519461257917,57.67710368697937,80.73212864654509,57.652892469282534
24.0,85.03703951986407,67.55519461257917,57.67710368697937,80.73212864654509,57.652892469282534
25.0,86.97282822853991,70.48718818850492,61.664956645019586,86.10172330963577,57.706695175275506
26.0,86.97282822853991,70.48718818850492,61.664956645019586,86.10172330963577,57.706695175275506
27.0,86.97282822853991,70.48718818850492,61.664956645019586,86.10172330963577,57.706695175275506
28.0,86.97282822853991,70.48718818850492,61.664956645019586,86.10172330963577,57.706695175275506
29.0,86.97282822853991,70.48718818850492,61.664956645019586,86.10172330963577,57.706695175275506
30.0,86.97282822853991,70.48718818850492,61.664956645019586,86.10172330963577,57.706695175275506
