generation,max,mean,q5,q95,min
0.0,39.470570912488576,-1.9018379503155884,-6.148468295917649,21.906249799193237,-7.382746449738914
1.0,39.470570912488576,1.547124575641177,-5.176149732573829,22.271545060118076,-5.176149732573829
2.0,57.368788218178636,9.91435864922227,-4.624972813284271,39.33387144181151,-4.624972813284271
3.0,75.47454706086822,19.50976030061624,4.009567413221264,40.02225590599772,4.009567413221264
4.0,75.47454706086822,26.952203536053858,21.76147440235002,48.42778544148376,21.579465000727716
5.0,85.7242577864131,29.688944980139787,21.906249799193237,56.535292445481105,21.906249799193237
6.0,85.7242577864131,33.36732348046162,21.906249799193237,57.345247190630054,21.906249799193237
7.0,85.7242577864131,37.215390431437456,21.91240366476761,66.22727361671143,21.906249799193237
8.0,85.7242577864131,41.494659385284585,30.41631607373737,66.22727361671143,30.34051778424038
9.0,85.7242577864131,43.74541914472233,30.58389959779558,66.22727361671143,30.575049982518596
10.0,85.7242577864131,47.63845296408422,30.92298548611004,66.82006212791985,30.758252984940356
11.0,86.15060701409176,50.00057890547319,39.37237888630936,75.26335904331631,39.3029065134946
12.0,86.15060701409176,51.697098823404815,39.474348253449236,75.26335904331631,39.44704041507838
13.0,86.15060701409176,53.487985271447855,39.5750499825186,75.26335904331631,39.5489615464343
14.0,87.21853908213778,57.47590536850296,48.244099808398566,84.28200365472546,48.19185751001956
15.0,87.21853908213778,59.14935672991134,48.32650520607367,85.63475072696828,48.3029065134946
16.0,87.21853908213778,60.1348657280518,48.412192676569845,85.63475072696828,48.375982493812664
17.0,87.21853908213778,62.8139864127879,48.61070047935671,85.63475072696828,48.55326262833369
18.0,87.21853908213778,64.79005541057305,56.76580847565231,85.74557524779703,55.81840805538812
19.0,87.21853908213778,66.24114483369975,57.2962175253438,86.15320401856394,57.241098226122716
20.0,87.21853908213778,67.51859579901885,57.34365975571433,86.21406423512111,57.31302464366018
21.0,87.21853908213778,68.97575682091339,57.42386186071169,86.21406423512111,57.40157804100161
22.0,87.21853908213778,70.5283483253788,57.57483020194495,86.21406423512111,57.51936107665801
23.0,87.21853908213778,72.44928731624655,66.03899466037673,86.45275120233957,57.652892469282534
24.0,87.21853908213778,73.87608651739049,66.13070308686622,86.76312513141971,66.10835578817422
25.0,88.16353644806851,74.78217976522065,66.17976892139112,86.83241224785917,66.13921377653413
26.0,88.16353644806851,76.01833929723679,66.21602120771841,86.83241224785917,66.20090734553948
27.0,88.16353644806851,77.74484108726986,66.37887969741026,86.85089345818454,66.33011907701948
28.0,88.16353644806851,78.9440286718019,66.45795822901452,86.85089345818454,66.42405089685369
29.0,88.16353644806851,81.95614926862915,75.08595935477291,86.99187184611762,74.01713724853106
30.0,88.16353644806851,83.26000580137888,75.22513885594319,86.99187184611762,75.19185751001956
