gen,best_default,mean_default,std_default,Q5_default,Q95_default,best_balanced,mean_balanced,std_balanced,Q5_balanced,Q95_balanced
0,75.28626719449063,15.455933220200649,28.333581498176,-5.746203190540153,66.03206565129952,39.282972298593776,6.472463270820433,15.441458284616338,-5.749392985908253,34.02950938372582
1,89.05669509194095,32.74947221610799,32.178715430257405,-5.715356324760908,75.2731522524128,66.49173230259895,16.44103499131738,18.680109961969464,-5.718645965631324,39.269900217026425
2,89.06669517527554,49.67050077205773,27.581010450989098,-2.70805020110221,87.30967673282854,66.50168263345212,26.19701253478179,17.02291751029785,-2.772588722239781,59.238246197731854
3,91.63402398497816,64.01736203275817,17.48953643270209,29.473133803934378,88.95808260041548,79.62936197187248,34.845587047517,13.241214566417348,13.6708408676749,66.16532138832781
4,91.63402398497816,73.14359561783095,10.07163125952012,57.93377381515018,89.05719509610768,79.62936197187248,41.661678981316825,12.0661191825204,29.92742537841164,66.4922298191416
5,91.63402398497816,79.30660081532416,8.918451024891802,66.03347011723903,89.06669517527554,79.62936197187248,48.58206344889726,12.716574730314298,34.030910272549,66.50168263345212
6,91.63402398497816,83.42913056212139,7.006231603681347,75.01593793308295,89.06669517527554,79.62936197187248,54.17240243242706,11.745003949672352,39.013422524135294,66.50168263345212
7,91.86936197187237,83.18592059747995,12.458005226675745,66.01103858311014,89.85738971162486,80.82472159231597,56.15496258723484,13.829577975053123,34.00853545289202,70.54448720509701
8,91.86936197187237,87.75691777150243,4.055125281083767,85.41890545843907,91.11385657424869,80.82472159231597,63.27805885822346,8.486005767871532,50.55422978404917,76.99715754032644
9,91.99669509194096,88.83100288744424,3.750447394150888,87.36198751965122,91.76944454818435,81.19173230259892,67.5918793973606,8.094234175336112,58.88814186652406,80.01643325637656
10,91.99669509194096,89.72066557165594,2.957671755186826,89.05079572905844,91.77182851510538,81.19173230259892,71.1078130744364,7.295915387260262,66.47384688671791,80.25912995289465
11,91.99669509194096,90.2650351964115,2.676455950996578,89.061682633452,91.86982926499329,81.19173230259892,73.46421859355728,6.769224311485944,66.49669509194108,80.82518671194909
12,91.99669509194096,91.32144470073348,0.6007522719309805,89.7709444690165,91.941682633452,81.19173230259892,77.96305863874497,3.002607761736267,70.06198044206604,80.91306660037311
13,92.05173230259882,90.36242589183377,9.645481656618587,91.03594312884248,91.99669509194096,81.48679402095834,77.9202915751302,9.983603806496973,76.61925817744394,81.19173230259892
14,92.061682633452,91.75288505556244,0.2139032803724727,91.3433271707342,91.9969444690165,81.49669509194105,80.11048758094964,1.0404961497703504,78.1384736418251,81.19198044206603
15,92.061682633452,91.77965781588604,0.2358824846781039,91.4512581774438,92.05198044206593,81.49669509194105,80.19960654367407,1.1494088297349483,78.71459507252779,81.48704093504037
16,92.061682633452,91.85679494004462,0.1415247638975711,91.62922981914149,92.061682633452,81.49669509194105,80.56471887951288,0.7075094480089407,79.38415551915936,81.49669509194105
17,92.061682633452,91.64949342553562,0.9408294820230226,91.2185695277948,92.061682633452,81.49669509194105,79.52941864903516,4.669385620158369,77.48582965419169,81.49669509194105
18,92.061682633452,91.45276696861798,3.4671703470628428,91.39450496080804,92.061682633452,81.49669509194105,79.77031347153357,5.1932214403918415,78.18955278079521,81.49669509194105
19,92.061682633452,91.73076746348814,0.434708156779352,91.27243325637644,92.05198044206593,81.49669509194105,79.93469144083001,2.154405995183601,77.55144695247398,81.48704093504037
20,92.06669517527554,91.60079342130496,1.776574061363513,91.57860719717311,92.0569444690165,81.50168263345209,79.70152676510207,5.030210692769932,79.09644695247397,81.49198044206602
21,92.06669517527554,91.51949691354494,3.446309074916252,91.58806953196154,92.061682633452,81.50168263345209,80.05538969344958,5.146656154466885,79.33132717073433,81.49669509194105
22,92.06669517527554,91.80296841311788,0.590452316958283,91.58153389349393,92.061682633452,81.50168263345209,80.25884802549976,2.9340672872430096,79.32215754032643,81.49669509194105
23,92.06669517527554,91.8125577026964,0.5945302062564791,91.58644454818436,92.06193326054316,81.50168263345209,80.29241998235288,2.952762560138728,79.33402398497829,81.4969444690166
24,92.06669517527554,91.89809452286372,0.1407112975092567,91.64644454818436,92.06669517527554,81.50168263345209,80.71154647222957,0.6951720977078374,79.62240691740197,81.50168263345209
25,92.06669517527554,90.96929644517688,9.41591067233074,91.64814186652396,92.06669517527554,81.50168263345209,79.96455438469378,8.341788561443503,79.64341372532813,81.50168263345209
26,92.06669517527554,91.78364290349953,0.5895069039562713,91.3801301361642,92.06669517527554,81.50168263345209,80.16752854657156,2.879935599741437,78.39150460746292,81.50168263345209
27,92.06669517527554,91.8092606640131,0.6368408559367807,91.56819509610769,92.06193326054316,81.50168263345209,80.27231867440273,3.166553096162034,79.0472298191416,81.4969444690166
28,92.06669517527554,91.92422842543186,0.1158988641961049,91.69860719717312,92.06669517527554,81.50168263345209,80.85049049352297,0.5519778066842905,79.93355886534516,81.50168263345209
29,92.11173230259882,91.94297021264215,0.110292915271425,91.75450496080803,92.06669517527554,81.78679402095834,80.94363161293211,0.5294122043901058,79.9895527807952,81.50168263345209
