gen,best_balanced,mean_balanced,std_balanced,best_default,mean_default,std_default
0,28.74041853593508,1.5780886017463012,7.67322439668331,56.74233241211736,7.024793135277121,13.844809810373368
1,56.78939992297535,8.930044883315738,10.342746604929037,86.39140997390336,19.92803108110771,16.979667118395227
2,58.78939992297535,14.29195951067379,12.42198523464022,86.79140997390337,28.94578357292231,19.027343038783712
3,58.81173587691741,19.241817477268736,14.457510931261336,86.8137913760995,37.19847884376502,21.53166054382172
4,58.81173587691741,27.84598666768328,17.69878564932254,86.8137913760995,50.04176182157449,24.845843039900853
5,62.79140997390337,32.082893392597505,17.163431699307157,87.59342407327507,57.00603994572148,23.70733995707369
6,63.86443510891826,39.10676324899498,16.08748203630064,87.86660195700335,66.91709521470408,20.227508120084085
7,63.86443510891826,42.02571722650884,15.046981443886288,87.86660195700335,70.73980823776034,17.56822101327885
8,63.86443510891826,42.05249944252635,15.3483345290642,87.86660195700335,70.75061120896544,18.221347415065544
9,68.95499468596398,44.74904559731053,14.689354272364405,88.95736716631762,73.99911216924791,17.223272141948755
10,68.95499468596398,46.258527967969,14.11486173038139,88.95736716631762,75.73256884424598,16.0057668223983
11,68.95499468596398,48.01803722676576,12.582674232145749,88.95736716631762,78.08407747738529,12.563576355178125
12,68.95499468596398,50.054773881392805,12.845464064731628,88.95736716631762,79.4568217753185,14.77528815188608
13,68.95499468596398,49.22732866169998,13.930421881855647,88.95736716631762,78.3414275772132,16.726366829141394
14,68.95499468596398,50.4297178596202,12.999228107872089,88.95736716631762,79.77578801005811,15.696075956714193
15,68.95499468596398,49.80934913769784,13.475893446290108,88.95736716631762,79.0914185636355,16.53529322211936
16,68.95499468596398,50.09794124529965,12.4730589557021,88.95736716631762,79.77997776710437,14.80572926409817
17,68.95499468596398,51.88441049630819,10.86412605089197,88.95736716631762,81.65443396035504,12.45331428725284
18,68.95499468596398,51.881091034393705,11.132002004993558,88.95736716631762,81.57110578001083,12.374345647027884
19,68.95499468596398,50.20053343976145,13.11829219279143,88.95736716631762,79.49060499551062,15.69407497850906
20,68.95499468596398,51.90919679060655,11.526327901158975,88.95736716631762,81.35125960023484,13.414425238499048
21,68.95499468596398,53.39380517671046,8.318048176379634,88.95736716631762,83.7158256768303,7.114642657899253
22,68.95499468596398,51.24187307873146,12.512561940219516,88.95736716631762,80.57994782618522,14.785919034761008
23,68.95499468596398,50.56011163908442,12.48681732922663,88.95736716631762,79.96217601694627,13.699823982194337
24,70.95499468596398,51.03162532313949,12.453633336453178,89.35736716631763,80.12966776355273,13.166868033976716
25,70.95499468596398,51.89325040835416,12.1135691629566,89.35736716631763,80.78329697441066,13.028280341796426
26,70.95499468596398,52.24623804193707,12.465170686280103,89.35736716631763,81.01629755760523,15.062269711657294
27,70.95499468596398,52.47113861570429,11.206021231461628,89.35736716631763,81.84915654593836,12.563542889089437
28,70.95499468596398,53.55811914881385,10.05287724156988,89.35736716631763,82.95215737477993,11.050377922751483
29,70.95499468596398,52.33655132196567,10.739718746179284,89.35736716631763,81.74657958312851,10.758371723938229
