gen,best_default,mean_default,std_default,Q5_default,Q95_default,best_balanced,mean_balanced,std_balanced,Q5_balanced,Q95_balanced
0,89.83873645484161,25.98029747802072,32.975496408447896,-5.4073954854798645,87.15399989261958,71.3548225555206,14.184685437703836,22.75545639189376,-5.411868769372509,59.07105438238992
1,91.53616819497442,49.616170536827504,32.64147408968377,3.676263615833446,89.6144692690745,79.53193985886502,30.6275256165373,25.25211852333361,-0.3285990729483427,70.21854075987567
2,91.53616819497442,70.59543776426011,26.270264028539767,20.851424980455924,89.82762521706657,79.53193985886502,46.71004025630548,22.025071475691064,8.849290735240828,71.34375446916162
3,91.53616819497442,84.1206964007731,11.83876227685078,56.975032573812825,89.84173645484161,79.53193985886502,58.27608618971252,12.366176311280066,28.972616176673345,71.3698225555206
4,91.53616819497442,86.41008290728381,10.320436006269388,84.34569575674631,90.22818612909828,79.53193985886502,61.5253142810927,10.92345571769377,46.42361566220462,73.31628538726785
5,91.53616819497442,88.74408420222191,1.339210650892289,87.08234767677737,91.12130016044009,79.53193985886502,66.41341404081027,6.117632435428247,58.519256484207794,77.29289447633606
6,91.53616819497442,88.45076065647909,4.712710999364021,87.079783012058,91.15751158475304,79.53193985886502,67.23118462765547,8.172506732162267,58.51669953613324,77.5571964898604
7,91.53616819497442,89.12296345868754,1.857488234703952,87.24649852647433,91.15751158475304,79.53193985886502,68.5129247884065,6.102543466096551,59.40345551325529,77.5571964898604
8,91.53616819497442,89.2613432216441,1.4150920276607672,87.23875445587396,91.10051247498416,79.53193985886502,68.74724596365246,6.4361367382834205,59.35970796098341,77.18810589314154
9,91.53616819497442,89.18976785132296,2.7158635549957846,86.9599282962952,90.98330016044008,79.53193985886502,69.133218881339,7.1039881888385565,58.16902753758917,76.60289447633608
10,91.53616819497442,89.32566298331936,2.702940804124942,86.9539282962952,91.47616819497442,79.53193985886502,69.74906139753685,7.154194137694944,58.13902753758918,79.23193985886502
11,91.55758228947823,88.11414606514984,7.668212747805957,83.86930993882132,91.53616819497442,79.55326262833383,67.83685059733648,11.214255585751042,46.04322784842016,79.53193985886502
12,91.55758228947823,89.51097017612545,2.4464724588816487,87.00446299138407,91.53616819497442,79.55326262833383,70.65995479099838,7.409045788621735,58.18941154782996,79.53193985886502
13,91.55758228947823,87.23428878399962,10.4441080716649,66.12279761940489,91.53616819497442,79.55326262833383,67.76013677599755,13.37843924829386,34.11999826022568,79.53193985886502
14,91.55758228947823,85.18065310061971,15.735680595453331,63.89694146323204,91.53723889969962,79.55326262833383,66.36494826989735,16.554503734571778,32.6951124061911,79.53300599733845
15,91.55758228947823,88.97786808538075,5.453129186152719,85.89568474806028,91.53723889969962,79.55326262833383,70.42767439451896,9.029928250718164,53.91346504275938,79.53300599733845
16,91.55758228947823,85.61499966858983,14.201716532110522,48.05558810086103,91.55758228947823,79.55326262833383,66.9673089830034,16.02685543199003,24.05296424257131,79.55326262833383
17,91.55758228947823,86.76102679671159,13.14884686676345,65.70602924497474,91.55758228947823,79.55326262833383,68.57563695145456,14.76585532810091,33.70418353428494,79.55326262833383
18,91.55758228947823,87.1438350332152,8.649171527100185,66.04623986524568,91.55758228947823,79.55326262833383,67.4265707487965,13.486867641318172,34.043647162052224,79.55326262833383
19,91.55758228947823,86.97192391825085,10.627003779285785,66.09034349946266,91.55758228947823,79.55326262833383,67.72102242370451,14.083272672438902,34.087624234418115,79.55326262833383
20,91.67758228947824,86.91206201545683,10.760726121970976,65.57899391524288,91.55758228947823,80.15326262833382,67.86439359402381,14.01048615624826,33.77644549072493,79.55326262833383
21,91.67758228947824,85.51573406642477,14.527093180570692,56.6251150737556,91.55758228947823,80.15326262833382,66.83522088265987,16.455511828739287,28.82244641586296,79.55326262833383
22,91.67758228947824,86.6806465180138,12.826162090581308,74.26324151006973,91.55758228947823,80.15326262833382,67.52257890296377,14.648485425348897,38.461376310685,79.55326262833383
23,91.67758228947824,85.36969225949048,12.903373557760638,47.69555119757802,91.47916819497442,80.15326262833382,65.55576210915001,15.91252641647987,23.693724713051985,79.24693985886502
24,91.67758228947824,85.83696192901127,12.109751862957031,48.09316188038919,91.40030016044008,80.15326262833382,65.52467016205473,14.930180806810585,24.09043499079652,78.68789447633606
25,91.98192069107684,88.2829012572915,5.9393000503281685,75.09835280431565,91.4802388996996,81.65758228947833,68.38168778288035,10.671800418117854,39.09562152301458,79.24800599733845
26,91.98192069107684,87.65931017350702,9.04408887778297,83.4246730373207,91.4802388996996,81.65758228947833,68.42045873790588,12.072063507719449,45.79857909644001,79.24800599733845
27,91.98192069107684,87.60305203250326,10.749062359740794,83.85098178182639,91.56358228947823,81.65758228947833,69.15366328768422,12.39446075674844,46.024935059147566,79.58326262833383
28,92.88679402095823,87.133283566979,11.59532766875216,66.04595991431685,91.56358228947823,85.68188000615586,68.47833752460106,13.811668417249257,34.04336766495913,79.58326262833383
29,92.88679402095823,87.2365858337775,10.859663192933478,66.05930518228621,91.69279920955816,85.68188000615586,68.88795977242361,13.890069749620842,34.05667842691524,80.22847861139104
