gen,best_balanced,mean_balanced,std_balanced,best_default,mean_default,std_default
0,24.531939858864867,-2.0951195137561225,5.947417609601442,48.53616819497439,0.510199334182258,10.817622146879897
1,29.27968822339259,1.7946436464052045,8.110027192379794,57.282972298593776,7.559763355843995,14.779724235525636
2,34.424050896853686,6.352731992315776,9.48822464484053,66.42784596782224,15.891317612051443,17.204597625311013
3,34.424050896853686,11.249430864738429,10.739076757540566,66.42784596782224,24.733563755050337,19.398945322368565
4,39.24742736117437,16.17156901491022,10.518990918527724,75.25060701409174,33.61550047921184,18.971533920043147
5,60.923536448068624,20.15889563594871,11.75789197744282,87.80772932632856,40.26038838973258,19.63024336689872
6,60.923536448068624,22.916180516081184,11.301544646450512,87.80772932632856,44.96641134854476,18.067432177573988
7,60.923536448068624,23.91203625710408,10.645183853436624,87.80772932632856,46.722320562486296,16.832844832087755
8,60.923536448068624,24.99945262723751,10.71184145053363,87.80772932632856,48.3985791708752,16.24601427573694
9,60.923536448068624,24.71527126104312,11.318336173998068,87.80772932632856,47.62321944323695,16.696470036308003
10,60.923536448068624,25.454838816372945,11.63857411076127,87.80772932632856,48.96275692371193,17.513408789950148
11,60.923536448068624,25.76066562647752,11.202613181750818,87.80772932632856,49.50860848145457,16.599324916973757
12,60.923536448068624,25.61365056809757,11.626005959219336,87.80772932632856,49.22069791510516,17.36775164624968
13,60.923536448068624,26.627141554782835,12.493662438461984,87.80772932632856,50.7166539838171,18.57802367784853
14,60.923536448068624,26.461805587013192,12.034903412057192,87.80772932632856,50.682490596981886,18.24798569463004
15,60.923536448068624,26.06894160433491,11.138366740320864,87.80772932632856,50.51198292488493,17.81867062637843
16,60.923536448068624,26.535881002568217,11.904104446726592,87.80772932632856,50.99808072982984,18.49682602826177
17,60.923536448068624,26.898906641178023,12.181761783684236,87.80772932632856,51.477152936750656,18.640653472663328
18,60.923536448068624,26.30420258234989,11.790663622334677,87.80772932632856,50.4024477147909,17.701636567590793
19,60.923536448068624,27.23800083328673,12.324523882308243,87.80772932632856,51.80513414559351,18.29057250531544
20,60.923536448068624,28.948573231688005,13.180214206169188,87.80772932632856,54.462080431158775,19.475575476006387
21,60.923536448068624,27.98667044725989,14.031116782208,87.80772932632856,52.34495813936266,20.2925441648524
22,60.923536448068624,26.92469264016679,14.473559037923264,87.80772932632856,50.72638609837886,21.7598145484667
23,60.923536448068624,28.05927915257622,12.999960815153392,87.80772932632856,53.09041304307467,19.520461404809616
24,60.923536448068624,26.76519218174301,13.8548146052807,87.80772932632856,51.00762878370015,21.77406496455048
25,60.923536448068624,27.410495294627097,12.981965252446132,87.80772932632856,52.17289908844132,20.040262694474684
26,60.923536448068624,26.87693139719704,12.322934497695938,87.80772932632856,51.41608086949549,18.94420805432305
27,60.923536448068624,27.28179911813418,12.679921430258398,87.80772932632856,51.9672921476197,19.21244692041572
28,60.923536448068624,28.328093002714336,12.696775990913284,87.80772932632856,53.54563975834692,18.71041211069472
29,60.923536448068624,27.310410906600996,12.7956173313678,87.80772932632856,51.75603706798987,18.865714886737223
