gen,best_default,mean_default,std_default
0,47.95262782095372,9.24313496067206,11.646276284276292
1,47.95262782095372,21.104156081922778,6.418746564952589
2,47.95262782095372,24.50193148712408,5.402737651968171
3,57.08649699436173,27.76488308513613,7.714134435042363
4,57.08649699436173,32.86138068685379,7.695881032904591
5,57.08649699436173,36.28765176833116,8.380777947807038
6,57.08649699436173,41.49107367512241,8.401057138375643
7,57.08649699436173,46.005809560106265,6.746075390927876
8,57.08649699436173,49.11006109946593,5.97155143401854
9,65.77346333071253,51.22131428852137,4.42161650094342
10,65.77346333071253,51.95151027703203,4.568268626293387
11,65.77346333071253,52.844219727431806,4.587994989715386
12,65.77346333071253,53.46743097413473,4.503522175070127
13,65.77346333071253,54.54149946132497,4.150540915716537
14,65.77346333071253,55.60852481416406,3.4565357666982925
15,65.77346333071253,56.67037946894117,2.118791893324623
16,65.77346333071253,57.121238987617744,0.8724552686014745
17,65.77346333071253,57.148335708753685,0.8676836422447164
18,65.77346333071253,57.15886685855728,0.8659696010139994
19,65.77940982990026,57.250445631380174,1.2180580825343517
20,65.77940982990026,57.25515282240845,1.2173530569279745
21,85.29305686041465,57.53949891038732,3.0432300837302244
22,85.29305686041465,57.62724981468045,3.150816165531403
23,87.49829930534797,58.22736948837312,5.185634974891933
24,87.7989942592783,59.36841044391427,7.456254783276107
25,87.7989942592783,60.26325878617114,8.322852970781511
26,87.7989942592783,63.22901682710802,10.822367884000716
27,88.52040081415565,66.25963759143326,12.365235137039187
28,88.8077296238583,72.40620767446053,12.800097813489955
29,88.8077296238583,80.63349792449549,8.336679116263246
