,generation,pfit,run
0,0,-5.2832037287379885,1
1,0,-6.148468295917649,1
2,0,4.009567413221264,1
3,0,-6.186208623900494,1
4,0,-5.5093883366279774,1
5,0,-5.480638923341991,1
6,0,-5.262690188904886,1
7,0,-5.159055299214529,1
8,0,-6.013715156042802,1
9,0,-4.624972813284271,1
10,0,-5.652489180268651,1
11,0,-5.176149732573829,1
12,0,-4.919980925828125,1
13,0,-6.298949246855944,1
14,0,-5.808142489980444,1
15,0,-5.003946305945459,1
16,0,-4.762173934797756,1
17,0,3.15645558296864,1
18,0,12.197881624622937,1
19,0,-5.726847747587197,1
20,0,-6.327936783729196,1
21,0,-5.159055299214529,1
22,0,3.3759824938126615,1
23,0,-5.517452896464707,1
24,0,3.15645558296864,1
25,0,3.9310957977797685,1
26,0,-4.820281565605037,1
27,0,3.5446788846422983,1
28,0,4.023266257579426,1
29,0,-5.480638923341991,1
30,0,-5.5093883366279774,1
31,0,-6.186208623900494,1
32,0,4.009567413221264,1
33,0,-6.113682179832232,1
34,0,-6.148468295917649,1
35,0,-5.501258210544727,1
36,0,-5.313205979041787,1
37,0,-4.820281565605037,1
38,0,-5.5093883366279774,1
39,0,12.427845967822236,1
40,0,-4.624972813284271,1
41,0,-4.718498871295094,1
42,0,-5.351858133476067,1
43,0,-5.480638923341991,1
44,0,-5.480638923341991,1
45,0,-5.8522024797744745,1
46,0,-4.859812404361672,1
47,0,3.2764148980476193,1
48,0,3.506938556659451,1
49,0,-6.146329257668899,1
50,0,-5.786897381366708,1
51,0,21.32324619773172,1
52,0,-5.176149732573829,1
53,0,21.557582289478205,1
54,0,3.1535612249422744,1
55,0,-5.3706380281276624,1
56,0,-4.624972813284271,1
57,0,3.2764148980476193,1
58,0,-5.8805329864007,1
59,0,-4.59511985013459,1
60,0,-4.820281565605037,1
61,0,-5.198497031265826,1
62,0,-4.624972813284271,1
63,0,-5.3706380281276624,1
64,0,12.852505523186544,1
65,0,-6.148468295917649,1
66,0,-4.624972813284271,1
67,0,-6.480044561926653,1
68,0,-5.69035945432406,1
69,0,-5.159055299214529,1
70,0,30.3062678611973,1
71,0,-5.627621113690637,1
72,0,-5.117993812416755,1
73,0,-5.3612921657094255,1
74,0,12.3062678611973,1
75,0,2.690081721773483,1
76,0,-4.624972813284271,1
77,0,-4.727387818712341,1
78,0,4.009567413221264,1
79,0,-5.480638923341991,1
80,0,-4.820281565605037,1
81,0,-5.455321115357702,1
82,0,-4.624972813284271,1
83,0,-5.564520407322694,1
84,0,11.734698787262289,1
85,0,3.1535612249422744,1
86,0,-5.1647859739235145,1
87,0,-5.176149732573829,1
88,0,21.49466846406763,1
89,0,-4.820281565605037,1
90,0,-4.962844630259907,1
91,0,-5.37989735354046,1
92,0,-5.176149732573829,1
93,0,-4.718498871295094,1
94,0,-5.351858133476067,1
95,0,-5.683579767338681,1
96,0,-5.6131281063880705,1
97,0,-4.820281565605037,1
98,0,-4.8283137373023015,1
99,0,-5.3706380281276624,1
100,1,30.56627799644576,1
101,1,30.3062678611973,1
102,1,30.07574420258547,1
103,1,29.855814365874355,1
104,1,21.906249799193237,1
105,1,21.906249799193237,1
106,1,21.89405452609942,1
107,1,21.557582289478205,1
108,1,21.49466846406763,1
109,1,21.48657125383501,1
110,1,21.32324619773172,1
111,1,12.943754194651692,1
112,1,12.852505523186544,1
113,1,12.76355803717005,1
114,1,12.59732261812772,1
115,1,12.47853908213775,1
116,1,12.427845967822236,1
117,1,12.409013019489144,1
118,1,12.3062678611973,1
119,1,12.197881624622937,1
120,1,12.139213776534135,1
121,1,11.734698787262289,1
122,1,4.272612181287659,1
123,1,4.023266257579426,1
124,1,4.009567413221264,1
125,1,4.009567413221264,1
126,1,4.009567413221264,1
127,1,4.009567413221264,1
128,1,4.009567413221264,1
129,1,4.009567413221264,1
130,1,4.009567413221264,1
131,1,4.009567413221264,1
132,1,4.009567413221264,1
133,1,3.937404966973032,1
134,1,3.9310957977797685,1
135,1,3.6769900208615915,1
136,1,3.6481418665239334,1
137,1,3.5575822894782068,1
138,1,3.553262628333689,1
139,1,3.5446788846422983,1
140,1,3.5446788846422983,1
141,1,3.5361681949743886,1
142,1,3.506938556659451,1
143,1,3.3759824938126615,1
144,1,3.3440081891801476,1
145,1,3.2764148980476193,1
146,1,3.2764148980476193,1
147,1,3.2764148980476193,1
148,1,3.2161748176702627,1
149,1,3.15645558296864,1
150,1,3.15645558296864,1
151,1,3.15645558296864,1
152,1,3.15645558296864,1
153,1,3.15645558296864,1
154,1,3.15645558296864,1
155,1,3.1535612249422744,1
156,1,3.1535612249422744,1
157,1,2.857962594412644,1
158,1,2.828299402589085,1
159,1,2.690081721773483,1
160,1,-4.59511985013459,1
161,1,-4.59511985013459,1
162,1,-4.624972813284271,1
163,1,-4.624972813284271,1
164,1,-4.624972813284271,1
165,1,-4.624972813284271,1
166,1,-4.624972813284271,1
167,1,-4.624972813284271,1
168,1,-4.624972813284271,1
169,1,-4.624972813284271,1
170,1,-4.624972813284271,1
171,1,-4.624972813284271,1
172,1,-4.624972813284271,1
173,1,-4.624972813284271,1
174,1,-4.624972813284271,1
175,1,-4.624972813284271,1
176,1,-4.624972813284271,1
177,1,-4.624972813284271,1
178,1,-4.624972813284271,1
179,1,-4.624972813284271,1
180,1,-4.624972813284271,1
181,1,-4.624972813284271,1
182,1,-4.624972813284271,1
183,1,-4.718498871295094,1
184,1,-4.718498871295094,1
185,1,-4.727387818712341,1
186,1,-4.762173934797756,1
187,1,-4.787491742782046,1
188,1,-4.787491742782046,1
189,1,-4.820281565605037,1
190,1,-4.820281565605037,1
191,1,-4.820281565605037,1
192,1,-4.820281565605037,1
193,1,-4.820281565605037,1
194,1,-4.820281565605037,1
195,1,-4.820281565605037,1
196,1,-4.820281565605037,1
197,1,-4.820281565605037,1
198,1,-4.820281565605037,1
199,1,-4.820281565605037,1
200,2,39.570654371045556,1
201,2,30.752975927839515,1
202,2,30.56627799644576,1
203,2,30.506938556659453,1
204,2,30.470570912488576,1
205,2,30.435479592677307,1
206,2,30.3062678611973,1
207,2,30.127882210524582,1
208,2,30.07574420258547,1
209,2,29.855814365874355,1
210,2,21.906249799193237,1
211,2,21.906249799193237,1
212,2,21.906249799193237,1
213,2,21.906249799193237,1
214,2,21.906249799193237,1
215,2,21.89405452609942,1
216,2,21.557582289478205,1
217,2,21.49466846406763,1
218,2,21.48657125383501,1
219,2,21.34051778424038,1
220,2,21.32324619773172,1
221,2,21.09191706183107,1
222,2,21.04416263053517,1
223,2,13.009567413221264,1
224,2,12.943754194651692,1
225,2,12.906249799193237,1
226,2,12.852505523186544,1
227,2,12.76355803717005,1
228,2,12.696695091940924,1
229,2,12.59732261812772,1
230,2,12.58835394814496,1
231,2,12.490611663372022,1
232,2,12.47853908213775,1
233,2,12.427845967822236,1
234,2,12.409013019489144,1
235,2,12.372378886309363,1
236,2,12.34751081973135,1
237,2,12.33011907701948,1
238,2,12.3062678611973,1
239,2,12.197881624622937,1
240,2,12.139213776534135,1
241,2,11.819983346347428,1
242,2,11.815851109062514,1
243,2,11.734698787262289,1
244,2,11.690081721773485,1
245,2,4.272612181287659,1
246,2,4.023266257579426,1
247,2,4.016393378291664,1
248,2,4.009567413221264,1
249,2,4.009567413221264,1
250,2,4.009567413221264,1
251,2,4.009567413221264,1
252,2,4.009567413221264,1
253,2,4.009567413221264,1
254,2,4.009567413221264,1
255,2,4.009567413221264,1
256,2,4.009567413221264,1
257,2,4.009567413221264,1
258,2,4.009567413221264,1
259,2,4.009567413221264,1
260,2,4.009567413221264,1
261,2,4.009567413221264,1
262,2,4.009567413221264,1
263,2,4.009567413221264,1
264,2,4.009567413221264,1
265,2,4.009567413221264,1
266,2,4.009567413221264,1
267,2,4.009567413221264,1
268,2,4.009567413221264,1
269,2,4.009567413221264,1
270,2,4.009567413221264,1
271,2,3.9827201631850757,1
272,2,3.937404966973032,1
273,2,3.9310957977797685,1
274,2,3.8295160049618477,1
275,2,3.823850267426171,1
276,2,3.6769900208615915,1
277,2,3.6481418665239334,1
278,2,3.610928270183498,1
279,2,3.5575822894782068,1
280,2,3.553262628333689,1
281,2,3.5446788846422983,1
282,2,3.5446788846422983,1
283,2,3.5361681949743886,1
284,2,3.506938556659451,1
285,2,3.506938556659451,1
286,2,3.4946684640676375,1
287,2,3.4906116633720226,1
288,2,3.4316554962389034,1
289,2,3.3759824938126615,1
290,2,3.3616453306662546,1
291,2,3.3440081891801476,1
292,2,3.2764148980476193,1
293,2,3.2764148980476193,1
294,2,3.2764148980476193,1
295,2,3.2161748176702627,1
296,2,3.2161748176702627,1
297,2,3.1651892629373943,1
298,2,3.15645558296864,1
299,2,3.15645558296864,1
300,3,86.33959913428288,1
301,3,65.8137913760995,1
302,3,57.22855887686998,1
303,3,57.18288884003678,1
304,3,48.66728120673463,1
305,3,48.45482255552044,1
306,3,47.36012416617345,1
307,3,39.570654371045556,1
308,3,39.22544845445559,1
309,3,30.752975927839515,1
310,3,30.686794020958214,1
311,3,30.60183729848225,1
312,3,30.59732261812772,1
313,3,30.56627799644576,1
314,3,30.506938556659453,1
315,3,30.470570912488576,1
316,3,30.435479592677307,1
317,3,30.3062678611973,1
318,3,30.127882210524582,1
319,3,30.07574420258547,1
320,3,29.855814365874355,1
321,3,29.719604161039804,1
322,3,22.009567413221262,1
323,3,22.009567413221262,1
324,3,21.956574883080755,1
325,3,21.906249799193237,1
326,3,21.906249799193237,1
327,3,21.906249799193237,1
328,3,21.906249799193237,1
329,3,21.906249799193237,1
330,3,21.906249799193237,1
331,3,21.906249799193237,1
332,3,21.906249799193237,1
333,3,21.906249799193237,1
334,3,21.906249799193237,1
335,3,21.906249799193237,1
336,3,21.906249799193237,1
337,3,21.906249799193237,1
338,3,21.89405452609942,1
339,3,21.557582289478205,1
340,3,21.527729326328526,1
341,3,21.49466846406763,1
342,3,21.48657125383501,1
343,3,21.458736454841574,1
344,3,21.34051778424038,1
345,3,21.330119077019482,1
346,3,21.32324619773172,1
347,3,21.09191706183107,1
348,3,21.04416263053517,1
349,3,21.00853545289202,1
350,3,20.860115447773744,1
351,3,20.661405921796817,1
352,3,13.009567413221264,1
353,3,12.943754194651692,1
354,3,12.912403664767616,1
355,3,12.906249799193237,1
356,3,12.906249799193237,1
357,3,12.864201562949738,1
