gen,best_default,mean_default,std_default,Q5_default,Q95_default,best_balanced,mean_balanced,std_balanced,Q5_balanced,Q95_balanced
0,92.39486503108353,35.38268498140826,40.92598198734739,-1.4677552789821044,92.1610920588239,85.19185751001964,40.24319381334714,24.28910146799636,-1.1885601068056806,83.36154275249028
1,92.39486503108353,73.69351012801415,30.27825790730823,2.7022447210178675,92.39486503108353,85.19185751001964,60.69628189053356,21.657198950199263,13.658295098938432,85.19185751001964
2,92.39486503108353,82.73237517356424,20.68151194128029,28.78327395586721,92.39486503108353,85.19185751001964,66.76060446794736,18.074206300477407,33.181035942743016,85.19185751001964
3,92.39486503108353,87.81749230688429,11.205761455153628,66.00063853412186,92.39486503108353,85.19185751001964,72.3528089555605,13.583702521381996,44.94654255297524,85.19185751001964
4,92.77946500072773,90.37780828996284,3.9695662282309576,86.49391326139892,92.39486503108353,85.57504998251868,76.45535547882695,11.025563019098366,59.75681826282965,85.19185751001964
5,93.1317323025988,89.83610166448803,9.36624356956586,86.49391326139892,92.39486503108353,86.88679402095829,77.84569901394093,10.698636068212732,59.75681826282965,85.19185751001964
6,93.79402398497815,90.28860913171884,9.366107474545776,87.66324619773175,92.39486503108353,90.42936197187238,80.10301667816549,9.573626993452928,61.01982739098306,85.19185751001964
7,93.79402398497815,90.03939672462646,10.59397077674875,87.66324619773175,92.39486503108353,90.42936197187238,81.40191015582619,8.899331892227389,61.01982739098306,85.19185751001964
8,93.79402398497815,90.88646197185386,8.642257207777842,90.53412915763188,92.39486503108353,90.42936197187238,82.84019343109173,7.413495503075236,75.00237820553983,85.19185751001964
9,93.79402398497815,92.28895608519004,0.665365723285256,90.86901301948916,92.45823692487768,90.42936197187238,84.49540265006335,3.3761159523364044,76.70528862039833,85.29197453120386
10,93.85402398497816,92.41340115021306,0.424928774365557,92.18901301948917,93.05211906146236,90.72936197187238,85.11183830604361,1.9747324541630789,83.30528862039827,87.36013933314746
11,93.85402398497816,92.38976881308054,0.4526893682228255,91.92582288835624,92.78541797558285,90.72936197187238,84.96578391493058,2.176556489706757,81.9981064559117,86.4097991437488
12,93.85402398497816,92.31520431132392,0.5243315783908188,91.89501301948916,92.43798043300164,90.72936197187238,84.6176424241072,2.590124130206378,81.83528862039829,85.19185751001964
13,93.85402398497816,91.63437465265228,7.325397413493538,92.30601301948916,92.55464649307206,90.72936197187238,84.51607959151859,4.718028318698872,83.89028862039827,85.19185751001964
14,93.85402398497816,92.31461109347008,0.5492597165680885,91.63430591653486,92.5664825955415,90.72936197187238,84.66028613299062,2.660102040305236,80.60263270779,85.20034690105197
15,93.85402398497816,92.3165834645603,0.4930007786693809,91.83275134159976,92.5533742943613,90.72936197187238,84.67426638459145,2.45086684772183,81.50901301948926,85.20034690105197
16,93.85402398497816,92.35638624850708,0.4137283002348164,91.82755373806386,92.8572017390035,90.72936197187238,84.81481821035604,1.974176570859427,81.50901301948926,86.69238358230987
17,93.85402398497816,91.07285132864192,9.049177846053002,91.62376967999272,92.8686011709067,90.72936197187238,84.01685953735458,5.379082673610737,80.09967389535993,87.33340895381826
18,93.85402398497816,91.59896440474508,6.673999720657123,91.30886374822416,92.62859580180356,90.72936197187238,83.83577907400795,6.0450900112734,79.53366433473806,85.58757802757852
19,93.85402398497816,91.05384074440563,9.554415477620624,89.84370834825611,93.61679088432284,90.72936197187238,83.54024288080092,7.472663279066645,73.93421672065334,89.36179523004121
20,93.85402398497816,92.11351621536603,1.7031956387938385,90.7893964909336,93.61402398497816,90.72936197187238,84.46955589852236,3.677095948295588,77.31840589007055,89.52936197187239
21,93.85402398497816,91.17290005423396,9.158440945195908,89.95575646303186,93.14565437104558,90.72936197187238,83.7753402341725,6.387889972209721,73.99124522068492,87.44127799644582
22,93.85402398497816,92.25323234420824,1.1867546114019607,91.82204306395708,92.58164649307204,90.72936197187238,84.74448093135751,2.375429172877449,81.50901301948926,85.29160433556657
23,93.85402398497816,92.34560496426457,0.4316753606799164,91.83275134159976,92.53175921957327,90.72936197187238,84.75843099243208,2.090948346874041,81.50901301948926,85.19185751001964
24,93.85402398497816,90.36476567171194,13.219374364872124,90.77441996593066,92.5875818731134,90.72936197187238,83.39445532075993,9.566539678812315,76.61103102409798,85.31850071413444
25,93.97669509194093,90.48751442753968,13.07990055452289,91.82204306395708,93.45203430174033,91.09173230259884,84.02361052038187,8.843280934974167,81.50901301948926,88.9356128930155
26,93.97669509194093,92.32590873848714,1.012700288416699,91.83275134159976,93.20367840602114,91.09173230259884,84.63547491195934,4.546638808228805,81.50901301948926,88.1701692457357
27,93.97669509194093,91.31977191635242,9.100006517323711,90.83816562132972,92.94913699831176,91.09173230259884,83.69338952747206,6.97839142509037,78.45901665824233,87.23413091706371
28,93.97669509194093,90.57984334478002,10.40115874426403,90.25113454230728,92.98064649307206,91.09173230259884,83.28151697218372,9.376554832547733,78.38401665824234,87.18790497088483
29,93.97669509194093,89.89801098362287,14.068477040176756,90.25113454230728,93.13370826762323,91.09173230259883,83.07568421036864,10.99711223686641,78.49003119753417,87.40122461646507
