gen,best_default,mean_default,std_default
0,74.17237076549715,3.478338374375218,14.259253382888318
1,74.17237076549715,13.961243064691734,16.804278088663295
2,87.11727049306815,22.03996402359521,18.825875577526592
3,87.11727049306815,31.08764974114289,21.07418942919412
4,87.7243600099257,35.72784251611422,22.625148058503328
5,87.7243600099257,39.26169714875648,23.51670407518036
6,87.7243600099257,40.89408615278816,24.053621515660108
7,87.7243600099257,45.38276109601735,24.40366663364342
8,87.7243600099257,49.92411075833475,24.70096791794276
9,87.7243600099257,52.881690453690815,25.44943166655161
10,87.7243600099257,57.945475535526604,24.079594690309023
11,87.7243600099257,57.562851510582725,24.4347295779494
12,87.7243600099257,57.70599352329269,23.200804708253862
13,87.7243600099257,57.6338937814928,22.025764252334543
14,87.7243600099257,58.375841930149015,23.5436425088893
15,87.7243600099257,59.24897806936124,23.43273896498433
16,87.94340522647904,59.52056901993543,24.631124017491963
17,87.94340522647904,59.035776528778506,22.707761110770008
18,88.23857429920939,60.9368289882178,22.991218169602767
19,88.23857429920939,60.77025748950925,23.570329983236803
20,88.23857429920939,61.30024191036128,24.620656258931817
21,88.23857429920939,62.72194226272939,23.18501509366776
22,88.23857429920939,67.01812433182135,23.251766852584016
23,88.23857429920939,63.037531632764185,24.36249049965972
24,88.23857429920939,62.97390584645901,24.889821710847382
25,88.23857429920939,65.89845054702069,22.791180733565724
26,88.71857429920938,66.18602258473865,24.80331491200698
27,88.71857429920938,65.04584619258256,25.418359368124943
28,89.19857429920938,67.30753972765596,22.98763102544244
29,89.19857429920938,65.23420240106444,23.237261977544016
