gen,best_default,mean_default,std_default
0,89.72341372532802,29.100147572143328,33.447421137863934
1,89.78835394814499,49.45084657497517,31.40439805078172
2,89.90341372532802,66.32097711654468,22.126535927762813
3,90.50341372532802,74.81814079579455,16.163193978111405
4,90.50814186652396,79.85149509959504,10.971226341328576
5,90.50814186652396,84.3677924350387,6.218923168979842
6,90.50814186652396,86.36314671431323,7.415214965700313
7,93.8127463148428,87.49188018691349,7.47022365252127
8,93.8127463148428,88.47216672806752,5.394575096075727
9,93.8127463148428,88.68588399818864,3.8590880068709135
10,94.06001907417188,88.18361058873656,6.7988577335461
11,94.06001907417188,86.24329923460827,12.069635679925751
12,94.06001907417188,86.16858506314986,14.002766413535356
13,94.57971843439496,87.99986767482063,10.22238758021959
14,94.57971843439496,87.34655597627163,10.766925579176151
15,94.57971843439496,88.08891693775648,6.812671391526742
16,94.57971843439496,87.02809269475055,11.499311671624758
17,94.57971843439496,87.1540883734085,10.715681940733273
18,94.57971843439496,85.94529096437334,12.123552061788232
19,94.63971843439496,84.83267843209246,13.537228864500545
20,94.63971843439496,86.41849440453466,10.689210069147398
21,94.63971843439496,86.07076092981775,13.104912307536148
22,94.63971843439496,88.51419662824873,6.476548640086817
23,94.63971843439496,88.27519878112258,9.829491464215543
24,94.63971843439496,86.08605907800231,15.128965273473456
25,94.63971843439496,85.80943575025987,13.03266432212565
26,94.63971843439496,86.51404645680127,12.49149512972607
27,94.63971843439496,87.3791252612541,11.548020289480483
28,94.63971843439496,87.86142191075156,11.339264132059888
29,94.63971843439496,88.12028109177871,10.900810759331632
