gen,best,mean,std
0,20.685293864307276,0.7072234934369171,6.0858875336560345
1,20.726954592773417,8.82075062661283,6.782028582105977
2,26.654514099251593,18.288430027232312,2.085381314131842
3,21.698775495184943,19.14082577406545,0.9284810396792056
4,24.343086759138053,19.420446887126527,1.294423837689071
5,37.38932246373516,19.924114165301972,2.6118108046473987
6,43.716362595220005,21.23629371563191,4.318750867296709
7,46.55999199725215,22.133984143590418,5.610754285200403
8,72.0197363100513,25.57072959886076,7.48475631078603
9,60.01790537536444,29.129608439944572,9.06709164321611
10,63.754897642090825,32.16501683593729,9.725444062553285
11,66.35055980413793,32.80312807945878,10.091690045783828
12,67.99075856222184,33.51829564035143,8.957217369736288
13,68.53191425468152,33.704664710183245,8.444636704510165
14,68.83553885292625,37.41542992563594,10.1320752491234
15,80.47583020429765,38.75211304246819,10.030980407787531
16,62.26427145851083,43.50932438289071,8.20248414840856
17,70.47990846309752,42.31824596083547,10.751162276650687
18,71.43255862242351,42.64617686919743,10.0033313905112
19,78.44647924982118,46.70578956575123,9.53535420498404
20,78.9129471345309,45.417607089968634,11.211302582598664
21,77.4707738676822,47.06763163201417,10.360201757486642
22,71.01335533011243,46.02216582802203,10.11294437102964
23,78.94647924982118,48.31619055956302,8.227758814084707
24,70.40621623269564,47.53745116336728,9.058661825152354
25,78.27233608225691,48.30930190728269,9.027880611431412
26,78.50362149731491,50.57771199695265,10.50812666442124
27,78.50692572194818,50.03105111591568,9.625767906260512
28,79.9773550567093,52.91231806776634,10.506106750238194
29,84.91763026449931,49.47187322140056,12.73810884197312
30,80.94092438257687,48.08319092931699,11.515497904661093
31,76.93562155508441,50.42420736965401,10.512477282496931
32,85.47508337091307,51.14264630054886,10.397654849542436
33,81.07021671620546,50.58994226524379,10.39159405208566
34,79.45612162651801,50.3956264172038,12.736733084740823
35,82.91662976471584,53.76591538643289,11.142745286017613
36,81.02704499112234,52.42853575086251,10.416978217216451
37,95.00679273234158,53.65641641903779,11.358498513418144
38,86.92193259220828,49.041461599928006,12.336399908101356
39,81.00075074449475,51.87075484767663,11.143895973526682
40,81.07021671620546,51.16101303930238,10.577019394445486
41,80.47583020429764,52.18033324245803,9.918754852508869
42,87.03065907332298,53.98781423978147,12.353288013152412
43,86.34598580596426,52.42366759674725,12.40021504911308
44,84.0176914274792,52.33744889721152,10.786130533488722
45,86.41701056697528,54.296323978662414,10.244339427687004
46,78.4129471345309,52.66185683121452,11.640965987056996
47,86.99136393602637,51.431330647861216,11.101315147918
48,82.9496304344015,54.78651934569366,11.237250109751002
49,88.93787651269557,53.46978020929986,10.864071218660593
50,86.9621711305566,55.629509730124326,11.048202250966307
51,82.91662976471582,57.5836123507426,9.359659899872916
52,80.46892790810145,58.259500470134135,10.111300135525816
53,86.86966072630128,54.47541905973899,10.251528872127196
54,81.00692572194819,54.28544209927011,10.76822554636109
55,78.9079237128912,53.85676342267635,11.145119984224866
56,81.13450570140576,56.09597816224054,10.798277199937546
57,82.78683850965277,52.67251872984136,13.115741995928618
58,81.38865251666985,54.609800331303475,10.517118305500803
59,83.36637008812268,53.4401552175064,11.79421634455632
60,85.47361103806989,54.55812697153533,10.44766839095682
61,80.4773550567093,59.09714726576569,7.753884677181517
62,87.0804871689201,58.42632228847632,9.716387683168458
63,87.51707847088554,57.38077679720236,10.67251089243257
64,85.86966072630126,55.940227417793466,10.938068105652928
65,80.43600235734385,57.30808448092745,10.382719300862345
66,82.95664456134519,56.44985205960968,8.956902807362804
67,87.45493326189394,56.72705607293987,11.295715859264062
68,85.47361103806989,53.88725313589908,12.112388341699765
69,83.02245895104093,57.67400860326472,8.605654179889616
70,80.43600235734387,57.61275706213255,9.955694396050166
