gen,best_balanced,mean_balanced,std_balanced,best_default,mean_default,std_default
0,23.96931473973873,-3.1492094030350724,6.277569514861295,47.9717214797693,-1.0659119112105655,11.3503746785334
1,28.88853266049732,2.27068984885927,9.461979655876355,56.89075241723563,8.674140096340098,17.153796286245615
2,28.88853266049732,10.281508894965263,10.130706946894652,56.89075241723563,23.164655720651243,18.39589337619073
3,29.142066845516545,16.68618540869448,9.041932470306874,57.14492807779757,34.76896831626619,16.405141860238114
4,29.142066845516545,18.720229374174043,8.208332542837345,57.14492807779757,38.48280930620809,14.87239295348115
5,29.142066845516545,21.36361580278403,6.136632992541768,57.14492807779757,43.28604609445537,11.114837948120888
6,29.142066845516545,23.02063171302025,4.941522187991476,57.14492807779757,46.30296318932029,8.955162704492631
7,34.026190388130736,23.42769061375333,4.510097674059923,66.02873816020954,47.030029231569934,8.152875540301034
8,34.026190388130736,23.525659898333405,4.123444918581904,66.02873816020954,47.20799279978901,7.45326061536983
9,34.026190388130736,23.468771627474663,4.835252379516628,66.02873816020954,47.11108907222434,8.715997327891627
10,40.09124522068478,23.652175240989617,4.908643813508612,58.49224472101787,47.062487678863775,7.93217912426507
11,40.09124522068478,23.76959764385344,4.574003265854488,58.49224472101787,47.08390739932016,6.729590319849473
12,40.09124522068478,24.51212550566237,4.767331942058164,58.49224472101787,47.85039244124248,6.636398587926652
13,40.09124522068478,23.99975413883257,4.859294115333757,58.49224472101787,46.70602248331287,7.306222427737238
14,40.09124522068478,23.62639809850149,5.899872136752047,58.49224472101787,45.87658529330548,10.003004475389666
15,45.09124522068478,24.438022843598475,4.591424638595573,67.49224472101787,47.736240464355305,7.28212279093095
16,69.24772962385826,25.180201182163128,7.782817770059041,88.44889853106324,48.45443978925449,9.192851985660347
17,69.24772962385826,26.68220525836905,11.42946298829632,88.44889853106324,49.70843911100988,12.251479837654282
18,69.24772962385826,26.993289925825884,11.63838807591505,88.44889853106324,49.49945888174138,12.581240057412176
19,69.24772962385826,28.27395948972192,12.521946816322624,88.44889853106324,50.764068658793455,13.091465763013296
20,69.24772962385826,27.442712161352105,12.349253736670828,88.44889853106324,49.22078426459926,14.32135778057468
21,69.24772962385826,28.922716059329385,13.243823087657184,88.44889853106324,50.94075621532863,14.067030647894066
22,69.24772962385826,29.75263412124151,15.718894676175792,88.44889853106324,51.29857569377974,17.51752274878799
23,69.24772962385826,30.039893323718555,14.684952209681471,88.44889853106324,52.14580646663229,16.19881998945326
24,69.24772962385826,33.038986357166735,15.848675288475128,88.44889853106324,54.6967956927233,16.734737355907175
25,69.24772962385826,35.02109643378856,17.974938843441308,88.44889853106324,56.12672428923335,19.59970902571842
26,69.24772962385826,35.1110293056301,19.56411754439397,88.44889853106324,54.768630535259774,21.99590149609915
27,69.24772962385826,37.14441425550503,20.400590841625988,88.44889853106324,57.217937751992174,23.144944431372032
28,69.24772962385826,37.85717887473041,20.16462099174303,88.44889853106324,58.122615946141394,22.591336889248755
29,69.24772962385826,37.34494464455092,21.46423305135655,88.44889853106324,57.73044826484972,24.149455547531307
