gen,best,mean,std
0,66.49173230259895,34.17689359204083,7.536931752841513
1,73.94341372532816,44.92039256466812,11.809942959178514
2,73.94341372532816,55.96280158473921,10.958903045321028
3,73.94341372532816,64.2180541331001,3.6550832899344217
4,73.94341372532816,66.65574301493024,1.0577242855619329
5,73.94341372532816,66.80107279605487,0.9667862689762414
6,73.94341372532816,67.04779276435673,1.2536672080759006
7,73.94341372532816,67.3289826038681,1.2245117158668444
8,73.94341372532816,67.59207414260163,1.247777988862348
9,73.94341372532816,67.77932204613705,1.1682748592574337
10,73.94341372532816,67.94289037992937,1.123274789625473
11,73.94341372532816,68.09947382147652,1.2055431285187994
12,76.93870783429074,68.24398830299066,1.4789300920012447
13,76.93870783429074,68.35959575916655,1.612638085469219
14,76.93870783429074,68.38746850361844,1.6139740633172108
