gen,best_default,mean_default,std_default
0,87.82657125383506,25.018657475713265,31.67623806467882
1,88.43326262833371,52.323011359316176,28.07078141054994
2,88.8787078342906,66.30093462180137,17.028786284233576
3,89.30341372532801,71.1469583702896,12.550225464174453
4,89.30341372532801,74.6887059827765,12.339824318790798
5,89.30341372532801,78.24799859284013,10.798534463950382
6,89.30341372532801,80.4492318525443,8.564886535211057
7,89.30341372532801,82.61944309831715,7.810962580652246
8,89.30341372532801,83.07376838281492,8.839905947425292
9,89.30341372532801,83.41548209532279,8.582210929797116
10,89.30341372532801,82.5179514972009,11.17518327837887
11,89.43679627126204,83.32721302882321,8.940002583017344
12,90.21454706086826,84.85800331051878,7.638359581448999
13,90.21454706086826,83.95276602343769,10.271100050480795
14,90.21454706086826,84.2558826663604,10.42331069906528
15,90.21454706086826,83.04820398049903,14.88100170157289
16,90.21454706086826,85.16693120732084,8.433817940867256
17,90.21454706086826,87.03255113594032,3.1788937241773976
18,90.21454706086826,85.96335326894676,5.904036759567954
19,90.21454706086826,86.37507747464132,4.418754611713038
20,90.21454706086826,86.85596614702952,4.113360924750542
21,92.81833644349736,85.84561772702449,6.174390770206733
22,92.81833644349736,84.21281306309004,10.997775391563934
23,92.81833644349736,86.04569594012311,7.3504413039255745
24,92.81833644349736,86.42911380576714,6.943494702296608
25,92.81833644349736,85.91194418846149,7.483483767944016
26,92.81833644349736,84.6167988743814,12.503004020351096
27,92.81833644349736,84.8647225490261,11.535474397214967
28,92.81833644349736,84.47349089408395,13.030605879250285
29,92.81833644349736,86.30431217317513,6.513992334386638
