gen,best_default,mean_default,std_default,Q5_default,Q95_default,best_balanced,mean_balanced,std_balanced,Q5_balanced,Q95_balanced
0,90.63167900420626,17.95008471382837,33.59441307639797,-5.793013608384144,87.14053486749715,76.22855887687015,9.91435353095822,23.76643731885273,-5.796057750765372,59.05762865730272
1,90.8038995977956,46.08521265841481,36.75923614710072,2.385315166848426,89.68059245169259,75.67946500072787,29.04302788065502,27.58244980306117,-1.6160252546137135,72.02587158334303
2,90.8038995977956,71.8684572242766,28.25638285107206,12.312654132334387,90.32372540926085,75.67946500072787,48.00637235450611,22.29712652030168,4.309270842338162,74.9843808942508
3,90.9838995977956,82.22029988655075,17.0849747259202,39.06975034502327,90.48766783805549,76.57946500072788,56.13261654165637,14.575306858897,19.06709604149406,75.14780927147034
4,92.1328282285399,85.44367643821559,11.504265530271368,84.35940982990029,90.58029003388572,82.28835394814507,59.3335027263254,11.094792898376944,46.67742373192875,75.40691969453499
5,92.1328282285399,86.81810534326628,4.64799342605944,84.35940982990029,90.69429003388574,82.28835394814507,60.601540185155,8.756588880097183,46.67742373192875,75.93110418306304
6,92.1328282285399,88.00247501916712,2.0336133299340338,86.95828450672644,90.81364816768811,82.28835394814507,63.65144913002968,7.892773815011039,58.14337605537451,76.55855887687015
7,92.1328282285399,88.08704783189641,4.334844088483838,86.93788162462296,91.07789356415836,82.28835394814507,65.27682417176794,8.891296196624282,57.89486503108364,78.60891819874576
8,92.1328282285399,88.87370504166765,1.5931573546125954,87.13528450672645,90.96224581833032,82.28835394814507,67.64029378608424,7.7166720699294435,59.05645558296877,77.6506752200533
9,92.1328282285399,88.26088102352051,6.174468222571171,87.13528450672645,90.91356446743752,82.28835394814507,67.43630543070431,9.153295894315256,59.02837605537452,77.27934686846763
10,92.1328282285399,86.18709520297426,13.23858186014743,74.63974832048237,90.86007814358496,82.28835394814507,66.31454102749365,14.06046419883895,38.83704047797357,77.6506752200533
11,92.17520306650935,86.49976154053351,14.03122365120736,85.7931111834089,91.1475378760769,82.81106227384342,67.56006008737091,14.174109710801424,54.86757198046075,77.68930376893722
12,92.17520306650935,86.87072077798018,10.12706731950287,66.16753442572909,91.18788144030924,82.81106227384342,67.52069480716433,13.443236465122494,34.16460786103764,79.1304685551714
13,92.17520306650935,88.44799802488421,6.392272377108992,74.86443498535836,91.65900103709208,82.81106227384342,70.50990947281348,11.18794425376749,38.86227135165523,80.1828107202325
14,93.1528282285399,88.89451950056636,6.5246198723383175,84.93056931019275,92.1160843246109,87.38835394814502,71.90920691699485,10.705003385891072,50.044819794890806,82.29948936442999
15,93.1528282285399,90.22821438049353,1.8956781742803752,87.25468389890405,92.1328282285399,87.38835394814502,74.71872643073284,6.117928189907704,59.62777724582217,82.29948936442999
16,93.1528282285399,87.0348710238963,12.281835933142592,56.27021401843337,92.1328282285399,87.38835394814502,71.17259342058252,14.894796828274371,28.468336048772468,82.51126931347672
17,93.1528282285399,87.23859398151225,12.777152542040492,65.12012437167887,92.0590843246109,87.38835394814502,71.0251230060004,14.581561093485632,33.51759836663278,82.21492685755851
18,93.1528282285399,89.3965656828869,6.22901081084645,87.24435834262663,92.17520306650935,87.38835394814502,73.76224322718164,9.716267163418305,59.581455582968765,82.81106227384342
19,93.1528282285399,88.86102290426224,7.630214105483216,84.1647817544146,92.17520306650935,87.38835394814502,72.88576163028091,11.998577879924468,48.16300067785291,82.81106227384342
20,93.1528282285399,87.49342013439296,10.37776326701294,64.8790127833834,92.18099602687606,87.38835394814502,70.66391825428373,14.457950849794733,33.07772549875535,82.82948241018764
21,93.1528282285399,86.96737928795027,10.846918319618984,64.4297879927102,92.1221531761506,87.38835394814502,69.32994240538554,15.015009821003934,32.82849871004023,82.52999602687615
22,93.1528282285399,87.57528051601976,8.698508827395093,66.06852524004243,91.90394697043838,87.38835394814502,69.65550209148142,14.113359724813836,34.06586467098589,81.15948936443
23,93.1528282285399,88.26759370795557,7.540372418364132,74.57877388314712,92.11863789307368,87.38835394814502,70.98932917878724,13.138889099117144,38.77622335755756,82.51448241018764
24,93.1528282285399,89.14870367097356,5.959546403936687,83.87168867550713,92.11520306650937,87.38835394814502,72.87674914433961,11.40644608075315,44.904916715065866,82.51106227384342
25,93.1528282285399,88.12602187475875,7.8736575426102515,66.29861868619011,91.9609469704384,87.38835394814502,71.02692433407411,13.73217865388938,34.29527931785552,81.44448936443
26,93.1528282285399,89.11659092614508,6.727345699038222,84.28951404819178,91.95282822853991,87.38835394814502,72.99655106461336,11.832683850788362,45.16683367684649,81.38835394814508
27,93.1528282285399,88.74221331161722,6.833713083018762,75.266819698309,91.95282822853991,87.38835394814502,72.09108855940678,12.02820896948634,41.191161608781925,81.38835394814508
28,93.1528282285399,88.36981297362672,11.19288922189998,84.42084032641311,91.9609469704384,87.38835394814502,73.3706622738416,13.082456461003018,47.04959841958266,81.44448936443
29,93.1528282285399,89.30592243909695,6.293826500756605,84.44406802763703,91.95282822853991,87.38835394814502,73.64356604175141,10.734859680886617,47.0727723947411,81.38835394814508
