gen,best_balanced,mean_balanced,std_balanced,best_default,mean_default,std_default
0,85.19185751001964,42.89856426212344,25.73878484672173,92.39486503108353,37.989222570430805,41.36027968037472
1,89.2652103968308,60.64381946439124,21.19521732729073,93.34878821817864,64.52154551094841,37.86651637439903
2,89.87212383121046,66.31157316594562,18.81956598591881,93.7169900208616,74.50484776738165,32.2463424592316
3,89.87212383121046,72.615839484303,16.070404790856905,93.7169900208616,80.38766556681261,27.443572172473736
4,89.87212383121046,79.4009208613566,9.841882116857953,93.7169900208616,88.95777943175084,13.659111215892338
5,93.10964054567594,80.87989764593414,12.551061782762734,94.0730246436602,88.54320809034256,17.35448603186314
6,93.10964054567594,81.17719821352279,12.992127034486,94.0730246436602,88.65641375072647,16.90775562055529
7,93.14675666571222,83.58633860431758,7.4700022680663585,93.86935744741228,90.5007354744593,12.620769102850668
8,93.79605369405456,83.09589696478005,10.442405466952572,94.76278772623589,89.18226828287067,16.254864511938056
9,93.79605369405456,82.07122927902265,12.653387867587838,94.76278772623589,87.58553543440944,19.11286473506636
10,94.16811752271649,82.82627121768006,12.395611732934295,94.1710543823898,87.77194320447911,18.4469307743922
11,94.1828888400368,82.3637765641621,14.875888515083282,94.18586946817491,86.06304335333073,22.22584042068076
12,94.31240366476764,81.76732287947252,17.64870707024771,94.79859563501552,85.56830901463614,23.058713644216247
13,94.31240366476764,84.40299784951353,11.60557989088028,94.79859563501552,89.3864099033732,16.57303128915306
14,94.31240366476764,82.60619936585928,14.40646018260616,94.79859563501552,86.07369721366005,22.55794961688036
15,94.31240366476764,85.01681477811155,9.893252382471616,94.79859563501552,89.84462299534725,15.192604581592054
16,94.31240366476764,85.07742784829117,9.96221665185936,94.79859563501552,90.46626970947582,13.937497091179477
17,94.31240366476764,84.42111092758967,12.291148319494305,94.79859563501552,88.4373073295567,19.951184688810905
18,94.31240366476764,83.45223529324447,13.793091696816711,94.79859563501552,88.30998825336472,19.119031491062746
19,94.31240366476764,86.58395918830458,6.6716969045702,94.79859563501552,92.12350112124112,9.13257659425745
20,94.31240366476764,86.06298819894228,9.544308334102809,94.79859563501552,91.50762281997018,11.446124036154435
21,94.31240366476764,86.94155542631398,8.028547706150729,94.79859563501552,92.25344338147444,9.45614074173216
22,94.31240366476764,85.48812457169466,12.31642812017486,94.79859563501552,90.3190217641713,16.131040943996272
23,94.31240366476764,86.29776361141475,10.311841393777888,94.79859563501552,91.54315394098488,11.7551717219608
24,94.31240366476764,86.1567188741537,9.069606097974786,94.79859563501552,90.7068929691868,14.190990627819891
25,94.31240366476764,86.43512577822537,6.413704927162137,94.79859563501552,92.2237454094583,8.29256898045218
26,94.31240366476764,85.87961733842322,10.361680252041705,94.79859563501552,91.2523541234464,13.256661105021388
27,94.31240366476764,86.02451134349593,9.204655839515958,94.79859563501552,91.26999013967594,12.977046824729472
28,94.31240366476764,87.54781641087641,4.382680578964472,94.79859563501552,93.22875213320556,1.0473610304036831
29,94.31240366476764,87.84563144893622,4.596377160993436,94.79859563501552,93.3203386532325,1.076440614344152
