gen,best_default,mean_default,std_default
0,92.15642023266132,28.220815475705304,36.21198612221708
1,92.49521402607652,61.17721343847097,34.3163685078999
2,93.00090734553947,73.61037024843863,24.99941747760702
3,93.00090734553947,82.25913226991037,17.35170652915155
4,93.00090734553947,88.46452085484427,6.1722777405991
5,93.00090734553947,88.39149431226257,9.721839631672298
6,93.00090734553947,89.5641243924009,2.5996259513364803
7,93.00090734553947,88.73128405667246,9.545446795462675
8,93.00090734553947,89.68748421363145,8.928391169952345
9,93.00090734553947,90.12435518647791,5.886071481518554
10,93.00090734553947,89.3910283416415,7.644472405651404
11,93.67109579777976,90.52498753173631,4.411716434499106
12,93.67109579777976,90.90323923805992,2.7904358269050262
13,93.67109579777976,91.1361991173284,2.126092743771724
14,93.67109579777976,90.8110538525679,4.922729472273644
15,93.70670840550224,91.27064339826003,2.7134477251518883
16,93.70670840550224,90.89102970697016,7.510838239043313
17,93.70670840550224,91.19866730924564,5.382548424585814
18,93.70670840550224,91.51317398724474,4.85625726639138
19,93.70670840550224,92.12272511904328,0.7258687060515963
20,93.77250552318657,92.04562336179092,0.6739750149257363
21,93.77250552318657,91.77019816660322,2.7851501578428226
22,93.77250552318657,92.0340411773609,0.8198882972099775
23,93.77250552318657,91.75233019030122,2.7055994090665814
24,93.77250552318657,91.86686104953364,2.544523463660356
25,93.97109579777978,90.08117954265484,13.216747054001193
26,93.97109579777978,90.89925439855232,9.736774664735805
27,93.97109579777978,91.2947581570956,8.076823386130126
28,93.97109579777978,92.26010088903136,0.9007692072024174
29,93.97109579777978,91.61515235842192,7.219613426076271
