gen,best_balanced,mean_balanced,std_balanced,best_default,mean_default,std_default
0,47.03230127389576,1.530410775297904,7.99370283001669,84.2338552757624,7.066947107566525,14.181082547574958
1,47.03230127389576,7.114745997288838,8.18460028665495,84.2338552757624,17.14292401501616,14.37358885024975
2,51.45752803949331,10.640415742019805,9.355722279490962,85.05897000081012,23.26038457938049,15.547038117377262
3,51.45752803949331,11.710973873408198,9.916638063858384,85.05897000081012,25.066916122203978,16.187793175054217
4,51.45752803949331,12.808149954859388,10.895630664209095,85.05897000081012,26.979852982986262,17.728524108633582
5,55.28611316836668,13.818594135290654,13.024932846109031,77.20677961290973,28.01260703881943,19.98342067298448
6,55.28611316836668,15.303523732563509,13.703438577043684,77.20677961290973,30.436632009035048,20.8491215826674
7,67.40990276448625,16.74731361793654,15.217831744233376,88.05102825700786,32.2931304578062,21.729511963195137
8,67.40990276448625,19.455276586478394,16.102566372230992,88.05102825700786,36.86865635782638,23.05968584591653
9,67.40990276448625,22.24697433599798,17.147121018848388,88.05102825700786,41.33768352001158,24.482560940663667
10,67.40990276448625,24.80529985816645,17.81052865877149,88.05102825700786,45.330808958708566,25.00880783306124
11,67.40990276448625,25.29309686405757,16.926141747137553,88.05102825700786,46.82810129623034,24.40884888057562
12,68.78427655136885,29.3948952979554,18.23325568623929,88.22526910728146,52.37286329293735,24.25924267185449
13,68.78427655136885,28.116615774746887,18.9941079262261,88.22526910728146,50.64016386623253,26.66874568975447
14,68.882169428546,29.741573201809555,19.696169889278668,88.32326411940507,52.28498593563834,26.29407697502396
15,69.45199472542379,32.341110277407125,20.19748999394246,88.41305686041466,55.636327734147024,25.85026012934149
16,71.4152836798819,35.32137290545051,18.791884211168064,88.6962100347419,60.64040547228998,23.29802023330292
17,72.59436090514016,35.23315833375591,19.92083261407643,89.15558564503593,59.86654201329483,24.77502417893181
18,72.59436090514016,37.38446349729951,19.291798455293616,89.15558564503593,62.81397207578964,23.05197752663346
19,72.59436090514016,34.68074289898918,20.43489969822512,89.15558564503593,58.72535160209066,25.053264373409725
20,76.8799267934698,38.35860817601546,21.24676924340437,90.0812610164828,62.5952089073336,24.259055645417604
21,76.8799267934698,37.719908713913306,22.276211202695617,90.0812610164828,61.27411132628763,26.44155212909869
22,76.8799267934698,36.90785606748023,22.546834166965137,90.0812610164828,60.09576281224534,27.09447209282041
23,76.8799267934698,38.104710774307925,21.336544677100008,90.0812610164828,62.42765989259422,24.578850336629426
24,76.8799267934698,39.25491428616931,21.823144310775653,90.0812610164828,63.720152465093264,25.616352454215217
25,76.8799267934698,39.784864310238405,20.55739762874906,90.0812610164828,64.61887365789077,24.12960898823304
26,76.8799267934698,38.73085352967444,21.51369839976484,90.0812610164828,63.15772853328688,24.18549922005148
27,76.8799267934698,41.00987369655914,20.836732698709607,90.0812610164828,66.2575475542263,22.474563640873463
28,76.8799267934698,43.225337216621504,21.99087683217981,90.0812610164828,67.67385420079056,24.06358069708336
29,76.8799267934698,42.46495560948532,21.74693700905051,90.0812610164828,67.44625787965012,24.37250847607044
