gen,best,mean,std,best_log,mean_log,std_log
0,80.12772932632853,42.28228029410849,27.969121149662424,92.93193985886488,80.33488059212303,24.21538441724053
1,80.32700044143627,58.14842461356661,20.235713527954896,93.13214184093668,89.38497638352804,7.773011202483547
2,80.32700044143627,66.08918059006395,12.806893465428686,93.13214184093668,90.79772468383304,5.8597400594890665
3,80.32700044143627,67.47892175889542,7.525114440441014,93.13214184093668,91.5794846599621,0.8419168699848476
4,80.32700044143627,68.48425218872227,6.516214402254184,93.13214184093668,91.67270798953804,0.743239856710866
5,80.32700044143627,67.10597463675853,14.164390941961582,93.13214184093668,90.00643545024141,11.270545043196751
6,80.60278772623589,70.09230508485118,7.877175301095187,93.40956741322128,91.8728881533147,0.8982985148080243
7,80.60278772623589,70.44659851178545,7.890371593000717,93.40956741322128,91.90715507802943,0.8813955806069147
8,80.60278772623589,69.47506379850344,13.784793530602125,93.40956741322128,91.25556683327385,4.98935617525253
9,80.60278772623589,72.046054187089,7.098027593961475,93.40956741322128,92.08259440398012,0.8141032816571857
10,80.60278772623589,72.22609072042333,10.203200345116644,93.40956741322128,92.02268450428456,1.889051324985587
11,80.60278772623589,73.67496408698602,8.292373121127303,93.40956741322128,92.25545745287104,0.9291032752763082
12,80.60278772623589,74.61641928881114,10.149606841132618,93.40956741322128,91.99686132011747,4.470180285275901
13,80.60278772623589,74.21834318413858,11.054735817576194,93.40956741322128,91.9507790670647,4.489064965014748
14,80.60278772623589,75.99687874688583,6.95439015701355,93.40956741322128,92.51335598593992,0.7831685899671207
15,80.60278772623589,76.69154443675392,5.064402975400559,93.40956741322128,92.58397217627572,0.6104259581730375
16,80.60278772623589,77.29775198215195,4.431393181161631,93.40956741322128,92.6461562679392,0.5433462276577933
17,80.60278772623589,77.31616882144122,8.908141842997496,93.40956741322128,91.78471191302576,9.788376941406858
18,80.60278772623589,77.76865638711426,3.908996244875336,93.40956741322128,92.70107162642782,0.4894230259855891
19,80.60278772623589,77.45418830167667,8.18754111643242,93.40956741322128,92.5786040399544,1.7334818003912116
20,80.60278772623589,77.91102156680907,8.0120522141368,93.40956741322128,92.63546572119836,1.7209948654575278
21,80.60278772623589,77.75924266457015,9.245764231286753,93.40956741322128,92.64382648225104,1.7859755874254566
22,80.60278772623589,78.74479761287137,2.974479303187186,93.40956741322128,92.82931496874318,0.3572723113151494
23,80.60278772623589,79.1294209268327,2.59114123052248,93.40956741322128,92.87795999514564,0.3336587010182482
24,80.60278772623589,78.12312148068415,7.9904599897675,93.40956741322128,92.6555413661462,1.7811131476617814
25,80.60278772623589,77.4558953757252,8.192542070956081,93.40956741322128,92.58030805375608,1.7900575671372805
26,80.60278772623589,77.69943680426977,8.08666777731369,93.40956741322128,92.59980494202664,1.7884658672535605
27,80.60278772623589,77.22585600382631,8.348791119947379,93.40956741322128,92.5422032468664,1.805043480463803
28,80.60278772623589,76.96852512030966,5.059035460414654,93.40956741322128,92.58881010537924,0.6378131548521752
29,80.60278772623589,78.17577648962205,3.6600622136487586,93.40956741322127,92.75624360625844,0.4936916998976791
