gen,best,mean,std,best_log,mean_log,std_log
0,66.07574420258547,3.729346838194319,12.086354730084716,66.07574420258547,3.729346838194319,12.086354730084716
1,66.19788162462294,13.007765793136166,17.495044522299573,66.19788162462294,13.007765793136166,17.495044522299573
2,66.19788162462294,22.922117706515547,19.544896253625204,66.19788162462294,22.922117706515547,19.544896253625204
3,66.20698639161586,34.76317627540445,18.954468138588734,66.20698639161586,34.76317627540445,18.954468138588734
4,75.11112204166712,39.37399543951573,16.94435232171217,75.11112204166712,39.37399543951573,16.94435232171217
5,75.11112204166712,39.08677919238488,16.659646311795253,75.11112204166712,39.08677919238488,16.659646311795253
6,75.19788162462294,43.50945022374591,16.818922490758734,75.19788162462294,43.50945022374591,16.818922490758734
7,75.19788162462294,45.46484731324302,17.013163083544196,75.19788162462294,45.46484731324302,17.013163083544196
8,84.49003982910277,46.910129518828015,17.73156570594352,84.49003982910277,46.910129518828015,17.73156570594352
9,84.49003982910277,48.07017780905393,18.78445561715327,84.49003982910277,48.07017780905393,18.78445561715327
10,84.49003982910277,50.414713762457126,18.483959967019985,84.49003982910277,50.414713762457126,18.483959967019985
11,84.49003982910277,53.26146977148201,17.545785445299884,84.49003982910277,53.26146977148201,17.545785445299884
12,84.49003982910277,50.690249695667845,18.944804134512328,84.49003982910277,50.690249695667845,18.944804134512328
13,84.49003982910277,51.74760789593849,18.587886486043068,84.49003982910277,51.74760789593849,18.587886486043068
14,84.49003982910277,53.08318047966949,18.093304658043536,84.49003982910277,53.08318047966949,18.093304658043536
15,84.49003982910277,53.7963131283716,17.63982004061125,84.49003982910277,53.7963131283716,17.63982004061125
16,84.49003982910277,53.45100183644208,17.369263738166953,84.49003982910277,53.45100183644208,17.369263738166953
17,84.49003982910277,54.07399903770951,17.05660544617984,84.49003982910277,54.07399903770951,17.05660544617984
18,84.49003982910277,53.43452643814474,16.98311837681771,84.49003982910277,53.43452643814474,16.98311837681771
19,84.49003982910277,52.998852555468254,17.258028388478426,84.49003982910277,52.998852555468254,17.258028388478426
20,84.49003982910277,55.76047063369076,16.153350608534584,84.49003982910277,55.76047063369076,16.153350608534584
21,84.49003982910277,56.91693116166398,15.719351230126568,84.49003982910277,56.91693116166398,15.719351230126568
22,84.49003982910277,55.76397050718852,16.417946068346936,84.49003982910277,55.76397050718852,16.417946068346936
23,84.49003982910277,54.79333330823852,18.580198162731264,84.49003982910277,54.79333330823852,18.580198162731264
24,84.49003982910277,53.790984722438544,17.580546928473694,84.49003982910277,53.790984722438544,17.580546928473694
25,84.49003982910277,53.87539480260949,19.11878120854111,84.49003982910277,53.87539480260949,19.11878120854111
26,84.49003982910277,55.92594109427072,16.702115017699047,84.49003982910277,55.92594109427072,16.702115017699047
27,85.06425778641311,57.01128088938368,15.357181798013851,85.06425778641311,57.01128088938368,15.357181798013851
28,85.06425778641311,54.59634160648106,16.219386332841612,85.06425778641311,54.59634160648106,16.219386332841612
29,85.06425778641311,55.129227263699455,15.185345481196297,85.06425778641311,55.129227263699455,15.185345481196297
