gen,best_balanced,mean_balanced,std_balanced,best_default,mean_default,std_default
0,81.19173230259892,11.155237787511052,22.223272246841475,91.99669509194096,20.47880460306901,30.72601862112357
1,81.19173230259892,25.88667783400919,26.143363237047737,91.99669509194096,42.12979876108937,34.09745259895588
2,81.19173230259892,45.04109368299214,25.231725595900336,91.99669509194096,66.66170008911615,30.979215022286645
3,82.15645558296876,56.81573026150882,16.807102085174996,91.75935834262664,81.42434356655136,18.14631073386338
4,82.15645558296876,57.40915148172698,14.2550191123273,91.75935834262664,83.03927917892965,14.431841750926054
5,82.15645558296876,60.82006720876839,11.38734821123238,91.75935834262664,85.66710084422377,9.795571128058436
6,82.15645558296876,60.31468696121816,9.481188100723031,91.75935834262664,86.28969752083523,7.192210348485011
7,82.15645558296876,61.97167775831256,8.459400570027908,91.75935834262664,87.1923378275899,4.897997049282443
8,82.15645558296876,61.42651299283573,9.86332426147788,91.75935834262664,86.67194001137167,7.135147935540771
9,82.15645558296876,61.31093025720917,9.126311326741666,91.75935834262664,86.65880859742128,6.517346922380841
10,82.15645558296876,61.70708894528143,11.734757205402014,91.75935834262664,85.81508340331067,12.45429482307998
11,83.26728120673474,64.38404009690593,7.752519484948722,92.39212383121044,88.12331279549679,2.381050051422822
12,84.44051778424047,63.49926934178436,12.187628028152586,92.36400818918015,86.49531112504715,12.196487228086884
13,84.44051778424047,63.53384435933225,11.5914137668168,92.36400818918015,86.42989714501272,11.312841158699973
14,84.44051778424047,64.43873396150407,9.815411782086326,92.36400818918015,87.23875450915146,9.122530798607482
15,84.44051778424047,65.54747897047805,6.938202877992444,92.36400818918015,88.51636857554625,1.488363529080204
16,84.53636882440199,63.51241606094287,8.660854252446123,92.21921377653416,87.29006532113425,6.283192381876944
17,84.53636882440199,65.87971595889233,6.989301638760095,92.21921377653416,88.59425724107032,1.508862762328819
18,84.53636882440199,65.73612366789855,7.233517401464857,92.21921377653416,88.42192464663731,2.3700936944704925
19,85.66728120673471,65.84292915554963,10.423902589064603,92.87212383121044,87.41277036451797,9.021758663544723
20,85.66728120673471,66.76751561810129,9.291241879831912,92.87212383121044,88.11590628113265,5.688642063537822
21,85.66728120673471,64.6008281580366,12.05034532339644,92.87212383121044,86.6211312490713,9.211181334785264
22,85.66728120673471,65.59081802973205,11.284467710146291,92.87212383121044,87.13671232828523,8.474477017734651
23,85.66728120673471,66.2170147503655,11.672012953184764,92.87212383121044,87.1318099794048,9.667777595621796
24,85.66728120673471,66.36973568910082,9.592761691363007,92.87212383121044,88.02446364701659,5.387810564809592
25,85.66728120673471,66.82158789978224,10.664206600766445,92.87212383121044,87.7923106643941,6.604660358391862
26,85.66728120673471,65.70971979930623,15.27322264442138,92.87212383121044,85.65085133080296,13.528782646330896
27,85.66728120673471,64.61335087718965,17.146967447387123,92.87212383121044,84.54325481139162,16.351558158655962
28,85.66728120673471,64.88108046091676,16.329038482332223,92.87212383121044,85.0046155260899,13.620863490643233
29,86.87212383121049,67.3850478178688,15.637176192906436,93.1169900208616,86.15744800583947,12.823288718821685
