gen,best_balanced,mean_balanced,std_balanced,best_default,mean_default,std_default
0,23.906430229954864,-0.5808727813742383,6.400767888902728,47.90869011792231,3.144939169108785,11.586988217082112
1,24.347510819731347,4.4455234511840045,6.984567235400919,48.35102576183879,12.17132147242642,12.672981365270596
2,24.347510819731347,8.796969399328347,6.21349090507801,48.35102576183879,20.002665257981143,11.301984462537453
3,24.54041448585584,10.128402942075512,4.562346544439397,48.544678884642295,22.414009709704143,8.321676914641289
4,29.58835394814496,10.316455910662643,5.36253038558202,57.59282822853988,22.722229815446315,9.759972303292288
5,34.42784596782224,11.61972850605884,5.538218726012617,66.4316554962389,25.065515020155363,10.115051103883076
6,34.42784596782224,11.964523170468665,5.782295347202003,66.4316554962389,25.690242386806982,10.522082056224896
7,34.42784596782224,12.722687483120174,6.606989497953702,66.4316554962389,27.0882287299297,12.003612818851831
8,34.42784596782224,13.39274376917419,6.680617316370708,66.4316554962389,28.31813094751321,12.129039627769709
9,46.20090734553959,15.564992077992173,9.274128295151906,84.60394224923465,32.218064617406725,16.609727565834454
10,46.20090734553959,16.640312738930923,10.4352267785055,84.60394224923465,34.15719561342358,18.649725908209863
11,46.20090734553959,18.641479680735173,10.264795305431289,84.60394224923465,37.742213706470245,18.27838569072305
12,58.77454706086834,20.05378674262986,12.168879802628346,87.33853908213779,39.81905081396639,20.32983335952212
13,58.77454706086834,20.59126792536937,11.578889383374598,87.33853908213779,40.81255070526644,19.285209226847712
14,61.77057091248872,21.95477751931196,13.227840112478832,87.93454706086824,42.7278494509039,21.03481543098272
15,61.77057091248872,22.253171906185656,13.219957764632433,87.93454706086824,43.24212299449888,20.88149894127444
16,61.77057091248872,23.182334016089413,13.239997362792272,87.93454706086824,44.86003447660369,20.86869158055334
17,61.77057091248872,24.28810113910192,13.959730131120828,87.93454706086824,46.37709346161027,21.42394707831961
18,61.77057091248872,25.64650047435511,13.862043027098824,87.93454706086824,48.80104515531542,21.21083783845631
19,61.77057091248872,27.93134980015759,14.923200883220552,87.93454706086824,52.26975147952132,22.563867227306368
20,61.77057091248872,27.89525173542375,15.572855812496496,87.93454706086824,52.02325837600331,23.60271188187092
21,61.77057091248872,29.07017712111674,14.938646066264136,87.93454706086824,54.083712572494925,22.380781832003446
22,61.77057091248872,29.985629163435483,15.751456725208149,87.93454706086824,55.17452798429219,23.34918013835854
23,61.77057091248872,32.76298718593702,14.944468829410372,87.93454706086824,59.74431943004918,21.41828577833162
24,61.77057091248872,30.6400278252808,15.55390069735578,87.93454706086824,56.43332032635694,23.083818702777283
25,61.77057091248872,32.098807268722595,15.284719865796168,87.93454706086824,59.12329953953242,22.97679752099944
26,61.77057091248872,32.51520368353748,15.9109123549238,87.93454706086824,59.52932804982851,23.83326318310851
27,61.77057091248872,34.42554162150525,14.561083735263288,87.93454706086824,62.692355005800565,21.031074872040588
28,61.77057091248872,33.78405383852863,14.85081702707322,87.93454706086824,61.44929054131768,21.2248495401244
29,66.6883539481451,32.79162588945305,15.84500154359379,89.01282822853992,59.42171089802736,22.71090096895622
