gen,best_balanced,mean_balanced,std_balanced,best_default,mean_default,std_default
0,68.94317193830062,12.39414013429405,25.236547175865635,89.34704041507841,21.54367055283792,35.59883579260778
1,68.94317193830062,35.4871557053911,26.65694165692226,89.34704041507841,55.51273622471484,35.807777723182426
2,70.97041085661027,51.943014163332464,18.54527575611726,89.45307397402962,77.07716769065563,21.69887541426253
3,73.15645558296882,57.468781033952645,14.618951332246729,89.95935834262664,82.68943482566718,15.988239525545035
4,74.66518926293756,60.798436063682445,10.878086593516493,90.26811752271652,85.78239783062462,10.6796030405321
5,75.4545793913936,63.05934657938711,9.835336028668143,90.33720062487332,86.82823463124559,10.09052360995565
6,78.01925648420783,65.049131173415,5.971903868359049,90.98234767677738,88.43807839480907,1.3027158156604317
7,78.05326262833384,66.23524115721995,7.825037538865299,91.25758228947824,88.23635845709079,5.972091501700249
8,82.28835394814507,66.61918481245121,10.077572174601828,92.1328282285399,87.53720951124902,9.517985387435914
9,82.47853908213787,65.30508155799768,12.130302156613764,92.08254710353532,86.68860713867761,11.718441112925191
10,84.38835394814505,66.82679308773471,11.06567449724306,92.55282822853992,87.39756242771645,10.99402253439736
11,84.38835394814505,68.62674844011585,7.697427194605558,92.55282822853992,88.51043994104367,6.490920479059521
12,84.38835394814505,69.83564895955075,4.336542069427734,92.55282822853992,89.49542257854029,0.9292722790845308
13,84.38835394814505,69.10307570829146,7.717087075707248,92.55282822853992,88.78844129205402,5.321634393077179
14,84.38835394814505,70.64173173262354,5.842838781778142,92.55282822853992,89.4295478217756,3.3690514335536683
15,84.38835394814505,68.8768418821791,8.839749456915722,92.55282822853992,88.47732599840145,6.48256968098878
16,84.38835394814505,68.41270920368248,10.796165747748676,92.55282822853992,87.66197955717766,10.386530706934945
17,84.38835394814505,69.62504850414233,7.145094781045882,92.55282822853992,89.11514778514618,3.2523546686254057
18,84.38835394814505,68.34836914488221,10.746453997873568,92.55282822853992,87.88241013280681,8.730113319272544
19,84.38835394814505,66.78487162912535,14.021363668148282,92.55282822853992,86.27967891208716,12.965512014539952
20,84.38835394814505,66.87397865932714,13.479474152094308,92.55282822853992,86.51591800385133,12.501246059505256
21,84.38835394814505,69.01864092276969,9.990471476967253,92.55282822853992,88.4046387785184,7.852033382427177
22,84.38835394814505,67.11173656712177,14.85572851787486,92.55282822853992,86.25450335133428,13.78350330889447
23,84.38835394814505,70.17238081575042,9.146076568028857,92.55282822853992,88.94152453038923,7.01243310917955
24,84.38835394814505,68.92707102218199,12.688674391847936,92.55282822853992,87.16900439078627,12.817773414043788
25,84.38835394814505,69.42207898528892,9.99458516618449,92.55282822853992,88.31684498048564,8.732722046850778
26,84.38835394814505,68.29695382572085,11.637149681752806,92.55282822853992,87.53814320509444,9.24659119774276
27,84.38835394814505,67.34440444794424,13.402742102893349,92.55282822853992,86.87602876213084,11.9800250505174
28,84.38835394814505,66.36251881656922,16.276773181573617,92.55282822853992,85.61004788539894,15.839426689838122
29,84.38835394814505,68.39544194896584,12.560848507841117,92.55282822853992,87.5558356330665,10.073358317824642
