gen,best_balanced,mean_balanced,std_balanced,best_default,mean_default,std_default
0,88.65102576183885,42.88538268773609,22.90946271229765,93.21455310235676,31.929556116962736,41.17506702227527
1,89.81982739098298,54.369165283351,22.169208487081544,93.42324619773171,50.57059566276047,42.32345961984066
2,89.81982739098298,64.17825813765148,19.61383681386494,93.42324619773171,68.80417480780086,36.90133738826548
3,89.81982739098298,73.71928297595842,13.622725036861628,93.42324619773171,83.32577036546847,24.49628061097453
4,89.81982739098298,76.52964099445936,12.26418666789244,93.42324619773171,87.51056021167355,16.891595716501236
5,90.79173230259885,77.29512232491457,13.42324393104654,93.91669509194094,87.6503807821732,18.26685345832009
6,90.79173230259885,78.94261627317066,12.265747905899362,93.91669509194094,87.70657369430839,18.092520559802985
7,90.79173230259885,80.28125730685365,11.3316391300383,93.91669509194094,89.81318337515572,12.615578547675682
8,90.79173230259885,81.53668346358315,8.831398728872795,93.91669509194094,90.8814432770908,9.49704042629911
9,90.79173230259885,83.26057062739874,6.111642718240875,93.91669509194094,91.28203147602645,8.169266790424617
10,90.79173230259885,82.68269477973621,8.527074812831655,93.91669509194094,90.26409626757226,12.8042641589656
11,90.79173230259885,82.99838009084141,7.581375496319626,93.91669509194094,91.1478356089331,9.216794606473728
12,90.79173230259885,81.20363341385182,14.367556746504162,93.91669509194094,88.1929988159876,18.1253364501947
13,90.79173230259885,82.57065551716167,9.045895442304715,93.91669509194094,90.09367102169588,12.624337645959656
14,90.79173230259885,81.01571129256376,12.73011452603731,93.91669509194094,87.73298910751114,18.34589952322061
15,90.97504998251864,81.83071756926284,11.254164003533026,93.85946500072772,88.74229677322418,14.545372866274882
16,90.97504998251864,81.9844722794509,11.458976523817618,93.85946500072772,87.91452885081885,18.22991467738273
17,90.97504998251864,82.59902828215937,10.231100549875473,93.85946500072772,89.18272864997581,15.756031273501124
18,90.97504998251864,83.85781900919872,7.112435968925551,93.85946500072772,90.5007910081794,12.640590502837917
19,90.97504998251864,82.18924473764193,11.558387068129218,93.85946500072772,88.13696067416346,18.17252518227159
20,90.97504998251864,84.58729221012776,4.3942818932483885,93.85946500072772,92.04480059174098,3.0495112946398253
21,90.97504998251864,84.39431609129547,6.005125940671453,93.85946500072772,92.08382728150582,2.7361207268712064
22,90.97504998251864,82.69008443966584,9.378675006852184,93.85946500072772,90.2522195142937,12.930445641445507
23,90.97504998251864,83.29782459922534,9.934134474557911,93.85946500072772,89.99522898447623,13.874717672204044
24,90.97504998251864,81.32871445039171,13.50661428460572,93.85946500072772,86.52041399609544,21.905871154787825
25,90.97504998251864,81.97918636020839,12.004926911089797,93.85946500072772,89.1477441135926,15.992276512417368
26,90.97504998251864,82.8565422780094,11.858387246359596,93.85946500072772,89.64189116123113,14.536567724795418
27,90.97504998251864,82.48152055119255,12.184292437115923,93.85946500072772,88.68768312589387,16.70849638427237
28,90.97504998251864,81.80961063829952,12.11597510046088,93.85946500072772,87.58694959336162,19.59518452453209
29,91.58835394814498,83.18310736236282,9.593075877821404,93.99282822853988,89.95648277641796,12.791339739885435
