gen,best_default,mean_default,std_default,Q5_default,Q95_default,best_balanced,mean_balanced,std_balanced,Q5_balanced,Q95_balanced,best_default_explore,mean_default_explore,std_default_explore,Q5_default_explore,Q95_default_explore,best_balanced_explore,mean_balanced_explore,std_balanced_explore,Q5_balanced_explore,Q95_balanced_explore
0,22.131571371263043,-1.2831588306118198,8.420930320911829,-7.299142853015578,20.561380681209748,41.59149026867763,8.303464530760428,18.38572704839909,-11.910696052679492,40.18390913459388,15.762922248012508,-3.2621258292903046,6.162602266197792,-6.997527583795086,14.093461861867612,31.39794759696405,5.635059320384236,16.356594760263448,-10.200894782244308,31.39794759696405
1,28.54984373083937,3.633081696004857,10.638969413579204,-6.335962488611479,24.515992291118728,34.99755535353413,19.99589230165574,16.76844161101743,-8.71843204908719,40.18390913459388,21.836526862645314,0.787421985411582,8.544650180298882,-6.110904461586084,17.99513923523027,34.15072815522878,16.381360421678952,15.960511776327664,-6.944180481845468,34.17931073144291
2,29.433285992353788,11.472099338261742,10.92729421050291,-5.276799132586876,28.73616319316015,34.89810029815104,29.3149164402561,11.088149632510593,5.2571035359655385,42.54738469909204,27.36179315490593,6.204266562561798,9.206767761571932,-5.970439992723192,21.833978632751595,40.44859848537413,25.82813419196697,10.474250040011338,-5.2242151042852285,35.263453371074355
3,31.601203478066875,19.716847982507915,7.438421856700165,7.135181197823023,29.18818017111657,38.64019770026088,35.98464869308401,5.023071237008932,32.03928874313071,42.96873737371178,29.305957809339493,12.973060760522424,8.002779240117588,-1.0297771622036918,24.72158812590304,36.11808718828174,30.2231439133083,6.119503812406328,25.387988368294696,35.85066151189044
4,41.36661839926744,24.776600560440844,6.336414655476697,14.911579581992552,34.78685270784092,43.70498319711143,38.95600264851063,3.6583312299370574,33.28903416463004,43.98224013024754,29.305957809339493,18.468650331094388,6.955719244153262,6.073574547190823,28.91838292067085,36.11808718828174,32.77022344395136,3.502771210613344,25.981267833963912,36.728553504828525
5,41.36661839926744,27.020548088173168,6.475151851159778,16.896803845953666,38.25977072806011,43.70498319711143,39.80305722124621,3.045472031013419,34.8256534421133,43.98224013024754,31.222014462197745,23.09056424361753,5.736668837601319,13.085720642715485,30.23471991198221,39.97908850336104,34.56508699248959,2.4140930836735013,29.73107258983843,37.99375543359309
6,41.36661839926744,29.207389073755145,7.170670810681068,16.585489482192646,41.362810252448405,43.70498319711143,39.14275095967794,3.3610654102089743,33.83305544312321,43.76657889860166,31.222014462197745,25.002696031309668,4.246964611700417,19.82995490382664,30.78778651599612,39.97908850336104,35.592049617954544,1.9221832139381507,32.657629534329445,39.32817596725452
7,41.36661839926744,31.088652100036423,5.787727956011611,21.931358049274344,41.362810252448405,43.70498319711143,38.999730659523536,3.472085550660164,34.668768440660905,43.76657889860166,31.9473688643787,27.23618521441435,3.167062209781298,21.82228832586629,31.222014462197745,40.51440215742178,36.22854040686574,1.851923900624743,34.13515539499186,39.97908850336104
8,41.76030572756309,32.23597472959738,5.629817191593945,24.607663687599167,41.36661839926744,46.08273652557652,40.30094773738778,3.345939224466013,35.07087876772316,44.87562738641493,31.9473688643787,28.57832577473165,2.09228554562666,25.4436928906494,31.620959383397267,40.51440215742178,36.865223721677495,1.688872922924441,34.97555398263638,40.27351101309444
9,41.76030572756309,33.95664474749233,7.416606615218026,28.95706599972156,41.36661839926744,46.08273652557652,40.928419301631926,3.4308107041709253,35.42548195022279,44.66839032734069,31.9473688643787,28.196213139949727,2.4777645562588475,22.3648020497405,31.620959383397267,40.51440215742178,36.73848678431166,1.832117179119213,34.11379031263613,40.27351101309444
