gen,best_default,mean_default,std_default
0,57.11667761151172,2.455852866436732,14.230405868979467
1,75.11389596854984,10.917412506252214,20.357996647319904
2,75.11389596854984,22.196114422045888,24.09441146529948
3,75.15356122494228,31.379435118499227,24.198044678606387
4,84.80518926293742,43.16211807397458,22.305192542595474
5,86.64326411940506,50.06231939795908,20.05121607614132
6,86.64326411940506,53.23664749350717,18.465520896724662
7,86.64326411940506,55.116325068554445,17.662670577922274
8,86.64326411940506,57.38648894875961,17.588755988583763
9,86.64326411940506,59.15714141305128,16.611649106899595
10,86.64326411940506,59.56595850188173,17.833036446145805
11,86.64326411940506,59.67300561141652,17.382697619391084
12,86.64326411940506,61.94801189557273,17.05846390218179
13,86.64326411940506,64.51544598796903,14.411856651016134
14,86.64326411940506,62.652597882988175,15.893395798805978
15,86.64326411940506,61.0476168518088,18.753066143405885
16,86.64326411940506,59.85308987892832,20.199767469439
17,86.96184750540408,62.60028983360903,19.11130926562067
18,88.23412012473598,61.85206244582661,20.58539639042866
19,88.69789140255023,62.59188088357576,18.55110479027748
20,89.29663905423376,65.42505649719784,17.955908720421114
21,89.29663905423376,67.45841858829073,18.15797417300504
22,89.78670203223238,66.9160571609866,19.81680911438449
23,89.78670203223238,69.80709050018677,20.39581536096697
24,89.78670203223238,73.42941580052228,17.47315848263928
25,89.85431628221762,73.3504994382155,20.35040878349509
26,90.12173194588462,74.68670536287942,22.0259168569976
27,90.12173194588462,76.09972390106208,21.07193618852347
28,90.12173194588462,76.73786743935679,21.759243308554524
29,90.12173194588462,74.9442592551165,22.81607339802899
