gen,best_balanced,mean_balanced,std_balanced,best_default,mean_default,std_default
0,61.831939858865006,14.70877642191485,19.55954591575242,87.99616819497442,29.091603419179165,32.78547509253382
1,61.831939858865006,31.748090037812105,14.553180860158768,87.99616819497442,58.554268099032114,21.59627346052263
2,63.8117329693056,37.914888774154754,11.316517860454502,88.53679627126203,68.29827049257568,12.565306363809738
3,65.00669517527565,41.94129962196005,12.824095323953188,88.77173296930549,72.41441464151438,13.740911852427368
4,65.60168263345211,47.00450909315262,12.40385294837631,88.88669517527555,77.78822639247956,11.33397982299364
5,65.60168263345211,49.83852562066687,12.42893201882223,88.88669517527555,79.78413905603387,12.109638264933931
6,65.60669517527566,52.342337646016176,12.217645604401676,88.8917329693055,81.51933472433447,11.2219289848565
7,65.6117329693056,52.6757263258601,12.187704460891966,88.89679627126205,81.76642614017972,11.61502389930387
8,65.6117329693056,54.7910764283498,10.000798220435422,88.89679627126205,84.12021821030088,9.163915113949331
9,65.6117329693056,55.99474318319647,9.991659028980022,88.89679627126205,84.61112783305035,8.501336661931592
10,65.6117329693056,56.53968203864626,10.94111724821446,88.89679627126205,84.43143992591682,10.236676068423453
11,65.6117329693056,58.85724276946528,7.730698030636906,88.89679627126205,86.73780366138345,4.458098414934391
12,65.6117329693056,59.58099499500816,7.853857485863015,88.89679627126205,86.72317047357483,4.942370439186337
13,65.6117329693056,61.70893058703048,6.027208465301636,88.89679627126205,87.6504213325227,3.834617747449531
14,66.14814186652407,58.91108431272165,11.300152015307455,88.95289246928256,85.31007631973456,11.215606280578845
15,66.14814186652407,61.7606804197053,6.690069639896322,88.95289246928256,87.74781765088613,2.748283043319879
16,66.14814186652407,62.71705355346798,7.538450814952983,88.95289246928256,87.4795192090693,5.502217474566713
17,66.14814186652407,62.67769253729278,7.279996523426131,88.95289246928256,87.54652111087667,4.621018816226324
18,66.14814186652407,62.0723771189734,7.669524688272618,88.95289246928256,87.41233796941742,4.079488554195726
19,66.14814186652407,62.43319653748906,6.875648726054545,88.95289246928256,87.73480571761432,3.490742276107989
20,66.14814186652407,61.29028441492456,9.163835365539576,88.95289246928256,86.6998588430762,6.809240615239535
21,66.14814186652407,62.5293993900119,6.965200538147045,88.95289246928256,87.67179214186552,4.275133113698858
22,66.14814186652407,62.63063815344535,7.007069026653713,88.95289246928256,87.68821492383799,3.9034290678283527
23,66.14814186652407,61.56210645866363,9.823938869852864,88.95289246928256,86.50282169407345,9.70774870953246
24,66.14814186652407,61.44528146963159,10.298829318961808,88.95289246928256,86.34341176164335,10.2147315829292
25,66.14814186652407,63.14379830291865,5.936191280988263,88.95289246928256,88.03901539997455,2.711773554989965
26,66.14814186652407,63.659188811453895,5.245927372249287,88.95289246928256,88.23286053469548,2.357930154316224
27,66.14814186652407,63.225937672734645,6.446257949280581,88.95289246928256,87.89153609644931,3.469557157444343
28,66.14814186652407,61.82578528111084,8.13144210322176,88.95289246928256,87.19530090562316,4.57914817177721
29,66.14814186652407,61.18510459439234,8.815007690632008,88.95289246928256,86.81697027716089,5.158876687150069
