gen,best_default,mean_default,std_default
0,93.4505709124886,18.844627066621754,34.52430786570555
1,94.16889138314542,29.076454150180044,37.97461795658374
2,94.48094470078549,52.96750909001473,40.18292053637645
3,94.68936470590374,71.64123270137084,34.02197367483264
4,94.82278772623587,86.24584766702446,19.92859045401046
5,94.82278772623587,91.40411452920236,9.580958115597516
6,94.82278772623587,91.00411718786928,13.22187265981316
7,94.82278772623587,93.1088644023675,0.9156551700291974
8,94.82278772623587,93.2331445683624,1.0021409776856478
9,94.82278772623587,93.34755260132704,0.8791169965307495
10,94.82278772623587,92.43770272098436,9.088289989180508
11,94.82278772623587,92.79295815675005,6.470757815473925
12,94.82278772623587,93.54095965813518,0.96220362452904
13,94.82278772623587,93.52527436462404,1.0347438447971775
14,94.82278772623587,93.40810511677284,1.2431640425240449
15,94.82278772623587,92.39823626779284,9.55936285780414
16,94.82278772623587,92.51873784642684,9.510878361340778
17,94.82278772623587,91.95568641467244,11.401714582743134
18,94.82278772623587,92.16405961006994,11.225513553275754
19,94.82278772623587,92.02334610049606,11.43846970251885
20,94.82278772623587,93.61027155431384,1.1071512155380785
21,94.82278772623587,92.86698374674388,9.114447885742342
22,94.82278772623587,93.66719700268216,1.0646025609321204
23,94.82278772623587,93.71057619045762,0.9058166283978238
24,94.82278772623587,93.63239227134557,0.9521408573380226
25,94.82278772623587,93.61424564791928,0.9283766714590598
26,94.82278772623587,93.69037236941162,0.8763982843664414
27,94.82278772623587,93.6576040115491,1.0357267558074197
28,94.82278772623587,93.67729156349412,1.0134273750146847
29,94.82278772623587,93.7827190002636,0.91975338173694
