gen,best,mean,std
0,15.718722895425808,-3.622384009423141,4.443726985453851
1,21.14276530662961,-1.781364573709958,6.408432642003891
2,22.147796547050113,1.2031483894204014,7.335633698618881
3,23.201363676746524,2.665929332639645,7.725428012152554
4,21.14276530662961,4.730410712869783,8.34834152932296
5,25.57089477733512,7.8929534807975665,8.884778341714318
6,25.64276530662961,8.08928052477798,9.901768173217086
7,23.19728425702983,8.572362901031136,10.108867853477689
8,26.065509648816462,12.36072575694822,9.384873653138063
9,26.169756930195565,8.3499510601446,11.067720426125788
10,41.44122816164273,8.339357708947023,10.869828668267452
11,48.03016160289625,8.516953867688892,11.586593926757445
12,41.441228161642734,11.777530869639856,10.100672273539498
13,29.975895280194425,10.602003787269506,10.425988422263858
14,33.87086643496873,13.693622576744566,9.31438711148815
15,43.89209433976116,10.120049208135423,11.445503531861258
16,48.03016160289624,11.665316857740502,11.622285047475811
17,40.45979987622224,14.566774995382744,9.89656560926076
18,34.85770379125481,16.678938638936494,8.626429634713931
19,50.97444645915772,14.4599093975816,11.323163160899966
20,35.34571339853226,16.678792601784217,9.436998567747391
21,31.414591185984705,14.568626900650672,10.507453834956824
22,42.42265644706322,15.683095094438986,11.213337300823408
23,58.63192638712046,17.850066958567467,10.649856476115405
24,58.53939911496612,19.09121496459369,10.031538658674217
25,57.55797082954564,20.35283938352019,11.211207224201418
26,51.462456066435166,18.595024718511425,11.16422215700167
27,49.9840544409124,16.345696236634325,13.034243250578433
28,57.069961222268184,18.95644397952993,13.061101796274285
29,49.46665497732425,19.306743485206695,13.68641504173578
30,55.534595754067006,21.1954881780346,12.123327609878736
31,61.628694402991265,21.33404809649592,12.790430861960028
32,60.11335467254095,20.885103514935444,13.013592236316637
33,64.6013642798184,19.623555005051625,13.677962140505889
34,50.916540512679966,21.56165610981468,11.830270413418884
35,63.6253450652635,23.46544574021505,10.621511463480276
36,54.01602403948749,22.57991256131597,11.227263187786765
37,42.40408473248371,18.02907276012503,11.323075817690126
38,61.653485592656104,19.18266019938326,12.490080675241051
39,55.0400048249326,16.86261172900518,13.10461891520126
40,64.12292348535404,18.21654564588905,15.27306772247088
41,53.57468904428962,20.387395686769608,11.329541392931349
42,46.84562431544431,20.13888070874842,11.86219917495622
43,61.65348559265611,20.203538226223465,12.077124962464156
44,57.557970829545624,23.74493861282482,10.761592446907937
45,56.87882526115586,24.536208584178844,10.587140339713624
46,59.02740872224357,21.739186831251796,12.96493486705054
47,58.045980436823086,24.039434489351148,12.783953029473343
48,69.28906068439977,23.593317096818147,12.515666914134894
49,68.28906068439979,22.04746022758531,16.07778557373324
50,64.63126645043076,19.652580205323925,14.909746411077158
51,68.78678985176643,21.830915961313167,15.726705313183976
52,57.901008811821285,24.909829268060022,12.400544942644864
53,70.98064288855798,23.28726284861987,12.6477969748902
54,73.66930442658294,22.84390477438334,14.170529089540596
55,56.08312386598209,19.278280572129628,14.49806236310701
56,55.37200854524118,20.77124179407322,13.83543899672515
57,66.31108446962747,20.372127572618155,13.60662260430968
58,56.58195161499075,17.87401532819157,15.885689845407676
59,57.06586158203272,18.767135146759653,14.495222868632837
60,61.80640133965907,19.42444007201717,13.126617146755256
61,71.95634827069696,21.199714993846637,14.525325675955123
62,56.83069595752009,19.347554463187436,14.736945783739642
63,58.92528091093167,22.75031760601999,14.450456609167976
64,59.000254376450606,24.213465963707023,12.97507221533771
65,50.44157553963801,24.264589361425347,10.88546041522478
66,58.97127662862117,25.851881242732713,12.539927324132757
67,73.86176331728538,26.150228888988796,14.934111566291794
68,58.3766916752096,27.096493905814015,13.456593733587844
69,61.28210672179803,21.860438075440875,14.767032675076118
70,60.306401339659054,22.3386314935946,15.606528467787015
71,55.59511425870467,21.8357419074782,14.370907544426268
72,59.3766916752096,22.692403793493263,14.298042650120774
73,64.83023602543378,22.14727349589997,14.06370488990784
74,58.40100881182127,27.458995465678644,13.776980851943028
75,60.94698201076013,21.567253066480752,14.911902557548688
76,60.49951995099015,20.82029909602925,13.851136089746689
77,49.89630316310223,19.486230420787912,14.012433391277204
78,59.523814568851186,21.186676615153143,14.373283344742324
79,75.96091667272893,23.160022478918187,14.79787850450821
80,69.45561384523648,23.17961807242273,14.67134641079988
81,55.27742359182962,24.96007902034792,12.512654340385408
82,70.94179611985275,21.31591348274154,16.07983362877629
83,69.37990595425705,22.38616282624985,16.021843861320978
84,55.872008545241194,22.573809523491875,14.89798179326244
85,70.93446999927066,22.98914295156949,14.77223599504076
86,70.8334277857306,22.633323344040836,15.096013160240284
87,74.99291684263112,25.64447592794851,16.588840348482062
88,81.03992639163384,22.006216277026645,14.86441226157375
89,68.97890796331404,20.220414726865144,15.384686501304117
90,74.9269155032598,24.188034457138915,14.604504562274771
91,65.02749719903612,26.4272953521152,12.592951097544749
92,88.93063864403291,25.004391601151593,15.956577730503062
93,76.98774236496115,24.7758578222761,14.786105726540177
94,85.42686776192855,26.83900020100178,17.017162937132873
95,73.90764430703845,24.289173342572937,15.081498805293304
96,76.99733389827651,23.368850869475068,15.125154047234538
97,68.50002773227169,27.189174662153427,16.280495158396793
98,65.0274971990361,26.593092970018503,15.273135023719012
99,71.95623354276051,25.60596271027456,13.602057389475878
100,80.91232743700685,22.46372474564086,17.663595088248655
101,75.91232743700685,25.788727035858933,17.123756202147494
102,81.34130267599585,28.049931775477948,16.13729464447999
103,70.93446999927068,27.71266119723079,16.5255043009065
104,73.4068542672862,27.237001446873627,16.46114573476975
105,69.90296117707003,28.561204419019564,15.374733220614893
106,84.89333564663826,30.868532128064484,16.349267187449627
107,77.98041624437906,26.43454381110577,16.87673239394213
108,79.4129471345309,29.158607061003252,17.144698372214833
109,80.86497759633286,24.28683288720548,16.72006195151517
110,72.96840699382857,28.123538996390433,16.752965092476362
111,68.954613345453,30.162694172997217,15.249000023818647
112,70.45634827069695,29.12959957173593,16.378076657867478
113,80.03122033980921,28.291926242090263,15.45910568148466
114,80.41254225526328,28.88358318421264,18.808158276471993
115,73.45121012112084,31.761153207817507,16.396909460157406
116,83.00273423033987,29.881910025156216,15.742528536249663
117,72.49544169219027,31.27810908766729,16.39951846016088
118,77.00162289445572,26.39641501379418,16.848117182929712
119,71.5197363100513,29.173472177180052,16.675275208842866
120,76.90262088539876,27.82582576583171,16.78542404084802
121,74.95991617294547,23.189768755535315,16.68914891644858
122,78.38865251666986,27.537800944332048,17.361912099294557
123,79.9652190004379,30.559402342945972,16.976100636336525
124,86.98793393157959,31.029633091209472,17.04124206277339
125,80.38865251666985,26.92849496585909,17.74760984798251
126,94.97817963864024,29.77796491707376,17.69585044301971
127,78.91232743700687,27.039025001029017,17.404287707212195
128,80.1039281022386,28.082899640995592,17.80953463080661
129,82.0027503732613,31.17271542970575,19.14984188314854
130,67.92725579493107,26.43292217243923,15.83779907968658
131,84.91763026449931,27.156929635409632,18.37920522063127
132,85.8702804238253,26.638087327609146,18.550207448203427
133,82.91662976471584,29.796590206938784,17.965381191213233
134,79.91047787327186,28.667161482912217,17.96741782208006
135,75.46862222477007,28.73673100851831,18.29540383891005
136,87.48793393157959,28.007610589100917,17.59540155250325
