gen,best_default,mean_default,std_default,Q5_default,Q95_default,best_balanced,mean_balanced,std_balanced,Q5_balanced,Q95_balanced,best_default_explore,mean_default_explore,std_default_explore,Q5_default_explore,Q95_default_explore,best_balanced_explore,mean_balanced_explore,std_balanced_explore,Q5_balanced_explore,Q95_balanced_explore
0,26.677359141417224,-0.7745188533702347,8.052762441562654,-6.428902431137901,13.808426254521343,38.2936423277046,15.331012905742268,18.446653995976416,-10.27699050497572,36.711425428753344,9.30193505703264,-4.753337952522887,3.594565199890203,-6.927906412422736,-0.8763899585467488,37.02055238913978,2.8738320379922406,17.007301905594524,-11.836822989996213,29.69068574781061
1,26.677359141417224,5.42699611184652,9.012149421705114,-4.927544259597239,23.134678539224563,38.32855580760347,27.4486192998382,10.62204719899943,3.521867521967641,37.99825555640939,14.924252077240476,-1.0118229156812295,6.4514363684351945,-6.459199485210242,14.079183054484467,32.5645262516424,16.074609358938936,16.134343979857974,-10.191883574917702,32.320767253755626
2,29.426758449792587,10.885853223167617,7.937425260640901,-1.843482534260397,23.2263752124393,42.77783011920846,30.928715298909392,5.63738208452401,21.023161281517243,37.6914276512299,19.449898319780896,3.027526166285948,7.684104012426255,-4.989447596235834,15.682013641350364,35.98299941310386,25.32310792810772,11.031156105851265,-4.374843446878776,33.51957977269875
3,29.426758449792587,17.165013234305448,6.233146706741287,7.997237127221625,28.183941178839287,42.77783011920846,34.56674539813003,4.447461562358385,26.12472985513731,42.13761868943696,22.9778191417139,10.73495788372254,7.171081324625316,-1.9715382101042984,19.449898319780896,36.69214590663825,31.02369477996534,3.3770016262935445,26.057285662465123,34.90928339337928
4,29.426758449792587,19.039342124902863,5.346079993825602,11.31403698913821,29.42218679164173,42.77783011920846,36.09056061680868,3.832745124045789,32.20788138469105,42.559773399073954,22.9778191417139,13.232505841707685,5.240190099145129,4.290153495806305,21.342039893829213,36.69214590663825,31.818013199471853,2.9034375704817768,26.517739538409188,35.22480553220091
5,29.426758449792587,21.46508560099273,4.017421251689097,14.929730956365884,29.426758449792587,42.77783011920846,37.54601672030084,3.171129240555951,32.36207518425899,42.77783011920846,22.9778191417139,15.594555436103638,3.611129447538968,11.54281508339183,22.9387354443961,38.13372687411312,33.27417552598447,1.6718784319368964,31.79246044793,36.69214590663825
6,29.426758449792587,21.741838771831183,4.271984197500461,14.752550279140058,29.071729231057187,42.77783011920846,37.00178097338611,4.008515317029229,32.67299702165397,42.17329954560714,24.4887394429457,16.98758110552605,3.553605071990616,13.739573105996817,22.9778191417139,39.028638547048985,33.65797257476011,1.8812650470240613,32.17841633251623,37.84003149405362
7,29.426758449792587,23.175725583659588,2.71388097732399,18.52498179130757,29.071729231057187,42.77783011920846,37.08620353844676,2.5156132643405047,33.10861784158565,42.17329954560714,27.86288653344022,17.793022071198266,5.337616799033155,13.754774170100974,26.054791862532603,38.92218076168157,33.160378421368314,5.735997604305279,32.18186798898611,37.84003149405362
8,29.426758449792587,23.676260237786355,2.217821790399564,20.80077353828496,28.831578043467072,42.77783011920846,37.375569753916025,2.193163608631887,34.40216350025267,41.3905442900792,28.22915502720853,19.254167824090807,4.347959279971769,13.770540470495757,27.86288653344022,39.96663622467642,33.99002622545771,1.634665454479703,32.32158237967982,36.89882092704136
9,29.426758449792587,23.186864063942256,3.3163856951422126,16.422033701153723,29.225699456340728,42.77783011920846,37.68101598687342,2.316844273048471,34.72323748542161,42.40413245849024,28.26110536912037,18.43680083664581,6.635409574583248,9.2728941619586,27.827283630315907,40.98679486929047,33.33285248186704,6.997847390418887,30.30200734554081,40.14441035803456
