gen,best,mean,std
0,48.17695410451697,10.384643813660368,14.576989798950795
1,57.182888840036796,28.477493667619015,6.341935154110452
2,74.87970258104905,32.58792137909939,7.125932611991208
3,74.87970258104905,36.051809174729904,9.902813722455493
4,74.87970258104905,42.747422053771075,10.861626009698773
5,74.87970258104905,51.32884383739686,5.402840102873392
6,85.89744140538646,55.54495497335973,6.688223561523117
7,85.89744140538646,59.033168586122216,5.323249074888944
8,85.89744140538646,60.24302864172023,6.749009982161918
9,88.84090461150807,62.40479973311772,9.012446539810307
10,88.84090461150807,64.81198295444554,10.526549072582744
11,88.84090461150807,68.29787949483305,11.43027720353918
12,88.84090461150807,76.44976348382949,9.342292704963443
13,88.84090461150807,82.82624411584807,5.22732912020113
14,88.84090461150807,85.87584362069683,2.2063144703740734
