gen,best_balanced,mean_balanced,std_balanced,best_default,mean_default,std_default
0,33.77742373192863,5.007818534116982,10.914965286999974,65.77940982990026,13.134953188079944,19.89489133178424
1,38.74809611683411,14.538051734983616,9.657441974681149,74.75002475774052,30.46402873167805,17.768321097370208
2,49.76558927428163,18.47025811104548,10.31897507393546,84.96755198344948,37.53892862633999,18.377155348457816
3,56.79140997390337,23.16155315827262,12.33222986172243,86.39342407327507,45.33320014810757,20.10150734674602
4,56.79140997390337,27.27842550923489,11.313557594510726,86.39342407327507,52.70507140859581,17.822453069511003
5,57.79140997390337,31.383241470904423,10.01695612424389,86.59342407327507,59.60950684713544,14.133665353614502
6,57.79140997390337,33.730864625441164,10.522049050689532,86.59342407327507,62.83694241033467,13.301829960842852
7,58.79140997390337,34.76818086843089,11.892591438101311,86.79342407327508,63.994226373988056,15.434009218977156
8,58.79140997390337,35.01836395413489,12.149334719963694,86.79342407327508,64.20441288808543,15.744392509858004
9,58.79140997390337,38.6762476076168,12.02913778064718,86.79342407327508,68.99823864790984,13.936245724861642
10,58.79140997390337,39.95531737667158,12.613590498187923,86.79342407327508,70.06133476851313,14.149722675519945
11,58.79140997390337,42.44841487581917,12.417662320545505,86.79342407327508,72.88249026093433,13.08447916074595
12,58.79140997390337,43.454036468913394,12.80199125096108,86.79342407327508,73.88004932166972,14.243597750835477
13,58.79140997390337,45.04721623243538,13.481312823877692,86.79342407327508,75.24123312432651,15.911637280217798
14,60.80968459414685,47.46226355899672,12.86449032823692,87.21173587691742,77.40828460825595,14.486280260069844
15,60.80968459414685,47.44022445926631,12.257047364655763,87.21173587691742,77.71421714220526,13.00328992403605
16,60.80968459414685,49.0799793766159,11.763768505072177,87.21173587691742,79.32197134817261,12.678177379970474
17,60.80968459414685,48.24360444175129,13.273168417885154,87.21173587691742,77.8137095184838,15.339077465128277
18,60.80968459414685,50.40692590921842,11.263595679599767,87.21173587691742,80.55293335878928,12.27300365624462
19,61.80968459414685,51.20673474908955,12.774729151034864,87.4117358769174,80.48884418056068,16.281423501595484
20,61.80968459414685,53.11798799374706,8.03575575838244,87.4117358769174,83.57599571906941,7.56997553512201
21,61.80968459414685,52.91442339950208,8.907453497346369,87.4117358769174,83.14852554328101,9.47105607190666
22,72.01858578874553,51.71615164618176,9.901504912426518,89.62111423509887,82.17415991380916,10.079008153821452
23,72.01858578874553,52.70009561100206,10.63881516565527,89.62111423509887,82.30214083084697,11.416688861825447
24,72.01858578874553,50.85148524239624,12.469556403463754,89.62111423509887,80.16550341073118,14.560813699053629
25,72.01858578874553,49.9045335356713,12.145112876365047,89.62111423509887,79.57855598358088,13.05195766778047
26,72.01858578874553,51.587390166033074,10.574616896663514,89.62111423509887,81.6774188192648,10.158839636520137
27,72.01858578874553,48.81862422495253,13.843659387168936,89.62111423509887,78.32465710829386,16.49432998860818
28,72.01858578874553,48.85887992496033,13.613328204170044,89.62111423509887,78.34099679852928,15.986212656298692
29,72.01858578874553,50.9276668309506,11.937628678990198,89.62111423509887,80.505697906272,12.860073079948474
