gen,best,mean,std
0,22.17871254245032,11.743741114603964,8.683061681154667
1,22.20264544320154,19.087654999717564,1.3629019613516906
2,23.226626228646644,19.517967536564015,1.191717012176251
3,23.226626228646644,19.84566275674399,1.3777840290404493
4,23.226626228646644,19.99788775975888,1.2028696813168245
5,23.226626228646644,19.759143766450865,1.249290678741361
6,23.226626228646644,19.813644928460334,1.2891733578075464
7,25.59640930102646,19.7128510410641,1.4277456069282402
8,31.599666533743765,20.246470397643428,2.359316264379189
9,58.760493613140696,22.411871611149618,6.197725620689179
10,63.90566942303904,25.594087188229572,6.871774086276016
11,52.70713325627908,28.589858981924532,6.2313173655553475
12,60.09483932986218,30.43376751578012,6.36650123631034
13,64.90566942303903,31.33012051918407,6.677832263202907
14,64.90566942303903,32.38054511157983,6.383528349732418
15,64.90566942303904,34.47721862392787,8.600201287652764
16,64.0462500941401,33.81858065360507,9.255688275757862
17,67.99766085841803,33.915005918507525,9.704563823184172
18,91.92169369694366,34.062265190295044,8.992746170767534
19,79.00702711835486,34.620770086023406,9.51156687192944
20,68.85561133639604,34.48205965308334,8.522446990212837
21,78.8664464472538,34.486534999765574,9.41176435621802
22,65.85708018731697,33.10826057225231,7.37578940800575
23,90.96904353761768,32.81967751597754,10.631430580643467
24,63.998900253466104,32.48151140890854,6.664051172473947
25,83.77326065432801,33.073124778079155,8.578693152601394
26,64.05324344445256,31.3474637570075,5.264311113177561
27,75.05561635407692,34.31243328110479,8.151000636686073
28,66.85561133639604,35.006149606553166,8.704540883184096
29,67.95606497300841,36.752453338758095,9.861262116277782
30,90.01639337829167,38.18449431799993,11.987753012880644
31,94.9116468536643,38.166228987125415,12.891334085931405
32,67.99766085841802,36.430852711052566,8.999765189800323
33,81.81762775565885,38.82375498717193,12.43928347999891
34,78.98622917565004,37.63370864008969,10.444304145562787
35,74.05561635407693,38.89419888530716,11.586144613429424
36,81.94963043440148,37.98152194982595,12.879507558179426
37,74.05561635407693,39.903591188539046,11.250666803061968
38,90.01639337829167,40.07980074515126,13.124635778236586
39,95.030751988974,40.97083212628509,13.861519000099491
40,81.96328478893773,38.692368720453466,11.949871579352166
41,78.91986837584537,39.34420076194941,13.21922380340103
42,75.05561635407693,38.88550095172729,11.138461934145496
43,79.13022234886618,40.695133815633106,12.819850211486909
44,78.05132346606193,41.975473969954656,11.81077161555222
45,79.01187402465982,41.7701871524403,12.599406585004564
46,94.9776481930356,40.85496669055376,13.240784323796282
47,92.87434385626968,42.49706200681102,13.571008541628611
48,90.96904353761768,43.887670017953106,13.236162850085874
49,79.02504536235577,43.99561983236201,13.528060454742752
50,80.86497759633285,45.62565094495484,13.604450780568946
51,83.04218367174198,45.03229847702639,14.596114456590175
52,83.00273423033985,44.29626326268435,14.16790061528244
53,94.9776481930356,42.71362586021136,13.73633070630788
54,90.96904353761768,42.65463916794839,13.907157255811851
55,93.82699401559566,42.87401187997098,13.096299840106449
56,80.81762775565885,42.226211480063554,13.95167402674789
57,94.9776481930356,44.236112383036335,13.492375628820376
58,92.95399955017724,47.28022358831753,15.868974531683794
59,93.82699401559566,45.78863773663106,15.64431295263539
60,80.86497759633285,43.84176121333789,11.894697098842794
61,94.9776481930356,45.625161679053505,13.180788663728146
62,95.04364953240692,46.10064702336513,14.500871430173277
63,81.86497759633285,46.67232061140442,13.462375759807266
64,90.01639337829167,45.93702901587049,13.707587110520423
65,92.914582394618,46.55389975716928,14.79032761081938
66,93.82699401559567,46.93211596728966,15.552678598534094
67,79.91986837584537,45.36937508927335,11.549480880068469
68,79.86644644725376,46.3256254915127,14.508362878568931
69,82.81762775565883,46.579836493021645,13.83961156649718
70,83.74317986356287,45.87478821170676,13.746291587566349
71,94.89929689875744,47.42768323364826,15.09018021907721
72,81.94963043440148,46.99830740684224,15.471632556868704
73,95.10965087177824,48.00811652125789,17.335583054632348
74,93.88064540006012,46.28122355768477,14.99940383402331
75,94.9776481930356,47.86667247850287,16.28617401107292
76,82.80011657745398,48.08197677429375,12.885646452574004
77,94.77964417492169,49.743533885972504,14.6841377545771
78,94.9116468536643,50.18510734086985,15.452711084964964
79,92.87434385626966,51.68658530611937,15.600315843071042
80,93.82699401559567,51.91216085523651,16.392262080610802
81,80.91232743700685,49.41601701957533,13.97072161910542
82,83.82691203879246,51.32940665321883,13.96388745921506
83,94.95188539201264,51.00041274692158,14.433758481463798
84,93.82699401559567,49.60190950018372,13.845404417436509
85,83.0816331131441,50.5774310468228,13.597165677157246
86,82.92386763337849,50.52367158857076,14.619364538169092
87,95.04364953240692,50.68079302894727,14.35479404738996
88,93.82699401559567,50.69507679714563,14.284232592512694
89,94.84564551429298,51.63091580708784,15.92588154408583
90,93.82699401559566,52.790114815013304,15.381569055340384
91,95.030751988974,49.59604253339646,14.564762099847968
92,93.88064540006012,51.77624938915812,15.40316050098287
93,90.01639337829167,48.301126250004515,13.945843199429753
94,94.9116468536643,49.46539203212164,15.827026817694984
95,80.86497759633285,49.10949297178544,13.666661660023616
96,82.9764561266337,48.64992521675442,14.707995070787982
97,95.04364953240692,50.27744603575128,15.677639250155126
98,92.87434385626966,51.02507894661602,15.766761698674449
99,92.87434385626966,49.47305121003811,16.45721007851022
100,82.94963043440148,49.92520692352952,14.243395604033356
101,93.93320160747244,51.31759782146063,15.50030793770626
102,95.05706237852304,50.45420646329182,14.90019872914828
103,90.01639337829167,52.39753004229961,14.057773636669824
104,92.914582394618,52.923357810519256,14.312406076955687
105,82.81762775565883,51.26470112695378,14.536544331921696
106,83.04218367174198,52.46762904746366,13.906416949010474
107,94.89929689875744,53.61875645136879,14.21363780736625
108,91.92169369694366,52.934553328171305,15.10679165952499
109,94.9776481930356,49.61833819516144,15.79341061954161
110,94.84670840550224,53.7108715263752,16.358521594446394
111,82.92383534753561,53.46521597425352,13.20428065370744
112,92.87434385626966,51.564626711078475,16.29368303932402
113,93.82699401559566,49.61014189675222,16.65418050701729
114,92.914582394618,49.283064944180886,15.930190631250769
115,92.87434385626968,52.01005903901438,15.51544891834759
116,93.93320160747244,50.77730580610153,16.852370020036822
117,92.87434385626968,51.97232496786339,16.849009505253818
118,94.9776481930356,51.83973112093108,14.701010863930552
119,82.94963043440148,51.77725030580953,14.535434967697771
120,94.9116468536643,50.445861206267885,14.114969802190728
121,94.9116468536643,48.83513030633745,14.33856935411844
122,93.82699401559566,50.70471813348389,16.97434861403639
123,82.88362909503016,48.384652099872845,14.70178889966897
124,81.86497759633285,53.33371890327073,15.974654504736334
125,93.82699401559566,50.58722222668063,15.657389821298876
126,82.94963043440147,51.44814333513371,15.21321097531979
127,94.9116468536643,53.93219456799842,15.589990943414946
128,94.91240366476762,54.58196552509259,14.907949520447296
129,93.82699401559566,53.90955314048691,16.323663639156297
130,91.94851938917589,52.698316684254976,14.6367910374964
131,94.91240366476762,53.447430327076994,12.928049451203083
132,93.93320160747244,52.69316453157048,14.476069214016324
133,94.9116468536643,53.34779471445574,15.131487953697803
134,82.87127914012329,50.96659219192264,15.11724219262279
135,91.92169369694366,52.78122031332815,14.64121482969036
136,94.77964417492169,52.144863011224125,15.558090899318186
137,94.9116468536643,51.37304553583037,15.719026510680916
138,95.00447388526784,51.469528979916014,18.457391058560017
139,82.92386763337849,52.03853619746617,13.773022705431185
140,91.92169369694368,52.16256633767524,15.949164330781814
141,95.04364953240692,50.429015827048424,15.073487411764674
142,94.9116468536643,52.66977302201176,16.325370105581705
143,94.9776481930356,53.565371414495594,15.91748972683547
144,95.10965087177824,54.735010071410834,16.404649011197407
145,82.81762775565883,52.27369643583983,13.880288167666768
146,95.030751988974,52.05766306856481,15.189160562085505
147,91.97479749288205,54.438635488635775,16.988909245629323
148,92.87434385626968,52.28730815990805,14.658763591418197
149,95.04364953240692,53.77676919974091,15.92816094986006
150,95.05706237852304,53.178471663848576,16.55954112339949
151,94.89929689875744,48.87741311213696,15.55767100926954
152,95.05706237852304,52.77691910182356,14.444665879586951
153,92.87434385626966,53.39644216454914,15.408505565187626
154,95.10965087177824,52.04193861160857,15.055116828923618
155,83.00273423033985,53.70750622357276,15.65669686630494
156,82.96328478893773,53.50345572239836,14.493954623715052
157,94.84670840550224,50.13996707967053,15.648447495793336
158,94.99130254757186,54.32589836481605,15.806368592598012
159,94.9116468536643,51.646829933845794,16.369657516013753
160,95.030751988974,52.46790340668345,16.897448657338977
161,91.92169369694366,52.22887549128511,14.18535385740181
162,90.01639337829167,50.99069177459509,14.7431100367717
163,93.82699401559566,53.07308823236569,14.74532384958765
164,75.40764430703845,51.585293533649185,10.788749574303624
165,75.51303611180528,53.95155576204611,10.721315131902127
166,84.9413051848363,52.63978032190014,12.100366779520067
167,80.93915312923909,53.27928375376274,11.113127315017046
