gen,best,mean,std
0,56.74233241211736,15.63592727668359,15.085951044009919
1,57.17695410451697,29.06801693945993,11.141618846183693
2,57.17991706964764,36.95590046874153,13.137599364593965
3,75.17695410451698,53.29715069367833,9.153427367071217
4,75.17695410451698,58.853443034483995,4.915708309571404
5,85.1616753749605,60.71085303774839,6.5485072648026605
6,86.42621389609806,64.09795233913972,7.9855731001979775
7,86.754994685964,68.3392685801586,7.575436319650695
8,88.39342407327507,72.96313207135209,7.667018464085291
9,88.39342407327507,75.87489032846774,7.747767214386254
