gen,best_default,mean_default,std_default,Q5_default,Q95_default,best_balanced,mean_balanced,std_balanced,Q5_balanced,Q95_balanced,best_default_explore,mean_default_explore,std_default_explore,Q5_default_explore,Q95_default_explore,best_balanced_explore,mean_balanced_explore,std_balanced_explore,Q5_balanced_explore,Q95_balanced_explore
0,20.46682959150681,-4.491930743667777,4.386982515698543,-6.683228819149476,3.0298994707049385,38.30992692615877,0.6250172129688217,13.68658762183414,-10.76748719067986,29.71561225183577,13.801356497022148,-3.077586772202045,5.166484656661566,-6.808087863763044,10.3494454125113,35.0988748060319,11.478689957253405,17.9132486809381,-10.693530027542437,33.99073420303233
1,20.46682959150681,-1.878792597809056,6.504495218478101,-6.272673656818879,11.23563412351174,45.291798627778135,13.925610806427391,17.653495822313012,-6.255160894028807,38.30992692615877,18.74303941876292,1.1648276758120488,7.256918260526701,-6.350672398932469,13.801356497022148,40.49635565663611,19.430233069843567,16.736466231861975,-10.115627226910574,36.70658071928845
2,22.22892570677955,2.132028687392167,8.033208180266636,-5.988989098396965,19.4288348858197,45.291798627778135,25.38422355564243,14.93872530076525,-5.262800145539833,40.33564838189921,23.513541382369297,7.828987802097309,7.854185235551895,-5.305117650989336,19.162642729752505,43.47692145794072,28.58740073948432,12.222580841198976,-5.698754418825558,42.46664355442215
3,30.267628426068683,8.754134739159161,9.384584306020706,-3.6417754831903855,22.447482591752426,45.291798627778135,32.35579077359805,10.101102126808476,12.931159546378776,44.65114057555996,25.258560928617367,11.627996775191342,7.029209899188587,0.5896813044203676,23.77865392464221,43.47692145794072,33.0084490205277,7.693693276020751,22.059995928608213,42.39400482191046
4,36.67696835018625,17.20721733220426,8.57868795267929,1.2033773110206916,30.267628426068683,47.81143716138175,37.68427853998024,6.309355482974891,24.7603887369819,45.40060543807464,26.184861963049457,16.49822892825101,6.751390951507073,3.772771621622722,25.549421221634283,43.87581310141963,35.92684046697794,5.245259427732155,29.755340081902464,43.66996801009252
5,36.67696835018625,20.824469227974667,6.671579587486364,13.335455371571436,34.105156932042604,47.81143716138175,40.24711711282583,4.274674094670006,33.49801333824825,45.48219225357605,32.43593138794626,20.73399680047385,5.336004208517768,13.240099598093718,29.487440168760884,44.14928907509895,37.52473294219599,4.4476949999420405,32.33311790219296,43.87581310141963
6,36.67696835018625,23.45713642610559,5.750165765106289,16.255953723782262,35.28994040802617,47.81143716138175,42.27016183237411,3.264281392533688,36.465574315670445,45.58061630854867,32.43593138794626,23.125402289448907,4.532457863203462,15.264338249245132,32.01469624934372,44.22126269867962,39.09136305763485,4.211943487897857,32.541158852411954,44.124124644305525
7,36.67696835018625,22.779456964704394,7.454453992250424,9.065240155325284,35.14424595434424,47.81143716138175,41.61444905869856,4.282608183402788,31.795879201618263,45.58061630854867,32.43593138794626,24.10032314854625,3.732318285811676,17.851340035691525,31.629682052667807,45.13923072471224,39.60261467033229,3.95191609020962,32.995726272823354,44.184621966711234
8,36.67696835018625,24.67659145999476,5.600321847300316,17.69894085096657,36.435379461698005,45.70210604748523,42.82149407286606,2.6882538225536283,37.4282031316953,45.62380945399838,32.43593138794626,24.44232543428644,3.655709808002877,19.78272515891387,31.629682052667807,45.34592039656199,40.3066277507854,3.6430707266539497,33.12310527968639,44.184621966711234
9,37.723097586606045,25.79758343308814,5.309194763663198,18.709673471399885,36.67696835018625,45.78237784689298,43.44127259742654,1.444080645770689,41.07331058727258,45.70210604748523,32.43593138794626,25.75430837696923,3.1866263256083376,21.62771530845585,31.715873764061826,45.34592039656199,40.66293164772993,3.2746839073852545,33.12556227627638,44.184621966711234
10,37.723097586606045,25.9811876645183,5.803212355852437,18.40901059548687,37.252339430217134,46.810400081416994,43.213779916461206,2.0997344865158105,38.79918878711326,45.78237784689298,34.91608576501689,26.467336723970178,3.775876706040565,20.718946245674065,32.43593138794626,45.34592039656199,40.60349475731788,3.1834736176821608,33.12996965608534,44.84391984941591
11,37.723097586606045,28.10240136329756,4.769058500462852,20.11275105642736,37.252339430217134,46.810400081416994,43.74401291523171,1.7005843415390804,41.18370142897624,45.78237784689298,38.05064868855766,26.00162759989692,4.264625427235636,18.859815204256407,32.28550624661861,45.53774978898497,41.26714223918938,3.108246837492907,34.613238689446874,45.24061522621286
12,37.723097586606045,28.322262681711543,4.608224457725012,20.81122710874767,37.723097586606045,45.78237784689298,43.86345283039056,1.2339489335088067,41.45586204384311,45.78237784689298,39.63625171537118,27.070055260852783,4.7024444102487895,20.75928374507948,38.04230924805642,45.33895074799342,42.04087610580346,2.685504134522818,36.89619427163589,45.14984491484735
13,37.73363726637815,29.45317607575277,3.9476532938352,23.025068780827,36.47943757275917,45.78237784689298,43.75809313571192,1.4795522345666443,41.83549864839243,45.50540354338092,39.63625171537118,27.61084884112861,5.122297458511082,21.10649602047669,38.92273035330509,45.37449218972696,42.014077836703045,2.5199079933386974,37.94813484952869,45.2159082587318
14,37.74633134562384,29.74481070258384,4.389007794362583,22.87725049026788,37.73363726637815,45.5217781943734,43.61839478787112,1.55313440808353,41.38912664675374,45.42016003127615,39.63625171537118,26.4326210966789,6.0476358907067285,16.656346499475866,39.63625171537118,45.37449218972696,40.37465821350915,3.4469833864821515,34.08879929487592,45.0228441614188
15,39.63625171537118,29.84015504336242,6.458612220011836,17.34285957558602,39.63625171537118,46.24835696877327,42.34924624658057,3.1595385163205094,36.78908171341147,45.50540354338092,16.59183404362408,-3.104955782829656,6.0950271560864655,-6.796047028692969,13.709616694246003,33.96035715478711,5.548874667231258,16.92270650027196,-11.605227722625122,32.90695932372177
16,39.64693049999245,30.4789518649561,5.943306216198808,22.322979226567945,39.63625171537118,46.24835696877327,42.49081033522918,2.7337535868085183,38.359967907637824,45.50540354338092,16.59183404362408,-0.0453346534616229,7.47803712194726,-6.562307363693805,15.336119147653202,38.12691409109941,18.584905285700263,16.06387123982836,-10.579580548761134,34.49550044076634
17,39.64693049999245,31.717451431592643,4.809822301435774,23.137399578371816,39.63625171537118,46.24835696877327,42.80914609883455,2.5177592613580857,38.75488179697972,45.38518977674366,20.918934493090664,5.378834230379514,8.137400550160196,-5.042157266877071,17.127789012562875,38.12691409109941,27.457672098045983,9.471466434212072,4.6566024612716514,36.03125631851688
18,39.64693049999245,30.91885677880531,5.314935052428584,20.83031667351248,39.63625171537118,46.24835696877327,42.85413330004338,2.2903486931785886,39.56011970590167,45.36285271833584,20.96530734739096,11.958109448911893,7.04165604114267,-2.789317875683065,20.92899132238416,38.14991530950775,30.46045615305439,8.44189415686136,13.281449394875091,36.02613304508578
19,39.64693049999245,30.66522196014204,5.206607341352102,20.87858599798879,39.63625171537118,46.09772475641324,42.80657570738704,2.200107055874954,39.2132716451843,45.17619508530184,23.08594879690676,16.132879264034976,3.829681590209132,11.638606042053253,21.049754790986057,40.537850631161696,33.381024096226135,2.067524404986602,32.3226495398958,36.44052208789304
20,41.37079616215976,31.02418894928473,5.159310684108043,21.90441816405585,39.64212504691288,45.19538149250866,42.92237268690055,2.188012136685647,39.56011970590167,45.02810618775886,26.7132052139102,17.560258382969682,4.8302399716418805,13.801356497022148,24.380219658675333,41.650766538858,34.23805814620142,2.7879866224520264,32.35172127387702,40.79078848996148
21,41.37079616215976,29.26115202449098,6.415014774263558,19.35478655398912,39.64212504691288,45.19538149250866,42.158509127912936,3.185466150961309,34.69354836343632,44.9265530343356,26.7132052139102,20.10328225103633,4.189503915856543,13.801356497022148,25.999201537740177,41.650766538858,34.817807977562936,2.5318507955010143,32.35172127387702,41.14995438039466
22,41.37079616215976,28.771863061169466,7.18231949265212,17.57020792264082,40.59505661418447,45.533444623025886,41.88987815802827,3.2180750198702044,34.12129431516688,44.99693628396316,28.103916531454285,21.342414308433,3.925030779671365,14.55713582328282,26.757907397890875,41.650766538858,35.02172160213463,2.21661380277726,32.59672218688547,39.6346606490927
23,41.37079616215976,29.212671553778456,6.09570168785471,20.519062579910813,40.59505661418447,45.533444623025886,42.06123691477836,2.8433763906636584,35.84605374069403,44.64720045221428,28.103916531454285,22.41784497255674,3.323742788320523,15.9020182069052,27.47809643855944,41.650766538858,35.25858953303255,2.2543089996155405,32.856783776533184,40.69189958862858
24,41.37079616215976,30.20085660337398,5.698229492783572,22.97316936537566,41.37079616215976,45.43092421696984,42.583695388806994,1.957383503017354,39.56011970590167,44.663258613126914,28.10468569045824,23.55984202518415,2.873616359287931,17.897947580713904,27.477629951613807,41.51545929832284,35.66269558847967,2.137044040419861,32.894417485707265,40.09573393564962
25,41.37079616215976,29.07014150673577,6.837346689223714,17.027704284636883,41.37079616215976,45.43092421696984,42.14528045950738,2.8297736683389423,36.543869375758085,44.88192932478978,28.10468569045824,23.852295731107603,2.701249063736003,19.14116540995165,27.477629951613807,41.51545929832284,35.76997748648173,2.126244271913412,33.19425898280705,40.24978289311651
26,41.37079616215976,28.643427578299992,6.91464014510576,17.561056407522948,41.37079616215976,45.43092421696984,41.75824153087896,2.900188826821714,35.02558535355392,44.63130763540333,28.10468569045824,23.454745995218424,3.1883330158226,17.25652561653641,27.477629951613807,41.51545929832284,35.71969619537296,2.125611322752124,33.18074031022855,39.185929634849714
27,41.37079616215976,28.612943175695264,7.1379321292004105,15.096725708219616,41.37079616215976,45.07384493899563,41.67602481693173,3.09935565676754,34.844517347333344,44.63130763540333,28.10468569045824,21.79611918595142,4.53417903259369,12.840842715386032,26.70983444589713,41.59354246605423,35.46252393533781,2.484012645180469,32.35172127387702,40.97716581587763
28,41.37079616215976,29.7299257803406,6.50028000470069,22.113034531670937,41.37079616215976,45.56905618767627,42.4245397367358,2.42022078943814,37.948817545573206,44.96297225703301,28.10468569045824,23.330764877558604,3.278595410806964,18.63440478862113,27.14954406933064,41.51545929832284,35.49593527102499,1.844599672602528,33.09386449859582,38.14744610419266
29,41.37079616215976,29.111403344461884,6.670218985226991,20.48881346895889,41.37079616215976,45.39894608969762,42.42468148508764,2.0331432421176965,39.03066841518383,44.97985515349173,28.10468569045824,21.700351087761256,5.34486693327982,12.125209660001474,27.14954406933064,41.51545929832284,35.113326279365104,2.15327637971046,32.22332456261488,38.06164032473954
30,41.37079616215976,26.90334579520079,5.789987357892766,18.68432483902464,41.37079616215976,45.10454111437512,40.16888551705839,3.4603861067536106,35.40118658498801,44.62466988935975,18.575530831985944,-2.8025027830894618,6.967386622352179,-7.425138089124497,15.178764816081088,38.90435938358081,9.276859870835144,19.315126626839948,-12.19089320299431,34.71540720942447
31,41.37079616215976,27.75609417681257,5.347423544203533,21.626644932019207,41.37079616215976,45.00881363222688,40.53716709337452,3.58947778429764,34.557068680958395,44.70416733281376,18.575530831985944,-1.4415018634372243,7.639341686890929,-6.996261397708721,17.55412282411864,38.90435938358081,12.499069244368869,18.29495997935595,-10.91641203139349,34.71540720942447
32,41.37079616215976,27.697005118191388,5.834572235393735,20.898175412603283,41.37079616215976,45.83969807510687,41.17529840217003,3.4757003995066413,34.20168491776762,44.7448161946228,18.575530831985944,1.570234951992771,7.831648602374072,-6.2036779771180095,17.55412282411864,40.55290724084369,21.00264012971501,14.331750689368883,-7.304097202564963,33.75996498627542
33,41.37079616215976,27.88764944357981,6.473641291979497,18.77405439686091,41.37079616215976,45.83969807510687,41.3294928735212,3.4001534015344577,33.660450188552105,44.94369334965618,19.19643898545852,5.230057582864833,8.097726161011927,-5.956985316431258,18.575530831985944,45.14214170845602,25.65633715542065,11.166706620785355,-5.227933854430605,38.93042682566357
34,41.37079616215976,28.876421127770246,5.960220459468243,21.610863215428083,41.37079616215976,45.83969807510687,41.509695235593455,2.6443965790951727,35.96708157398992,44.41131561801007,22.86365487671,7.115394368170037,8.28986087432287,-4.911425331346105,18.917030316395856,45.14214170845602,28.082470492792385,10.267973086729388,2.6262315523574307,38.62740428799425
35,41.37079616215976,29.13861195121617,5.692567145413157,20.41474470502123,41.37079616215976,44.61400501165612,41.58742618977516,2.20183653886038,38.20936290264435,44.1554156702951,28.120929682158653,11.87204607156324,6.461226928499083,-1.264929263542521,21.21340772564682,45.14214170845602,31.81582128388716,4.508172413978493,24.35972013146961,39.54791841640729
36,41.37079616215976,29.76215942908045,5.9033642637819,21.860346950395662,41.37079616215976,45.740654480985526,42.09688620026596,1.8786612827385032,39.45166212068323,44.60488353401147,28.120929682158653,14.612147975488256,5.9733930749405575,2.981881075009079,22.8703839082504,45.14214170845602,32.42472318288889,4.876858810553092,24.492051564984507,41.60893367660742
37,41.37079616215976,29.770824750044444,6.369813296536617,20.03286064927643,41.37079616215976,44.61400501165612,41.44711164748644,2.348220278907203,36.12264465598537,44.39874124621162,28.120929682158653,17.13712601998694,3.901177616994628,13.797412311827118,22.48946312657715,43.53178757201746,34.43660585571577,3.516402433764898,30.58250356014035,40.51677964138706
38,41.37079616215976,28.59078753430805,6.684431577878428,18.30085687554361,41.37079616215976,44.61400501165612,40.93779806027729,2.643206591965996,35.529106089012515,44.53462050333538,28.120929682158653,16.500003674727843,6.797541765268937,-0.5632114462087332,25.76077619469068,43.53178757201746,33.813173665042335,7.180132191970499,27.968338181797133,43.384363094796896
39,41.37079616215976,28.58954878126649,5.83866738435851,19.415591310522,41.37079616215976,44.61400501165612,41.11307789364783,2.221530982970655,36.71300062800505,44.05047373536852,28.120929682158653,17.79335560378378,5.30086109939568,10.641884814122596,27.583510293268063,45.46648758874047,35.47575395498912,4.317729984028192,31.05182006136386,43.53178757201746
40,43.09819911195126,31.37939599552817,5.033563806601306,24.700027893403032,41.37079616215976,44.92475105661008,41.59155024293827,1.6671614374080803,38.969571114145566,44.364191990424615,28.805831643351954,20.37433493878517,3.696767605050581,15.207993329648584,28.120929682158653,46.13193579383928,36.78474692635049,4.4727164365539736,32.91485308511783,44.72026881833775
41,43.09819911195126,29.937593710499986,5.958640960702598,21.56189428388104,41.37079616215976,44.80358162620679,41.24138067710653,2.1155763688910696,37.96652069679341,44.51976250446112,28.805831643351954,21.559629182637376,5.084953002794305,15.533244207239656,28.49762576081497,45.09441802781114,37.75360392405612,4.646878929747999,32.958834113131374,44.762423812217946
42,43.09819911195126,28.73890477028525,6.319394843956305,17.894384643793504,39.54104245862888,45.52976379378109,41.02663177710568,2.829067983968011,34.36798331897192,44.70915067201434,28.805831643351954,22.0932460395994,4.076039660792909,15.720188005569668,28.49762576081497,45.54889502389996,38.19941756362358,4.997517668360869,32.83804010800023,45.1993481855741
