gen,best_default,mean_default,std_default
0,91.92482618476618,34.34844744090194,41.14719695895932
1,93.00278772623588,77.50866224952469,24.481402737572942
2,93.40956741322128,83.88962778598699,17.830932343638555
3,93.40956741322128,88.09600820308884,9.598515577399722
4,93.40956741322128,88.00065616130505,10.363682273155227
5,93.40956741322128,89.4166478449593,5.4580225885249485
6,93.40956741322128,90.32620704685256,4.495603763086491
7,93.40956741322128,90.39796750422984,3.8491131160470298
8,93.40956741322128,90.85923423521528,2.957899976921636
9,93.40956741322128,90.38354359322688,5.593556730959486
10,93.40956741322128,90.95167222759706,3.178469120753454
11,93.40956741322128,91.28026711093402,1.2721357985292967
12,93.40956741322128,91.40171686348536,1.3383431936162136
13,93.40956741322128,90.89354342250518,6.244444310657819
14,93.40956741322128,89.21040905603839,11.357600936374046
15,93.40956741322128,90.822396610052,4.321333510656481
16,93.40956741322128,89.61411698273768,7.6811090011822065
17,93.40956741322128,89.88853407515215,6.380456010348217
18,93.40956741322128,89.93125772280459,5.240190030848719
19,93.40956741322128,89.90852058068947,5.535535717794918
20,93.40956741322128,89.8705622497023,5.445844081012996
21,93.40956741322128,89.21938113885088,7.642395421431722
22,93.40956741322128,87.95044218191296,9.869227382056565
23,93.40956741322128,87.3870345339505,10.717713298621858
24,93.40956741322128,89.10374996954522,7.442754470353915
25,93.40956741322128,88.21558397821593,9.410211175814576
26,93.40956741322128,88.52840827715592,8.622179981804422
27,93.40956741322128,89.51084664473449,7.218907128336445
28,93.40956741322128,89.5157876770115,7.4738249040837665
29,93.40956741322128,90.5161595099156,5.38474688322139
