gen,best,mean,std
0,65.89744140538643,12.273187142634914,17.656767079293857
1,86.21379137609951,32.515822775709914,15.581264313613534
2,86.21379137609951,48.786232439892174,14.294062914336214
3,86.39140997390335,61.79771851534626,8.236587282908415
4,86.79140997390337,67.1553009355265,10.036238193634425
5,86.79140997390337,74.3896846991339,7.439270976887148
6,86.81379137609949,79.73963342236725,5.62846955892555
7,86.81379137609949,80.85562004766999,5.638817990380429
8,86.81379137609949,82.75493023158872,5.128106512518556
9,86.8137913760995,85.84564506583249,1.6831522565418664
