gen,best_default,mean_default,std_default,Q5_default,Q95_default,best_balanced,mean_balanced,std_balanced,Q5_balanced,Q95_balanced
0,39.168117522716486,4.249271136081086,16.067534719589137,-5.770010864772937,39.013547994715566,19.1651892629374,-0.1940046856376709,8.893141077201177,-5.7731258154193394,19.01103858311013
1,48.01858578874552,17.004442746843868,18.325889494364137,-5.752572638825633,39.168117522716486,24.01606371931281,6.881211563721637,10.12073673875068,-5.755742213586912,19.1651892629374
2,48.046756665712216,30.32848876135863,14.50178721304237,3.234185836193265,48.01858578874552,24.04416263053517,14.245516313059266,7.97984958543759,-0.7689421217936998,24.01606371931281
3,66.26020708782076,37.82431189667973,10.334833703169592,12.812749618978977,48.046756665712216,34.256996812190515,18.381583243342924,5.704679973653101,4.807171758128905,24.04416263053517
4,66.26020708782076,41.13053184915394,8.316709174894022,30.16802886755824,48.07894522508573,34.256996812190515,20.20789468150156,4.613805700395999,14.16509991381127,24.07626450278538
5,94.9001335721758,43.6082985282061,9.92073844155257,39.013547994715566,57.14940349769663,94.89405452609942,22.485563891783222,10.990861965941653,19.01103858311013,29.146529379133543
6,94.90624979919323,44.81979076461053,11.196533371358315,39.013547994715566,57.17991706964764,94.9001335721758,23.61693282068701,13.102501928245564,19.01103858311013,29.17695410451698
7,94.90624979919323,47.53268497280436,13.591495418508584,39.013547994715566,75.08137568815859,94.9001335721758,25.569816211252373,15.108838907856802,19.01103858311013,39.078690398208
8,94.90624979919323,47.2842508586555,14.963176834533034,38.59947768702662,76.165927894774,94.9001335721758,25.88132960824012,16.815774038418777,18.79683667602644,41.962809125595946
9,94.90624979919323,47.51837964160861,14.70687021527896,39.013547994715566,75.09116799812602,94.9001335721758,25.11554952211493,13.999572531852962,19.01103858311013,39.08845574574879
10,94.90624979919323,47.355672336263225,15.57623076090383,30.113757272205707,75.17991706964764,94.9001335721758,24.592761564312287,12.703473428545337,14.110983728992474,39.17695410451698
11,94.90624979919323,48.28757149860567,18.55942549324665,3.5807412870405173,75.17991706964764,94.9001335721758,25.56455706147275,15.281477841749314,-0.4236958075528162,39.17695410451698
12,94.90624979919323,50.09769503619694,18.03089280112569,21.265401059657485,75.17991706964764,94.9001335721758,27.01468055302332,16.30868589409082,9.26217349217299,39.17695410451698
13,94.90624979919323,47.89905108486344,22.12213911328407,-5.003946305945459,94.9001335721758,94.9001335721758,26.69589553167844,20.082898012604485,-5.010635294096256,94.89405452609942
14,94.90624979919323,51.29065651027866,22.48186242365601,-5.014223298290258,94.9001335721758,94.9001335721758,30.367440583197023,23.51327817182324,-5.020850317271892,94.89405452609942
15,94.90624979919323,51.21413759717865,24.31557189796485,-5.749551968554122,94.9001335721758,94.9001335721758,30.33087915500768,24.078396838529745,-5.752731117563697,94.89405452609942
16,94.90624979919323,56.99215789902389,22.48191347187809,11.779907137885006,94.9001335721758,94.9001335721758,33.988873149642885,23.6517577596184,3.976690712426018,94.89405452609942
17,94.90624979919323,57.49970110511919,22.024103154183607,11.30936578532253,94.9001335721758,94.9001335721758,33.376489607223725,21.933223563665933,3.706284301149637,94.89405452609942
18,94.90624979919323,54.76469803017501,25.310921706102324,-5.041377622589468,94.9001335721758,94.9001335721758,31.56133378056081,22.569368433002545,-5.047890640070788,94.89405452609942
19,94.90624979919323,54.53700230225774,25.98473701725088,-4.997548975373182,94.9001335721758,94.9001335721758,31.90951366503765,23.62225442099032,-5.004280755352999,94.89405452609942
20,94.90624979919323,55.05894964101046,23.650822599800325,-4.836419679776124,94.9001335721758,94.9001335721758,31.751491937459,21.987012792900863,-4.84432842529211,94.89405452609942
21,94.90624979919323,55.155356384187456,23.81009709316003,-4.997212273764115,94.9001335721758,94.9001335721758,32.24792817740059,22.848850109490176,-5.003946305945459,94.89405452609942
22,94.90624979919323,56.78784442735849,22.88716745010627,3.562039122155472,94.9001335721758,94.9001335721758,33.60039967251449,23.15785127249381,-0.2447630689284372,94.89405452609942
23,94.90624979919323,56.831475800265714,26.209343085091056,-4.873403039585865,94.90624979919323,94.9001335721758,35.70792139244329,27.3959391393709,-4.881134875448791,94.9001335721758
24,94.90624979919323,57.74925131668962,23.27135579095421,4.043617600379664,94.9001335721758,94.9001335721758,34.42583435475604,23.78333474918396,0.0365907533877579,94.89405452609942
25,94.90624979919323,59.38712005392984,24.05079452113096,3.605579084832957,94.90043938352667,94.9001335721758,35.78366880767422,24.516446952930977,-0.2015192111565321,94.89435847840323
26,94.90624979919323,58.71608632191428,22.67439296727262,11.771060602477052,94.90043938352667,94.9001335721758,34.51273030282819,22.76702614719333,3.96790908399386,94.89435847840323
27,94.90624979919323,57.695744916204205,27.43093703102221,-5.755049925653204,94.90624979919323,94.9001335721758,34.85219632706549,25.77657653530161,-5.758211851353391,94.9001335721758
28,94.90624979919323,57.31796418254544,27.42041898284015,-5.740431898511554,94.90624979919323,94.9001335721758,34.63449591475562,25.82226302744821,-5.743640139098354,94.9001335721758
29,94.90624979919323,57.31540522771663,27.386871140763116,-5.005590958772085,94.90624979919323,94.9001335721758,34.63194646807091,25.81076795800191,-5.0122731904000934,94.9001335721758
