gen,best,mean,std,best_log,mean_log,std_log
0,86.24675666571228,45.77246469239682,25.24194545829799,92.48935744741227,39.54961451944448,42.86584361213264
1,86.24675666571228,57.95216934346123,24.638857103232123,92.48935744741227,56.78972851291421,42.17205296983797
2,88.57504998251865,72.73043806858645,18.50301392696855,93.37946500072772,78.53414947812368,30.56644564050096
3,91.02936197187238,77.35079945658356,16.324416320983797,93.91402398497814,82.67614966814965,26.36768070390133
4,91.02936197187238,81.58283806956753,10.459473745921008,93.91402398497814,88.91625214909627,15.370223620862523
5,91.02936197187238,81.42430973596751,12.244009643400153,93.91402398497814,88.33857030478808,17.40336167600928
6,92.11261419415928,81.24371057838161,12.57357385559614,94.27821644970793,87.72434425740538,18.42699510229322
7,92.11261419415928,83.32893896306985,8.551457904148513,94.27821644970793,90.52093919391848,12.220983877636549
8,92.11261419415928,83.29982496250365,8.160156356574097,94.27821644970793,90.2324878997034,12.808006869770749
9,92.11261419415928,83.96004962688649,7.641067497096662,94.27821644970793,90.54560182683848,12.665396811029591
10,92.11261419415928,81.65108824327903,12.762567245192738,94.27821644970793,86.8324783335508,20.067972633553765
11,93.49605369405457,82.88343060356323,11.384456088758444,94.70278772623588,88.71376139370459,16.096450235064328
12,93.49605369405457,81.95434625509017,12.731104275222204,94.70278772623588,86.67827019776651,19.863412263271123
13,93.79605369405456,82.20478273681705,12.03182447588629,94.76278772623589,86.95270083553216,19.41742420695927
14,93.79605369405456,81.95199707065309,13.386089259575083,94.76278772623589,87.08640668938453,20.265636486243352
15,93.79605369405456,82.93520617267805,11.644195444958132,94.76278772623589,88.93221640082857,16.294237435535692
16,94.39605369405454,84.213016517292,8.933447941918903,94.88278772623588,89.79019456155902,14.355414395394348
17,94.39605369405454,81.36492499848761,14.922962917367792,94.88278772623588,86.9805479740951,20.707318116628706
18,94.39605369405454,81.92673639389677,14.994714851450407,94.88278772623588,87.09921533784683,21.07119252975066
19,94.39605369405454,84.63435044535343,9.35362578453022,94.88278772623588,90.59430593059204,12.210650161649632
20,94.39605369405454,83.83292849431011,11.831733326729696,94.88278772623588,90.34320102385722,13.72111603525052
21,94.39605369405454,83.98833396383039,12.903143735098794,94.88278772623588,90.00990847452763,15.755872552686904
22,94.69605369405454,85.22932679328252,8.500518224461075,94.94278772623588,91.78857459211152,9.462509152672585
23,94.69605369405454,81.96946763198477,14.245402430388872,94.94278772623588,87.97182444710116,18.246116458354173
24,94.69605369405454,84.73574492281588,7.964809116208399,94.94278772623588,91.20137085689376,10.025082078381072
25,94.69605369405454,83.5826215613234,11.406758160430869,94.94278772623588,90.14257491766216,12.839771396888896
26,94.69605369405454,82.65388589398184,12.846132559951355,94.94278772623588,87.94258301227961,18.27920713796758
27,94.69605369405454,84.26389791607114,8.85915546805571,94.94278772623588,90.59016644697353,11.30774020499512
28,94.69605369405454,83.44254912060983,10.833145271661936,94.94278772623588,89.3543652266212,13.694578310251648
29,94.69605369405454,84.49413644496136,12.26567606167024,94.94278772623588,90.29433942747144,13.423017145322055
