gen,best_default,mean_default,std_default
0,92.05092391510478,31.04740827013212,33.84162640056689
1,92.13193985886488,53.71914897314219,27.763810957237943
2,92.24704041507836,65.40518463629061,24.733340478436315
3,92.25092391510478,74.76019421093996,19.3538372876736
4,92.82951600496185,81.98933227707548,13.760422374782678
5,93.13214184093668,84.31451614631395,10.777365886273529
6,93.13214184093668,84.91869864688937,10.565545478746255
7,93.13214184093668,84.67864150122044,12.788727316237734
8,93.13214184093668,87.71083367331391,5.903938316590376
9,93.13214184093668,87.3274475842595,7.686697601727571
10,93.13214184093668,86.89024934857724,9.387971854068006
11,93.13214184093668,86.9621872673485,13.155747647925232
12,93.71859563501552,87.57233031010031,9.910491258222551
13,93.71859563501552,88.78736865204468,6.379373061031585
14,93.71859563501552,88.46463809307906,7.707651873314607
15,93.71859563501552,89.46106313177751,7.771976486217495
16,93.71859563501552,88.7897077336535,6.733288070877049
17,93.71859563501552,89.79612220510215,5.609523190420545
18,93.78936470590374,89.65064316518634,5.946538637562844
19,93.79605369405454,88.46446892042482,11.378981051943818
20,93.80278772623588,88.43458059502038,9.06731206224631
21,93.80278772623588,87.24054980677258,10.458622945388164
22,93.80278772623588,88.60401950785729,7.901366502531297
23,93.80278772623588,87.44543373897865,13.473925100726024
24,93.80278772623588,89.65099396372132,6.474850473419739
25,93.80278772623588,88.69514860810595,9.284831717345922
26,93.80278772623588,88.14083667321862,10.471406223073544
27,93.80278772623588,87.63255269242526,10.6470278576652
28,93.80278772623588,86.45937900690782,11.2652752362183
29,93.80278772623588,86.48525651163594,11.47945325173375
