gen,best_default,mean_default,std_default
0,87.11758228947824,15.974607969287447,29.8328186914306
1,89.01288973525115,32.909198733831374,30.967976574210475
2,89.01288973525115,49.88338606202745,26.536262328779177
3,89.88936197187238,61.62600716728013,17.49545841886614
4,89.88936197187238,69.9648780851221,11.6904190366515
5,89.88936197187238,74.61281809856982,14.388452348942264
6,89.88936197187238,78.82045475207353,12.807841036594136
7,90.24283177470684,82.76641806765086,12.477072821085534
8,90.24283177470684,85.54470440871235,7.665176923657463
9,90.72936197187238,86.5661061424899,7.501931090548937
10,90.72936197187238,85.58549992109263,13.75284603463159
11,90.95699002086162,84.7153709288966,17.30210500680394
12,90.95699002086162,83.68444694429527,18.0571101002772
13,90.95699002086162,87.83301682760684,4.675317837136821
14,90.95699002086162,86.1813813757579,13.519463573439486
15,90.95699002086162,84.59661173767931,15.910967351972904
16,91.44936197187238,84.17518426367255,16.987174028032715
17,91.44936197187238,85.0914435314868,15.694736061514671
18,91.46341372532802,85.03379154128794,12.296789807744211
19,91.46341372532802,86.17446844106261,10.83701592302
20,91.46341372532802,87.66410967788683,5.373778319389609
21,91.46341372532802,87.3677197905943,8.852285327704355
22,91.46341372532802,85.28557041484837,17.044581062728277
23,91.76814186652396,85.99666273359026,16.123593522310657
24,91.76814186652396,85.44804153555152,15.517547974501126
25,91.76814186652396,82.73277749246297,20.97538975671224
26,91.76814186652396,83.04382037398675,21.29866197437704
27,91.76814186652396,83.95908967476136,19.8755343835434
28,91.8187078342906,86.20848791261115,15.22751413547108
29,91.8187078342906,81.83006912496596,23.281186389413037
