gen,best,mean,std
0,62.42234767677748,33.06268273524061,6.870005005224602
1,68.81550493721107,38.547816369400884,6.054774717557353
2,70.6340239849783,49.7435574806958,12.903519219595985
3,72.4293619718725,64.90886870951682,5.527679997810974
4,72.7672812067348,68.2356529807208,1.3313787024634864
5,72.7672812067348,68.97772119507522,1.083866598168478
6,73.324721592316,69.56923688553417,1.1213180537952399
7,73.6867940209584,70.03892908741685,1.2427124941761507
8,78.19173230259895,70.49182007463058,1.4782625733891557
9,78.19173230259895,71.10996065102219,1.7980735170889866
10,78.19173230259895,71.36423642888687,1.7435295662040566
11,78.19173230259895,71.82892948830616,1.7411632688100582
12,78.19173230259895,72.3581909542509,1.7417468265041027
13,78.19173230259895,72.7947323102117,1.75716851137957
14,78.48188000615593,73.12597920601,1.719680459186491
