gen,best_balanced,mean_balanced,std_balanced,best_default,mean_default,std_default
0,85.72700044143625,18.79423720507769,27.919102514004617,92.93214184093668,31.334047606495385,37.09625538456815
1,86.52772932632853,43.35914233601794,26.29580016641694,92.93193985886488,65.11573040780209,27.946607214284708
2,87.00278772623588,57.13030721405832,21.65603882498279,93.40956741322128,80.06346405803836,18.118512792233776
3,87.00278772623588,66.20566025118165,17.33776620831463,93.40956741322128,86.65109132941157,10.532531793866884
4,87.00278772623588,70.48534205458212,14.81502722522498,93.40956741322128,88.86677273673479,6.231043639906937
5,87.00278772623588,73.53213505220386,14.386286897610235,93.40956741322128,89.2174887939268,8.345402963971981
6,87.00278772623588,73.89319496612654,14.789274788788632,93.40956741322128,89.00278553068274,9.835353437401348
7,87.00278772623588,76.24590151632715,11.557798551600182,93.40956741322128,90.6437726080911,5.118865118409841
8,87.00278772623588,75.87033645439483,12.70469826860738,93.40956741322128,90.17222768328764,6.865304121596766
9,87.00278772623588,78.90503573487125,7.856119989734499,93.40956741322128,91.6870983156512,1.5960033640179507
10,87.00278772623588,80.22506116556644,5.789789937866087,93.40956741322128,91.95917263221146,1.2026377487954365
11,87.00278772623588,80.39174250015203,5.620849443326261,93.40956741322128,92.01401187921849,1.14891952122326
12,87.00278772623588,78.13616745832161,11.311253854468774,93.40956741322128,90.83843691949102,8.26066969772364
13,87.00278772623588,79.1757589693008,8.99435854460529,93.40956741322128,91.63820911375431,2.68007396219885
14,87.00278772623588,79.08803026190375,11.940709904426022,93.40956741322128,90.72643992739252,8.753868232852493
15,87.00278772623588,78.12722070336098,11.675118434368258,93.40956741322128,91.01363217616355,5.07712780673732
16,87.00278772623588,79.65781170327269,10.624992558207536,93.40956741322128,91.25628314602264,7.338353041449323
17,87.00278772623588,77.7892228671776,12.502943479191716,93.40956741322128,90.56370953657994,8.495538638812532
18,87.00278772623588,78.84019110502281,9.529240414190514,93.40956741322128,91.6627248815196,2.385526348633513
19,87.00278772623588,76.84158944834286,13.2058494916663,93.40956741322128,90.29608813809696,7.732224458074199
20,87.00278772623588,79.20767102984897,10.633507763452483,93.40956741322128,91.25419203405264,5.694397200327823
21,87.00278772623588,79.09092249022808,8.466127551682533,93.40956741322128,91.79345720187568,1.6950765846696336
22,87.00278772623588,78.87408684300603,9.422114541967083,93.40956741322128,91.74457652325242,1.893759068132264
23,87.00278772623588,78.67993443273936,9.644985135906426,93.40956741322128,91.54242483726912,3.104022230470482
24,87.00278772623588,79.50094633465234,8.804612472243711,93.40956741322128,91.69133476178894,3.007781951361057
25,87.00278772623588,79.5685671765368,9.080186940120658,93.40956741322128,91.53488133920015,3.9998445211681344
26,87.00278772623588,80.02435902429308,8.571646479233564,93.40956741322128,91.8068184629963,2.6160633508307565
27,87.00278772623588,79.36478789321258,9.828681394803471,93.40956741322128,91.43524600774498,4.480579188036311
28,87.00278772623588,80.37360192971549,6.87122605924734,93.40956741322128,92.036048388482,1.384160132341353
29,87.00278772623588,81.53130337657326,5.846666729874599,93.40956741322128,92.2737810593668,1.1794674246912729
