gen,best_default,mean_default,std_default
0,66.21617481767026,1.613894646689617,15.856133239815591
1,66.21617481767026,13.266970081868225,19.33941563304204
2,66.21617481767026,28.05580222738213,16.096477189767487
3,75.04675666571221,33.52860924798003,14.667015883976688
4,75.04675666571221,37.57876276827604,12.475250601307206
5,75.04675666571221,39.353709840609206,12.450041520189512
6,75.04675666571221,40.596356626681306,13.117070284113828
7,75.04675666571221,42.12175833316093,13.203254839231096
8,94.85250552318657,40.73797353605701,15.797490693911229
9,94.85250552318657,43.34221114458969,17.00905922647214
10,94.85250552318657,43.15619936805414,14.25102080859018
11,94.85250552318657,43.43124125680978,15.192352237721677
12,94.85250552318657,43.18112378781182,16.075160818205756
13,94.85250552318657,45.09828696042859,16.995190452608384
14,94.85250552318657,41.9480655998944,16.49963462406605
15,94.85250552318657,43.31640346189869,17.81961472533943
16,94.85250552318657,44.66963532651869,17.935490645578593
17,94.85250552318657,44.07225874013013,19.17091080030934
18,94.85250552318657,47.29499820646993,17.94529344563332
19,94.85250552318657,47.410843424626975,19.511379200747086
20,94.85250552318657,46.04431461856664,18.01538552887029
21,94.85250552318657,45.55663967197848,16.174877264346378
22,94.85250552318657,45.20809678666369,17.23186722424748
23,94.85250552318657,45.57891766283684,17.155608292118163
24,94.85250552318657,46.39071371327025,18.20973518850291
25,94.85250552318657,46.55940762510104,17.446007325459014
26,94.85250552318657,46.41239470159761,18.194077515822016
27,94.85250552318657,46.39664497289877,17.743201241104764
28,94.85250552318657,48.70277687835121,20.02979550731212
29,94.85250552318657,45.44745424314071,19.09775589474874
