gen,best_default,mean_default,std_default
0,57.013547994715566,-0.7511108423716116,12.807496495576247
1,75.01354799471557,10.536081708109542,20.4591460739274
2,75.01354799471557,28.742976123951195,18.23935332511357
3,75.01354799471557,37.4462699479646,13.922058927781912
4,75.01354799471557,42.29839998439654,14.329239359662438
5,75.01354799471557,45.42904660939612,14.062918041881476
6,75.14779752022552,44.71194823008737,14.417828577561036
7,75.17991706964764,45.3380962277548,13.855906929033647
8,75.17991706964764,46.52895723210409,14.450265411242787
9,93.53730981109511,46.27901287610927,16.00028319081677
10,93.53730981109511,48.43762819626326,14.766515087133795
11,93.53730981109511,47.09190916885073,17.19798007756257
12,94.87010128507691,50.442810213785314,17.726220301248414
13,94.87010128507691,50.42622409505928,16.290784080712765
14,94.87010128507691,50.37583220876379,17.28657367826025
15,94.87010128507691,48.06203891158806,18.634095660990635
16,94.87010128507691,51.35041052888723,19.623262131398786
17,94.87010128507691,52.50126818470218,19.013675231755936
18,94.90624979919323,50.02589066287578,18.058944842837
19,94.90624979919323,48.40743185487901,18.382170403393246
20,94.90624979919323,49.76987714468316,18.183672033601905
21,94.90624979919323,48.85442497401385,17.117431650273556
22,94.90624979919323,49.41049339972214,18.188545290275155
23,94.90624979919323,48.69693828161503,17.63153204550621
24,94.90624979919323,49.68540766657625,18.625203962199222
25,94.90624979919323,49.43912433974006,19.88099445102681
26,94.90624979919323,50.49995900358148,18.562183996935754
27,94.90624979919323,51.30581276306419,18.846281895540507
28,94.90624979919323,48.835987926827165,18.87794619126351
29,94.90624979919323,48.11848574850027,17.605900643653534
