gen,best_default,mean_default,std_default
0,91.49061166337202,22.382322751517755,33.1509460384569
1,91.49061166337202,46.93294516793977,36.10281239129766
2,91.49061166337202,71.80752806394877,25.028821093529896
3,92.04704041507836,81.56769401066477,18.771930832465763
4,92.04704041507836,89.51232844924412,6.2068487885534775
5,92.33193985886489,90.80855289997967,3.7837522132998167
6,92.33193985886489,90.46557167237177,8.925959885077097
7,92.64704041507838,89.19109427392857,13.878585607428098
8,92.64704041507838,91.58561198819568,0.2781652235029045
9,92.64704041507838,90.61871923373684,6.026461011382444
10,92.73193985886488,90.14714268050396,7.273526352913576
11,92.93193985886488,90.95261675681678,4.554795842096798
12,92.93193985886488,91.0940430690222,4.144378907176603
13,92.93193985886488,90.11718799388828,7.222540694798158
14,93.13193985886488,90.94297413867756,4.995477658348092
15,93.13193985886488,90.96190183297531,6.035121704583301
16,93.13193985886488,90.95447014436029,6.5550168427476745
17,93.13193985886488,89.21180085235078,12.8991557854879
18,93.13193985886488,89.57693877069687,11.563030572015291
19,93.13193985886488,88.27349681712698,15.741674081685034
20,93.13193985886488,88.30425299753702,14.74279321250798
21,93.3750499825186,88.85003834874624,12.094953178992174
22,93.3750499825186,89.49850756452463,10.186727150799795
23,93.3750499825186,88.81616865511795,13.636381781861203
24,93.3750499825186,89.28663987827765,13.109148774449448
25,93.3750499825186,91.36778733779994,4.323870753132189
26,93.3750499825186,90.06248965721565,10.55574428268747
27,93.3750499825186,90.09747052398194,9.00606207724272
28,93.3750499825186,90.32826305944836,9.036244522167667
29,93.3750499825186,89.13892642254878,15.194549398190212
