gen,best,mean,std,best_log,mean_log,std_log
0,83.71440480288956,6.173760041192221,15.38398264627772,83.71440480288956,6.173760041192221,15.38398264627772
1,83.71440480288956,13.83386735904022,16.755738976425032,83.71440480288956,13.83386735904022,16.755738976425032
2,85.13142754043466,19.847836368392045,17.93620661892283,85.13142754043466,19.847836368392045,17.93620661892283
3,85.79142754043465,29.575965025296536,21.90849030566605,85.79142754043465,29.575965025296536,21.90849030566605
4,86.82539590051206,40.240381617889874,24.55004721085886,86.82539590051206,40.240381617889874,24.55004721085886
5,86.82539590051206,57.73173724873223,25.69060384157246,86.82539590051206,57.73173724873223,25.69060384157246
6,87.78074472933635,69.43759372295217,22.06991903772373,87.78074472933635,69.43759372295217,22.06991903772373
7,87.78074472933635,75.53577497099928,16.491315491905453,87.78074472933635,75.53577497099928,16.491315491905453
8,87.78074472933635,74.8468326953387,17.728073108256922,87.78074472933635,74.8468326953387,17.728073108256922
9,87.78074472933635,78.57393025444182,16.22872148939439,87.78074472933635,78.57393025444182,16.22872148939439
10,87.78074472933635,82.14054505909458,11.416922101333745,87.78074472933635,82.14054505909458,11.416922101333745
11,87.78074472933635,79.64956746411097,18.052519628881395,87.78074472933635,79.64956746411097,18.052519628881395
12,87.90074472933634,80.9858443916581,12.357010853091362,87.90074472933634,80.9858443916581,12.357010853091362
13,88.20074472933635,80.1779974186712,12.515272215448183,88.20074472933635,80.1779974186712,12.515272215448183
14,88.20074472933635,80.1747415094698,15.877681938464685,88.20074472933635,80.1747415094698,15.877681938464685
15,88.20074472933635,79.31362501002087,17.796153266944305,88.20074472933635,79.31362501002087,17.796153266944305
16,88.20074472933635,78.95354266740806,18.40795821641532,88.20074472933635,78.95354266740806,18.40795821641532
17,88.20074472933635,81.3635987803059,14.322164181504316,88.20074472933635,81.3635987803059,14.322164181504316
18,88.20074472933635,81.79269420738477,12.92684815483072,88.20074472933635,81.79269420738477,12.92684815483072
19,88.20074472933635,80.72897636997422,14.661699931820417,88.20074472933635,80.72897636997422,14.661699931820417
20,88.20074472933635,78.81201890209583,17.896476659222753,88.20074472933635,78.81201890209583,17.896476659222753
21,88.20074472933635,82.2938198859881,11.462659985171223,88.20074472933635,82.2938198859881,11.462659985171223
22,88.20074472933635,79.27971147603776,17.86683429578266,88.20074472933635,79.27971147603776,17.86683429578266
23,88.44074472933634,80.61313528575724,15.107934487180184,88.44074472933634,80.61313528575724,15.107934487180184
24,88.56074472933635,81.82454192231295,13.179339031279929,88.56074472933635,81.82454192231295,13.179339031279929
25,88.56074472933635,83.05825401932678,11.57535413880865,88.56074472933635,83.05825401932678,11.57535413880865
26,89.03958530891661,82.1093967761381,14.445319714011196,89.03958530891661,82.1093967761381,14.445319714011196
27,89.03958530891661,82.86843225085326,12.537906343973626,89.03958530891661,82.86843225085326,12.537906343973626
28,89.03958530891661,85.16468264562562,6.569213068692084,89.03958530891661,85.16468264562562,6.569213068692084
29,89.03958530891661,82.34090529983335,13.560198461188083,89.03958530891661,82.34090529983335,13.560198461188083
