gen,best_default,mean_default,std_default
0,75.59282822853989,26.3192694238208,29.620802937987506
1,84.87282822853992,50.478156188290015,22.93638614788566
2,94.08936470590376,62.0172938121148,13.85316242054476
3,94.08936470590376,66.46154011599329,12.284419690475728
4,94.18001907417188,68.99177348156735,14.523789700190152
5,94.18001907417188,72.60913367117725,10.549345981405182
6,94.18001907417188,72.76432980571506,12.969313094530724
7,94.63971843439496,73.06642949405719,11.668719536285362
8,94.63971843439496,74.17834191130977,11.599596649705518
9,94.63971843439496,74.85653134099586,13.20171626398754
10,94.63971843439496,76.70780825288738,10.274695358930394
11,94.63971843439496,75.14727408359586,17.267205739154928
12,94.63971843439496,77.8955631814302,15.997569362786672
13,94.63971843439496,76.32064209111176,18.26855858516884
14,94.63971843439496,78.75127136954333,14.38323562007214
15,94.63971843439496,79.79134326265267,13.715525902793331
16,94.63971843439496,78.1398041788559,16.142203411002832
17,94.63971843439496,76.63337327645097,19.420217424351247
18,94.63971843439496,77.71952697271966,18.91826080040253
19,94.63971843439496,80.57813340294655,12.990049033699249
20,94.63971843439496,80.08636558617788,16.36004486719787
21,94.63971843439496,77.89347764024436,16.84812189388936
22,94.63971843439496,79.90146867896345,14.59907940642594
23,94.63971843439496,78.02669978911753,19.926380620817906
24,94.63971843439496,80.95793839119767,14.76156761489752
25,94.63971843439496,80.57235368802162,14.010868264548977
26,94.63971843439496,80.36089188614818,16.093723979451397
27,94.63971843439496,81.49564149241904,16.365512884326225
28,94.63971843439496,81.58100982563457,16.633191747294845
29,94.63971843439496,83.81702457008494,13.4342256318382
